sentence,phonetic,audio_url,difficulty
"Old , Middle , and Late Egyptian were all written using both the hieroglyphic and hieratic scripts .",/ˈoʊld ˈmɪdəl ˈænd ˈleɪt ɪˈdʒɪpʃən ˈwər ˈɔl ˈrɪtən ˈjuzɪŋ ˈboʊθ ˈðə ˌhaɪroʊˈɡlɪfɪk ˈænd hieratic ˈskrɪps/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805058/audio_file/level03/03_3fefcce4-1.mp3,hard
This digital data is gathered and stored so that the physicist can later analyze the data and reconstruct the physics that occurred .,/ˈðɪs ˈdɪdʒətəl ˈdætə ˈɪz ˈɡæðərd ˈænd ˈstɔrd ˈsoʊ ˈðæt ˈðə ˈfɪzɪsɪst ˈkæn ˈleɪtər ˈænəˌlaɪz ˈðə ˈdætə ˈænd ˌrikənˈstrəkt ˈðə ˈfɪzɪks ˈðæt əˈkərd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805060/audio_file/level02/02_582b2e6a-f.mp3,medium
"Many variations of ketchup were created , but the tomato - based version did not appear until about a century later after other types .",/ˈmɛni ˌvɛriˈeɪʃənz ˈəv ˈkɛtʃəp ˈwər kriˈeɪtəd ˈbət ˈðə təˈmɑˌtoʊ - ˈbeɪst ˈvərʒən ˈdɪd ˈnɑt əˈpɪr ənˈtɪl əˈbaʊt ˈeɪ ˈsɛntʃəri ˈleɪtər ˈæftər ˈəðər ˈtaɪps/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805063/audio_file/level02/02_5f4311dd-f.mp3,medium
There are 29 letters in the Vietnamese alphabet .,/ˈðɛr ˈɑr 29 ˈlɛtərz ˈɪn ˈðə viˌɛtnɑˈmis ˈælfəˌbɛt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805065/audio_file/level02/02_fe1a5cfc-f.mp3,medium
An important advantage of hydroelectric dams is their ability to be used as a peaking power plant .,/ˈæn ˌɪmˈpɔrtənt ædˈvæntɪdʒ ˈəv ˌhaɪdroʊɪˈlɛktrɪk ˈdæmz ˈɪz ˈðɛr əˈbɪləˌti ˈtu ˈbi ˈjuzd ˈæz ˈeɪ ˈpikɪŋ ˈpaʊər ˈplænt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805067/audio_file/level03/03_3dff48f4-8.mp3,hard
"For some species sex is not determined by inheritance , but instead by environmental factors experienced during development or later in life .",/ˈfɔr ˈsəm ˈspiʃiz ˈsɛks ˈɪz ˈnɑt dɪˈtərmənd ˈbaɪ ˌɪnˈhɛrətəns ˈbət ˌɪnˈstɛd ˈbaɪ ɪnˌvaɪrənˈmɛnəl ˈfæktərz ɪkˈspɪriənst ˈdərɪŋ dɪˈvɛləpmənt ˈɔr ˈleɪtər ˈɪn ˈlaɪf/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805069/audio_file/level03/03_5cfae206-d.mp3,hard
"The region is rich in sea life , with more than 4,000 species of marine molluscs and a large diversity of marine fishes .",/ˈðə ˈridʒən ˈɪz ˈrɪtʃ ˈɪn ˈsi ˈlaɪf ˈwɪð ˈmɔr ˈðæn 4000 ˈspiʃiz ˈəv mərˈin molluscs ˈænd ˈeɪ ˈlɑrdʒ daɪˈvərsɪti ˈəv mərˈin ˈfɪʃəz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805072/audio_file/level03/03_2b812ba4-4.mp3,hard
Those who saw the apparition stood in the rain for up to two hours .,/ˈðoʊz ˈhu ˈsɔ ˈðə ˌæpərˈɪʃən ˈstʊd ˈɪn ˈðə ˈreɪn ˈfɔr ˈəp ˈtu ˈtu ˈaʊərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805074/audio_file/level02/02_231ebbd6-d.mp3,medium
"When in 2001 , the local community published its own findings about the forest 's sustainable management , it became an example of community involvement in a state - run management plan .",/ˈhwɛn ˈɪn 2001 ˈðə ˈloʊkəl kəmˈjunəti ˈpəblɪʃt ˈɪts ˈoʊn ˈfaɪndɪŋz əˈbaʊt ˈðə ˈfɔrəst ˈɛs səˈsteɪnəbəl ˈmænədʒmənt ˈɪt biˈkeɪm ˈæn ɪɡˈzæmpəl ˈəv kəmˈjunəti ˌɪnˈvɑlvmənt ˈɪn ˈeɪ ˈsteɪt - ˈrən ˈmænədʒmənt ˈplæn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805077/audio_file/level02/02_3c910be7-1.mp3,medium
"If schizophrenia is caused by bad communication between mother and child , then family interaction studies become relevant .",/ˈɪf ˌskɪtsəˈfriniə ˈɪz ˈkɑzd ˈbaɪ ˈbæd kəmˌjunəˈkeɪʃən bitˈwin ˈməðər ˈænd ˈtʃaɪld ˈðɛn ˈfæməli ˌɪnərˈækʃən ˈstədiz bɪˈkəm ˈrɛləvənt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805080/audio_file/level03/03_fce3039e-8.mp3,hard
The size of Irish elk antlers is distinctive .,/ˈðə ˈsaɪz ˈəv ˈaɪrɪʃ ˈɛlk ˈæntlərz ˈɪz dɪˈstɪŋktɪv/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805081/audio_file/level02/02_a9284451-6.mp3,medium
"The vagina is an elastic , muscular tube .",/ˈðə vəˈdʒaɪnə ˈɪz ˈæn ɪˈlæstɪk ˈməskjələr ˈtjub/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805083/audio_file/level03/03_d382439a-b.mp3,hard
The proliferation of this weapon is shown by more than just numbers .,/ˈðə ˌproʊlɪfərˈeɪʃən ˈəv ˈðɪs ˈwɛpən ˈɪz ˈʃoʊn ˈbaɪ ˈmɔr ˈðæn ˈdʒəst ˈnəmbərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805084/audio_file/level02/02_4db32fb0-3.mp3,medium
"Normal wear and tear includes pitting corrosion from cavitation , fatigue cracking , and abrasion from suspended solids in the water .",/ˈnɔrməl ˈwɛr ˈænd ˈtɛr ˌɪnˈkludz ˈpɪtɪŋ kərˈoʊʒən ˈfrəm cavitation fəˈtiɡ ˈkrækɪŋ ˈænd əˈbreɪʒən ˈfrəm səˈspɛndɪd ˈsɑlədz ˈɪn ˈðə ˈwɔtər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805087/audio_file/level03/03_372935d7-e.mp3,hard
"Spanish athletes have won a total of 154 medals , with sailing as the top medal - producing sport .",/ˈspænɪʃ ˈæθˌlits ˈhæv ˈwɑn ˈeɪ ˈtoʊtəl ˈəv 154 ˈmɛdəlz ˈwɪð ˈseɪlɪŋ ˈæz ˈðə ˈtɑp ˈmɛdəl - prəˈdusɪŋ ˈspɔrt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805089/audio_file/level02/02_8f97f202-8.mp3,medium
No firm dates can be assigned to this historical figure 's life or reign .,/ˈnoʊ ˈfərm ˈdeɪts ˈkæn ˈbi əˈsaɪnd ˈtu ˈðɪs hɪˈstɔrɪkəl ˈfɪɡjər ˈɛs ˈlaɪf ˈɔr ˈreɪn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805091/audio_file/level02/02_cbcbd725-b.mp3,medium
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 456 to 479 .",/ˈnoʊ ˈfərm ˈdeɪts ˈkæn ˈbi əˈsaɪnd ˈtu ˈðɪs ˈɛmpərər ˈɛs ˈlaɪf ˈɔr ˈreɪn ˈbət ˈhi ˈɪz kənˈvɛnʃənəli kənˈsɪdərd ˈtu ˈhæv ˈreɪnd ˈfrəm 456 ˈtu 479/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805094/audio_file/level02/02_33a4f8bd-a.mp3,medium
"It flies slowly with its head facing downwards , looking for its main food , the large apple snails .",/ˈɪt ˈflaɪz ˈsloʊli ˈwɪð ˈɪts ˈhɛd ˈfeɪsɪŋ ˈdaʊnwərdz ˈlʊkɪŋ ˈfɔr ˈɪts ˈmeɪn ˈfud ˈðə ˈlɑrdʒ ˈæpəl ˈsneɪlz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805096/audio_file/level02/02_210b096f-1.mp3,medium
"In the US , during the show 's final season on - air , the show was open-captioned ; this was intended as an aid to help younger children learn to read .",/ˈɪn ˈðə ˈəs ˈdərɪŋ ˈðə ˈʃoʊ ˈɛs ˈfaɪnəl ˈsizən ˈɑn - ˈɛr ˈðə ˈʃoʊ ˈwɑz open-captioned ˈðɪs ˈwɑz ˌɪnˈtɛndɪd ˈæz ˈæn ˈeɪd ˈtu ˈhɛlp ˈjəŋɡər ˈtʃɪldrən ˈlərn ˈtu ˈrɛd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805099/audio_file/level02/02_8c714db9-b.mp3,medium
When depicted he was usually drawn with a black and a yellow stripe painted across his face .,/ˈhwɛn dɪˈpɪktəd ˈhi ˈwɑz ˈjuʒəli ˈdrɔn ˈwɪð ˈeɪ ˈblæk ˈænd ˈeɪ ˈjɛloʊ ˈstraɪp ˈpeɪntɪd əˈkrɔs ˈhɪz ˈfeɪs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805101/audio_file/level02/02_a8226f37-6.mp3,medium
There are many ways to define the size or diameter of a cluster .,/ˈðɛr ˈɑr ˈmɛni ˈweɪz ˈtu dɪˈfaɪn ˈðə ˈsaɪz ˈɔr daɪˈæmətər ˈəv ˈeɪ ˈkləstər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805103/audio_file/level02/02_9d543f80-5.mp3,medium
Cadmium sulfate is used widely for the electroplating of cadmium in electronic circuits .,/ˈkædmiəm ˈsəlˌfeɪt ˈɪz ˈjuzd ˈwaɪdli ˈfɔr ˈðə ˌɪˈlɛktrəˌpleɪtɪŋ ˈəv ˈkædmiəm ˈɪn ˌɪˌlɛkˈtrɑnɪk ˈsərkəts/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805105/audio_file/level03/03_3f3b6871-7.mp3,hard
"Hormones are defined functionally , not structurally .",/ˈhɔrˌmoʊnz ˈɑr dɪˈfaɪnd ˈfəŋkʃənəli ˈnɑt ˈstrəktʃərəli/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805106/audio_file/level02/02_3e2cb87f-3.mp3,medium
There are several algorithms for solving a system of linear equations .,/ˈðɛr ˈɑr ˈsɛvərəl ˈælɡərˌɪðəmz ˈfɔr ˈsɑlvɪŋ ˈeɪ ˈsɪstəm ˈəv ˈlɪniər ɪˈkweɪʒənz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805108/audio_file/level03/03_f9561d16-a.mp3,hard
"They are usually regarded as the most basal of the caecilian families , with numerous characteristics lacking in the other groups .",/ˈðeɪ ˈɑr ˈjuʒəli rɪˈɡɑrdɪd ˈæz ˈðə ˈmoʊs ˈbeɪsəl ˈəv ˈðə caecilian ˈfæməliz ˈwɪð ˈnumərəs ˌkɛrəktərˈɪstɪks ˈlækɪŋ ˈɪn ˈðə ˈəðər ˈɡrups/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805110/audio_file/level03/03_de78002f-1.mp3,hard
The vegetation is mostly sub-tropical rainforest with some wet sclerophyll forest .,/ˈðə ˌvɛdʒəˈteɪʃən ˈɪz ˈmoʊsli sub-tropical ˈraɪnˌfɔrəst ˈwɪð ˈsəm ˈwɛt sclerophyll ˈfɔrəst/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805114/audio_file/level03/03_e380fc4f-7.mp3,hard
"Conditional contraband , formerly known as occasional contraband , consists of such materials as provisions and livestock feed .",/kənˈdɪʃənəl ˈkɑntrəˌbænd ˈfɔrmərli ˈnoʊn ˈæz əˈkeɪʒənəl ˈkɑntrəˌbænd kənˈsɪsts ˈəv ˈsətʃ məˈtɪriəlz ˈæz prəˈvɪʒənz ˈænd ˈlaɪvˌstɑk ˈfid/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805116/audio_file/level03/03_f8e63186-5.mp3,hard
"There are few characteristics common to all blues , as the genre takes its shape from the peculiarities of each individual performance .",/ˈðɛr ˈɑr ˈfju ˌkɛrəktərˈɪstɪks ˈkɑmən ˈtu ˈɔl ˈbluz ˈæz ˈðə ˈʒɑnrə ˈteɪks ˈɪts ˈʃeɪp ˈfrəm ˈðə pɪkˌjuliˈɛrətiz ˈəv ˈitʃ ˌɪndəˈvɪdʒəwəl pərˈfɔrməns/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805118/audio_file/level03/03_fa9063c3-a.mp3,hard
The purpose of a formal name is to have a single name that is accepted and used worldwide for a particular plant or plant group .,/ˈðə ˈpərpəs ˈəv ˈeɪ ˈfɔrməl ˈneɪm ˈɪz ˈtu ˈhæv ˈeɪ ˈsɪŋɡəl ˈneɪm ˈðæt ˈɪz ækˈsɛptɪd ˈænd ˈjuzd ˈwərldˈwaɪd ˈfɔr ˈeɪ ˌpɑˈtɪkjələr ˈplænt ˈɔr ˈplænt ˈɡrup/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805120/audio_file/level02/02_78ba9da1-e.mp3,medium
The bunker walls were 1.5 metres thick and it was almost bomb proof .,/ˈðə ˈbəŋkər ˈwɔlz ˈwər 15 ˈmitərz ˈθɪk ˈænd ˈɪt ˈwɑz ˈɔlˌmoʊst ˈbɑm ˈpruf/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805122/audio_file/level02/02_f4e504f0-0.mp3,medium
Males of many species exhibit gregarious mud-puddling behavior when they may imbibe salts from moist soils .,/ˈmeɪlz ˈəv ˈmɛni ˈspiʃiz ɪɡˈzɪbɪt ɡrəˈɡɛriəs mud-puddling bɪˈheɪvjər ˈhwɛn ˈðeɪ ˈmeɪ ɪmˈbaɪb ˈsɔlts ˈfrəm ˈmɔɪst ˈsɔɪlz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805124/audio_file/level03/03_dc09cad3-c.mp3,hard
"Because planners expected fairly light traffic volumes , the bridge was designed with two lanes , and it was just 39 ft wide .",/bɪˈkɑz ˈplænərz ɪkˈspɛktəd ˈfɛrli ˈlaɪt ˈtræfɪk ˈvɑljumz ˈðə ˈbrɪdʒ ˈwɑz dɪˈzaɪnd ˈwɪð ˈtu ˈleɪnz ˈænd ˈɪt ˈwɑz ˈdʒəst 39 ft ˈwaɪd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805127/audio_file/level02/02_4838bc7c-3.mp3,medium
The museum also displays copies of the Erfurt Hebrew Manuscripts .,/ˈðə ˈmjuziəm ˈɔlsoʊ dɪsˈpleɪz ˈkɑpiz ˈəv ˈðə erfurt ˈhibru ˈmænjəsˌkrɪpts/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805128/audio_file/level02/02_068c4fdd-4.mp3,medium
These sometimes immense gatherings fuel the ocean food web .,/ˈðiz ˈsəmˌtaɪmz ˌɪˈmɛns ˈɡæðərɪŋz ˈfjuəl ˈðə ˈoʊʃən ˈfud ˈwɛb/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805130/audio_file/level02/02_69f31d5e-4.mp3,medium
The opinions of viewers at the time was divided and it has not fared better over time .,/ˈðə əˈpɪnjənz ˈəv ˈvjuərz ˈæt ˈðə ˈtaɪm ˈwɑz dɪˈvaɪdɪd ˈænd ˈɪt ˈhæz ˈnɑt ˈfɛrd ˈbɛtər ˈoʊvər ˈtaɪm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805132/audio_file/level02/02_320bb867-9.mp3,medium
Some critics reacted against the paperwork gameplay .,/ˈsəm ˈkrɪtɪks riˈæktɪd əˈɡeɪnst ˈðə ˈpeɪpərˌwərk ˈɡeɪmˌpleɪ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805133/audio_file/level02/02_9b89e135-3.mp3,medium
Tjapaltjarri paints abstract images of sacred stories and songs from his family 's Dreaming .,/tjapaltjarri ˈpeɪnts ˈæbˌstrækt ˈɪmədʒəz ˈəv ˈseɪkrəd ˈstɔriz ˈænd ˈsɔŋz ˈfrəm ˈhɪz ˈfæməli ˈɛs ˈdrimɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805136/audio_file/level03/03_8d6b4e09-2.mp3,hard
"The event had eight professional wrestling matches with different wrestlers involved in scripted feuds , plots and storylines .",/ˈðə iˈvɛnt ˈhæd ˈeɪt prəˈfɛʃənəl ˈrɛsəlɪŋ ˈmætʃəz ˈwɪð ˈdɪfərənt ˈrɛsələrz ˌɪnˈvɑlvd ˈɪn ˈskrɪptɪd ˈfjudz ˈplɑts ˈænd ˈstɔriˌlaɪnz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805138/audio_file/level03/03_9877c9b0-e.mp3,hard
The Philippines has 17 administrative regions .,/ˈðə ˈfɪləˌpinz ˈhæz 17 ədˈmɪnəˌstreɪtɪv ˈridʒənz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805140/audio_file/level02/02_ae75a8cc-8.mp3,medium
"In Ancient Egyptian mythology , the god Chnum was said to have formed the first humans on a potter 's wheel .",/ˈɪn ˈeɪnʃənt ɪˈdʒɪpʃən məˈθɑləˌdʒi ˈðə ˈɡɑd chnum ˈwɑz ˈsɛd ˈtu ˈhæv ˈfɔrmd ˈðə ˈfərst ˈhjumənz ˈɑn ˈeɪ ˈpɑtər ˈɛs ˈhwil/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805142/audio_file/level02/02_dd464e48-a.mp3,medium
"Normal wear and tear is pitting from cavitation , fatigue cracking , and abrasion from suspended solids in the water .",/ˈnɔrməl ˈwɛr ˈænd ˈtɛr ˈɪz ˈpɪtɪŋ ˈfrəm cavitation fəˈtiɡ ˈkrækɪŋ ˈænd əˈbreɪʒən ˈfrəm səˈspɛndɪd ˈsɑlədz ˈɪn ˈðə ˈwɔtər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805144/audio_file/level03/03_41b54723-4.mp3,hard
One or two players regularly form a side on beach courts divided by a net like beach tennis .,/ˈwən ˈɔr ˈtu ˈpleɪərz ˈrɛɡjələrli ˈfɔrm ˈeɪ ˈsaɪd ˈɑn ˈbitʃ ˈkɔrts dɪˈvaɪdɪd ˈbaɪ ˈeɪ ˈnɛt ˈlaɪk ˈbitʃ ˈtɛnəs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805146/audio_file/level02/02_2e5ce775-6.mp3,medium
Metics shared the burdens of citizenship without any of its privileges .,/ˈmɛtɪks ˈʃɛrd ˈðə ˈbərdənz ˈəv ˈsɪtɪzənˌʃɪp wɪˈðaʊt ˈɛni ˈəv ˈɪts ˈprɪvɪlədʒəz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805148/audio_file/level02/02_fd16e752-5.mp3,medium
"It is common for modern CPUs to have multiple parallel execution units , which is referred to as superscalar design .",/ˈɪt ˈɪz ˈkɑmən ˈfɔr ˈmɑdərn cpus ˈtu ˈhæv ˈməltəpəl ˈpɛrəˌlɛl ˌɛksəkˈjuʃən ˈjunəts ˈhwɪtʃ ˈɪz rəˈfərd ˈtu ˈæz superscalar dɪˈzaɪn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805150/audio_file/level03/03_7b0d2e87-9.mp3,hard
"The earliest settlers to the district arrived in the 1840s , and farmed the area with wheat and sheep predominantly .",/ˈðə ˈərliəst ˈsɛtələrz ˈtu ˈðə ˈdɪstrɪkt ərˈaɪvd ˈɪn ˈðə 1840s ˈænd ˈfɑrmd ˈðə ˈɛriə ˈwɪð ˈhwit ˈænd ˈʃip ˌprɪˈdɑmənəntˌli/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805153/audio_file/level03/03_fda98fdd-b.mp3,hard
Perception is one of the oldest fields in psychology .,/pərˈsɛpʃən ˈɪz ˈwən ˈəv ˈðə ˈoʊldəst ˈfildz ˈɪn saɪˈkɑlədʒi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805155/audio_file/level02/02_0cbcaa9d-3.mp3,medium
"While most of the energy released during gravitational collapse is emitted very quickly , an outside observer does not actually see the end of this process .",/ˈhwaɪl ˈmoʊs ˈəv ˈðə ˈɛnərdʒi riˈlist ˈdərɪŋ ˌɡrævɪˈteɪʃənəl kəˈlæps ˈɪz ɪˈmɪtəd ˈvɛri ˈkwɪkli ˈæn ˈaʊtˈsaɪd əbˈzərvər ˈdəz ˈnɑt ˈækˌtʃuəli ˈsi ˈðə ˈɛnd ˈəv ˈðɪs ˈprɑˌsɛs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805157/audio_file/level03/03_dacda1dc-8.mp3,hard
"Today , however , price fixing by private entities is illegal under the antitrust laws of more than 140 countries .",/təˈdeɪ ˌhaʊˈɛvər ˈpraɪs ˈfɪksɪŋ ˈbaɪ ˈpraɪvət ˈɛntɪtiz ˈɪz ˌɪˈliɡəl ˈəndər ˈðə ˌæntaɪˈtrəst ˈlɔz ˈəv ˈmɔr ˈðæn 140 ˈkəntriz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805160/audio_file/level02/02_598fbdc9-5.mp3,medium
"In May 2015 , Brazil officially reported its first 16 cases of Zika fever .",/ˈɪn ˈmeɪ 2015 brəˈzɪl əˈfɪʃəli ˌriˈpɔrtɪd ˈɪts ˈfərst 16 ˈkeɪsəz ˈəv ˈzɪkə ˈfivər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805162/audio_file/level02/02_f9829e07-f.mp3,medium
The island has an area of about 174 km .,/ˈðə ˈaɪlənd ˈhæz ˈæn ˈɛriə ˈəv əˈbaʊt 174 km/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805164/audio_file/level02/02_dfe3d843-b.mp3,medium
It was the mathematical aspect of surveying that led him to exploring the geometrical significance of complex numbers .,/ˈɪt ˈwɑz ˈðə ˌmæθəˈmætɪkəl ˈæsˌpɛkt ˈəv ˈsərˌveɪɪŋ ˈðæt ˈlɛd ˈhɪm ˈtu ɪksˈplɔrɪŋ ˈðə ˌdʒiəˈmɛtrɪkəl səɡˈnɪfɪkəns ˈəv ˈkɑmplɛks ˈnəmbərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805166/audio_file/level03/03_2514a8ff-a.mp3,hard
Feature movies usually have insurance when principal photography starts .,/ˈfitʃər ˈmuviz ˈjuʒəli ˈhæv ˌɪnˈʃʊrəns ˈhwɛn ˈprɪnsəpəl fəˈtɑɡrəfi ˈstɑrts/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805168/audio_file/level02/02_fbaebddb-a.mp3,medium
"There are many different varieties of quartz , some of which are semi-precious gemstones .",/ˈðɛr ˈɑr ˈmɛni ˈdɪfərənt vərˈaɪətiz ˈəv ˈkwɔrts ˈsəm ˈəv ˈhwɪtʃ ˈɑr semi-precious ˈdʒɛmˌstoʊnz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805169/audio_file/level02/02_939561fa-2.mp3,medium
"A bird bath is an attraction for many different species of birds to visit gardens , especially during the summer and drought periods .",/ˈeɪ ˈbərd ˈbæθ ˈɪz ˈæn əˈtrækʃən ˈfɔr ˈmɛni ˈdɪfərənt ˈspiʃiz ˈəv ˈbərdz ˈtu ˈvɪzɪt ˈɡɑrdənz əˈspɛʃəli ˈdərɪŋ ˈðə ˈsəmər ˈænd ˈdraʊt ˈpɪriədz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805172/audio_file/level02/02_6e528add-2.mp3,medium
