sentence,phonetic,audio_url,difficulty
"I aim to change that.","/ˈaɪ ˈeɪm ˈtu ˈtʃeɪndʒ ˈðæt/","https://audio.tatoeba.org/sentences/eng/4667055.mp3","pending"
"I am afraid of dying.","/ˈaɪ ˈæm əˈfɹeɪd ˈəv ˈdaɪɪŋ/","https://audio.tatoeba.org/sentences/eng/246329.mp3","pending"
"I answered the phone.","/ˈaɪ ˈænsɝd ˈðə ˈfoʊn/","https://audio.tatoeba.org/sentences/eng/2291868.mp3","pending"
"I asked for a refund.","/ˈaɪ ˈæskt ˈfɔɹ ˈeɪ ˈɹiˌfənd/","https://audio.tatoeba.org/sentences/eng/3109106.mp3","pending"
"I blame Tom for that.","/ˈaɪ ˈbɫeɪm ˈtɑm ˈfɔɹ ˈðæt/","https://audio.tatoeba.org/sentences/eng/2057772.mp3","pending"
"I bought her a watch.","/ˈaɪ ˈbɑt ˈhɝ ˈeɪ ˈwɑtʃ/","https://audio.tatoeba.org/sentences/eng/394667.mp3","pending"
"I can give it a shot.","/ˈaɪ ˈkæn ˈɡɪv ˈɪt ˈeɪ ˈʃɑt/","https://audio.tatoeba.org/sentences/eng/2300729.mp3","pending"
"I can ride a bicycle.","/ˈaɪ ˈkæn ˈɹaɪd ˈeɪ ˈbaɪsɪkəɫ/","https://audio.tatoeba.org/sentences/eng/258206.mp3","pending"
"I can swim very fast.","/ˈaɪ ˈkæn ˈswɪm ˈvɛɹi ˈfæst/","https://audio.tatoeba.org/sentences/eng/254910.mp3","pending"
"I can't dance either.","/ˈaɪ ˈkænt ˈdæns ˈaɪðɝ/","https://audio.tatoeba.org/sentences/eng/1951448.mp3","pending"
"I can't help you now.","/ˈaɪ ˈkænt ˈhɛɫp ˈju ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/3259338.mp3","pending"
"I can't speak French.","/ˈaɪ ˈkænt ˈspik ˈfɹɛntʃ/","https://audio.tatoeba.org/sentences/eng/255532.mp3","pending"
"I can't wait all day.","/ˈaɪ ˈkænt ˈweɪt ˈɔɫ ˈdeɪ/","https://audio.tatoeba.org/sentences/eng/2143156.mp3","pending"
"I couldn't fight Tom.","/ˈaɪ ˈkʊdən ˈfaɪt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2308217.mp3","pending"
"I did what you asked.","/ˈaɪ ˈdɪd ˈhwət ˈju ˈæskt/","https://audio.tatoeba.org/sentences/eng/2314872.mp3","pending"
"I didn't ask you out.","/ˈaɪ ˈdɪdən ˈæsk ˈju ˈaʊt/","https://audio.tatoeba.org/sentences/eng/2275820.mp3","pending"
"I didn't want to pry.","/ˈaɪ ˈdɪdən ˈwɑnt ˈtu ˈpɹaɪ/","https://audio.tatoeba.org/sentences/eng/2011544.mp3","pending"
"I don't agree at all.","/ˈaɪ ˈdoʊn əˈɡɹi ˈæt ˈɔɫ/","https://audio.tatoeba.org/sentences/eng/3826816.mp3","pending"
"I don't feel so good.","/ˈaɪ ˈdoʊn ˈfiɫ ˈsoʊ ˈɡʊd/","https://audio.tatoeba.org/sentences/eng/750661.mp3","pending"
"I don't have a fever.","/ˈaɪ ˈdoʊn ˈhæv ˈeɪ ˈfivɝ/","https://audio.tatoeba.org/sentences/eng/1252922.mp3","pending"
"I don't like running.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈɹənɪŋ/","https://audio.tatoeba.org/sentences/eng/2271881.mp3","pending"
"I don't normally lie.","/ˈaɪ ˈdoʊn ˈnɔɹməɫi ˈɫaɪ/","https://audio.tatoeba.org/sentences/eng/2271899.mp3","pending"
"I don't want a drink.","/ˈaɪ ˈdoʊn ˈwɑnt ˈeɪ ˈdɹɪŋk/","https://audio.tatoeba.org/sentences/eng/2011547.mp3","pending"
"I don't want to play.","/ˈaɪ ˈdoʊn ˈwɑnt ˈtu ˈpɫeɪ/","https://audio.tatoeba.org/sentences/eng/2011553.mp3","pending"
"I enjoy working here.","/ˈaɪ ˌɛnˈdʒɔɪ ˈwɝkɪŋ ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/2325176.mp3","pending"
"I feel safe with you.","/ˈaɪ ˈfiɫ ˈseɪf ˈwɪð ˈju/","https://audio.tatoeba.org/sentences/eng/2326014.mp3","pending"
"I forgot his address.","/ˈaɪ fɝˈɡɑt ˈhɪz ˈæˌdɹɛs/","https://audio.tatoeba.org/sentences/eng/260664.mp3","pending"
"I go anywhere I want.","/ˈaɪ ˈɡoʊ ˈɛniˌwɛɹ ˈaɪ ˈwɑnt/","https://audio.tatoeba.org/sentences/eng/2329580.mp3","pending"
"I had fun last night.","/ˈaɪ ˈhæd ˈfən ˈɫæs ˈnaɪt/","https://audio.tatoeba.org/sentences/eng/2331654.mp3","pending"
"I had nothing to say.","/ˈaɪ ˈhæd ˈnəθɪŋ ˈtu ˈseɪ/","https://audio.tatoeba.org/sentences/eng/2331708.mp3","pending"
"I hate jealous women.","/ˈaɪ ˈheɪt ˈdʒɛɫəs ˈwɪmən/","https://audio.tatoeba.org/sentences/eng/953470.mp3","pending"
"I have a credit card.","/ˈaɪ ˈhæv ˈeɪ ˈkɹɛdət ˈkɑɹd/","https://audio.tatoeba.org/sentences/eng/2635769.mp3","pending"
"I have a slight cold.","/ˈaɪ ˈhæv ˈeɪ ˈsɫaɪt ˈkoʊɫd/","https://audio.tatoeba.org/sentences/eng/261594.mp3","pending"
"I have caught a cold.","/ˈaɪ ˈhæv ˈkɑt ˈeɪ ˈkoʊɫd/","https://audio.tatoeba.org/sentences/eng/257622.mp3","pending"
"I have got to go now.","/ˈaɪ ˈhæv ˈɡɑt ˈtu ˈɡoʊ ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/31381.mp3","pending"
"I have my hands full.","/ˈaɪ ˈhæv ˈmaɪ ˈhændz ˈfʊɫ/","https://audio.tatoeba.org/sentences/eng/3355238.mp3","pending"
"I have some bad news.","/ˈaɪ ˈhæv ˈsəm ˈbæd ˈnjuz/","https://audio.tatoeba.org/sentences/eng/2360317.mp3","pending"
"I have to go do this.","/ˈaɪ ˈhæv ˈtu ˈɡoʊ ˈdu ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2360508.mp3","pending"
"I heard an explosion.","/ˈaɪ ˈhɝd ˈæn ɪksˈpɫoʊʒən/","https://audio.tatoeba.org/sentences/eng/2360730.mp3","pending"
"I held the door open.","/ˈaɪ ˈhɛɫd ˈðə ˈdɔɹ ˈoʊpən/","https://audio.tatoeba.org/sentences/eng/255142.mp3","pending"
"I just cut my finger.","/ˈaɪ ˈdʒəst ˈkət ˈmaɪ ˈfɪŋɡɝ/","https://audio.tatoeba.org/sentences/eng/246249.mp3","pending"
"I killed a duck once.","/ˈaɪ ˈkɪɫd ˈeɪ ˈdək ˈwəns/","https://audio.tatoeba.org/sentences/eng/2374698.mp3","pending"
"I knew we'd find Tom.","/ˈaɪ ˈnju ˈwid ˈfaɪnd ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2374876.mp3","pending"
"I knew you'd make it.","/ˈaɪ ˈnju ˈjud ˈmeɪk ˈɪt/","https://audio.tatoeba.org/sentences/eng/2375808.mp3","pending"
"I know him very well.","/ˈaɪ ˈnoʊ ˈhɪm ˈvɛɹi ˈwɛɫ/","https://audio.tatoeba.org/sentences/eng/260890.mp3","pending"
"I know Tom was angry.","/ˈaɪ ˈnoʊ ˈtɑm ˈwɑz ˈæŋɡɹi/","https://audio.tatoeba.org/sentences/eng/2376229.mp3","pending"
"I know what you mean.","/ˈaɪ ˈnoʊ ˈhwət ˈju ˈmin/","https://audio.tatoeba.org/sentences/eng/17198.mp3","pending"
"I leave it up to you.","/ˈaɪ ˈɫiv ˈɪt ˈəp ˈtu ˈju/","https://audio.tatoeba.org/sentences/eng/2377282.mp3","pending"
"I left home at seven.","/ˈaɪ ˈɫɛft ˈhoʊm ˈæt ˈsɛvən/","https://audio.tatoeba.org/sentences/eng/258354.mp3","pending"
"I like honest people.","/ˈaɪ ˈɫaɪk ˈɑnəst ˈpipəɫ/","https://audio.tatoeba.org/sentences/eng/3821547.mp3","pending"
"I like to read books.","/ˈaɪ ˈɫaɪk ˈtu ˈɹɛd ˈbʊks/","https://audio.tatoeba.org/sentences/eng/2377504.mp3","pending"
"I live in this hotel.","/ˈaɪ ˈɫaɪv ˈɪn ˈðɪs hoʊˈtɛɫ/","https://audio.tatoeba.org/sentences/eng/488157.mp3","pending"
"I lost that argument.","/ˈaɪ ˈɫɔst ˈðæt ˈɑɹɡjəmənt/","https://audio.tatoeba.org/sentences/eng/2380196.mp3","pending"
"I love reading books.","/ˈaɪ ˈɫəv ˈɹɛdɪŋ ˈbʊks/","https://audio.tatoeba.org/sentences/eng/259747.mp3","pending"
"I made you breakfast.","/ˈaɪ ˈmeɪd ˈju ˈbɹɛkfəst/","https://audio.tatoeba.org/sentences/eng/3826031.mp3","pending"
"I met Tom after work.","/ˈaɪ ˈmɛt ˈtɑm ˈæftɝ ˈwɝk/","https://audio.tatoeba.org/sentences/eng/3329924.mp3","pending"
"I miss you very much.","/ˈaɪ ˈmɪs ˈju ˈvɛɹi ˈmətʃ/","https://audio.tatoeba.org/sentences/eng/18053.mp3","pending"
"I need a new bicycle.","/ˈaɪ ˈnid ˈeɪ ˈnju ˈbaɪsɪkəɫ/","https://audio.tatoeba.org/sentences/eng/269174.mp3","pending"
"I need more practice.","/ˈaɪ ˈnid ˈmɔɹ ˈpɹæktəs/","https://audio.tatoeba.org/sentences/eng/2387501.mp3","pending"
"I need you to listen.","/ˈaɪ ˈnid ˈju ˈtu ˈɫɪsən/","https://audio.tatoeba.org/sentences/eng/3830669.mp3","pending"
"I never even saw you.","/ˈaɪ ˈnɛvɝ ˈivɪn ˈsɔ ˈju/","https://audio.tatoeba.org/sentences/eng/2388088.mp3","pending"
"I only have a minute.","/ˈaɪ ˈoʊnɫi ˈhæv ˈeɪ ˈmɪnət/","https://audio.tatoeba.org/sentences/eng/1956040.mp3","pending"
"I paid $200 in taxes.","/ˈaɪ ˈpeɪd $200 ˈɪn ˈtæksəz/","https://audio.tatoeba.org/sentences/eng/259005.mp3","pending"
"I put on my trousers.","/ˈaɪ ˈpʊt ˈɑn ˈmaɪ ˈtɹaʊzɝz/","https://audio.tatoeba.org/sentences/eng/254041.mp3","pending"
"I rejected the offer.","/ˈaɪ ɹiˈdʒɛktɪd ˈðə ˈɔfɝ/","https://audio.tatoeba.org/sentences/eng/46062.mp3","pending"
"I see we're all here.","/ˈaɪ ˈsi ˈwɝ ˈɔɫ ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/2406253.mp3","pending"
"I should talk to Tom.","/ˈaɪ ˈʃʊd ˈtɔk ˈtu ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2406371.mp3","pending"
"I solved the problem.","/ˈaɪ ˈsɑɫvd ˈðə ˈpɹɑbɫəm/","https://audio.tatoeba.org/sentences/eng/2406532.mp3","pending"
"I swim in the summer.","/ˈaɪ ˈswɪm ˈɪn ˈðə ˈsəmɝ/","https://audio.tatoeba.org/sentences/eng/256458.mp3","pending"
"I think that's awful.","/ˈaɪ ˈθɪŋk ˈðæts ˈɑfəɫ/","https://audio.tatoeba.org/sentences/eng/2408156.mp3","pending"
"I think Tom has gone.","/ˈaɪ ˈθɪŋk ˈtɑm ˈhæz ˈɡɔn/","https://audio.tatoeba.org/sentences/eng/2408247.mp3","pending"
"I think Tom is bossy.","/ˈaɪ ˈθɪŋk ˈtɑm ˈɪz ˈbɔsi/","https://audio.tatoeba.org/sentences/eng/3171957.mp3","pending"
"I think Tom is naive.","/ˈaɪ ˈθɪŋk ˈtɑm ˈɪz ˌnaɪˈiv/","https://audio.tatoeba.org/sentences/eng/3183888.mp3","pending"
"I think we need help.","/ˈaɪ ˈθɪŋk ˈwi ˈnid ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/1016256.mp3","pending"
"I think you're ready.","/ˈaɪ ˈθɪŋk ˈjuɹ ˈɹɛdi/","https://audio.tatoeba.org/sentences/eng/1887796.mp3","pending"
"I thought you'd left.","/ˈaɪ ˈθɔt ˈjud ˈɫɛft/","https://audio.tatoeba.org/sentences/eng/1961829.mp3","pending"
"I traveled by myself.","/ˈaɪ ˈtɹævəɫd ˈbaɪ ˌmaɪˈsɛɫf/","https://audio.tatoeba.org/sentences/eng/255488.mp3","pending"
"I waited three hours.","/ˈaɪ ˈweɪtɪd ˈθɹi ˈaʊɝz/","https://audio.tatoeba.org/sentences/eng/2547930.mp3","pending"
"I wake up very early.","/ˈaɪ ˈweɪk ˈəp ˈvɛɹi ˈɝɫi/","https://audio.tatoeba.org/sentences/eng/1807309.mp3","pending"
"I want somebody else.","/ˈaɪ ˈwɑnt ˈsəmˌbɑdi ˈɛɫs/","https://audio.tatoeba.org/sentences/eng/276271.mp3","pending"
"I want to take a nap.","/ˈaɪ ˈwɑnt ˈtu ˈteɪk ˈeɪ ˈnæp/","https://audio.tatoeba.org/sentences/eng/3374722.mp3","pending"
"I wanted them to win.","/ˈaɪ ˈwɔntɪd ˈðɛm ˈtu ˈwɪn/","https://audio.tatoeba.org/sentences/eng/1700676.mp3","pending"
"I wanted to save Tom.","/ˈaɪ ˈwɔntɪd ˈtu ˈseɪv ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2011584.mp3","pending"
"I was at the library.","/ˈaɪ ˈwɑz ˈæt ˈðə ˈɫaɪbɹɛˌɹi/","https://audio.tatoeba.org/sentences/eng/2547925.mp3","pending"
"I was expecting this.","/ˈaɪ ˈwɑz ɪkˈspɛktɪŋ ˈðɪs/","https://audio.tatoeba.org/sentences/eng/1765274.mp3","pending"
"I was jealous of you.","/ˈaɪ ˈwɑz ˈdʒɛɫəs ˈəv ˈju/","https://audio.tatoeba.org/sentences/eng/2547916.mp3","pending"
"I was really curious.","/ˈaɪ ˈwɑz ˈɹiɫi ˈkjʊɹiəs/","https://audio.tatoeba.org/sentences/eng/4066630.mp3","pending"
"I was very concerned.","/ˈaɪ ˈwɑz ˈvɛɹi kənˈsɝnd/","https://audio.tatoeba.org/sentences/eng/2547903.mp3","pending"
"I will come with you.","/ˈaɪ ˈwɪɫ ˈkəm ˈwɪð ˈju/","https://audio.tatoeba.org/sentences/eng/71246.mp3","pending"
"I wish we could help.","/ˈaɪ ˈwɪʃ ˈwi ˈkʊd ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/2547892.mp3","pending"
"I won't be here long.","/ˈaɪ ˈwoʊnt ˈbi ˈhiɹ ˈɫɔŋ/","https://audio.tatoeba.org/sentences/eng/2547890.mp3","pending"
"I won't marry anyone.","/ˈaɪ ˈwoʊnt ˈmɛɹi ˈɛniˌwən/","https://audio.tatoeba.org/sentences/eng/2092540.mp3","pending"
"I wouldn't blame you.","/ˈaɪ ˈwʊdənt ˈbɫeɪm ˈju/","https://audio.tatoeba.org/sentences/eng/2547882.mp3","pending"
"I'd like to check in.","/ˈaɪd ˈɫaɪk ˈtu ˈtʃɛk ˈɪn/","https://audio.tatoeba.org/sentences/eng/266036.mp3","pending"
"I'd never betray Tom.","/ˈaɪd ˈnɛvɝ bɪˈtɹeɪ ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3330066.mp3","pending"
"I'd rather stay here.","/ˈaɪd ˈɹæðɝ ˈsteɪ ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/42018.mp3","pending"
"I'll be home by noon.","/ˈaɪɫ ˈbi ˈhoʊm ˈbaɪ ˈnun/","https://audio.tatoeba.org/sentences/eng/2547861.mp3","pending"
"I'll be watching you.","/ˈaɪɫ ˈbi ˈwɑtʃɪŋ ˈju/","https://audio.tatoeba.org/sentences/eng/321960.mp3","pending"
"I'll call Tom myself.","/ˈaɪɫ ˈkɔɫ ˈtɑm ˌmaɪˈsɛɫf/","https://audio.tatoeba.org/sentences/eng/2547857.mp3","pending"
"I'll find Tom myself.","/ˈaɪɫ ˈfaɪnd ˈtɑm ˌmaɪˈsɛɫf/","https://audio.tatoeba.org/sentences/eng/2547845.mp3","pending"
"I'll give you a book.","/ˈaɪɫ ˈɡɪv ˈju ˈeɪ ˈbʊk/","https://audio.tatoeba.org/sentences/eng/515540.mp3","pending"
"I'll keep you posted.","/ˈaɪɫ ˈkip ˈju ˈpoʊstɪd/","https://audio.tatoeba.org/sentences/eng/1890915.mp3","pending"
"I'll phone you later.","/ˈaɪɫ ˈfoʊn ˈju ˈɫeɪtɝ/","https://audio.tatoeba.org/sentences/eng/443658.mp3","pending"
"I'll see Tom tonight.","/ˈaɪɫ ˈsi ˈtɑm təˈnaɪt/","https://audio.tatoeba.org/sentences/eng/2547817.mp3","pending"
"I'll try to find Tom.","/ˈaɪɫ ˈtɹaɪ ˈtu ˈfaɪnd ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2547803.mp3","pending"
"I'm a little nervous.","/ˈaɪm ˈeɪ ˈɫɪtəɫ ˈnɝvəs/","https://audio.tatoeba.org/sentences/eng/1323948.mp3","pending"
"I'm as strong as you.","/ˈaɪm ˈæz ˈstɹɔŋ ˈæz ˈju/","https://audio.tatoeba.org/sentences/eng/2713647.mp3","pending"
"I'm busy on Saturday.","/ˈaɪm ˈbɪzi ˈɑn ˈsæˌtɪˌdeɪ/","https://audio.tatoeba.org/sentences/eng/2046702.mp3","pending"
"I'm doing the dishes.","/ˈaɪm ˈduɪŋ ˈðə ˈdɪʃəz/","https://audio.tatoeba.org/sentences/eng/759955.mp3","pending"
"I'm feeling fine now.","/ˈaɪm ˈfiɫɪŋ ˈfaɪn ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/20301.mp3","pending"
"I'm glad to meet you.","/ˈaɪm ˈɡɫæd ˈtu ˈmit ˈju/","https://audio.tatoeba.org/sentences/eng/64228.mp3","pending"
"I'm glad you're safe.","/ˈaɪm ˈɡɫæd ˈjuɹ ˈseɪf/","https://audio.tatoeba.org/sentences/eng/2547760.mp3","pending"
"I'm happy to see you.","/ˈaɪm ˈhæpi ˈtu ˈsi ˈju/","https://audio.tatoeba.org/sentences/eng/71168.mp3","pending"
"I'm hitting the road.","/ˈaɪm ˈhɪtɪŋ ˈðə ˈɹoʊd/","https://audio.tatoeba.org/sentences/eng/1841631.mp3","pending"
"I'm just cleaning up.","/ˈaɪm ˈdʒəst ˈkɫinɪŋ ˈəp/","https://audio.tatoeba.org/sentences/eng/2547733.mp3","pending"
"I'm living in Boston.","/ˈaɪm ˈɫɪvɪŋ ˈɪn ˈbɑstən/","https://audio.tatoeba.org/sentences/eng/2547729.mp3","pending"
"I'm not a vegetarian.","/ˈaɪm ˈnɑt ˈeɪ ˌvɛdʒəˈtɛˌɹiən/","https://audio.tatoeba.org/sentences/eng/3374664.mp3","pending"
"I'm not feeling well.","/ˈaɪm ˈnɑt ˈfiɫɪŋ ˈwɛɫ/","https://audio.tatoeba.org/sentences/eng/20288.mp3","pending"
"I'm not ready to die.","/ˈaɪm ˈnɑt ˈɹɛdi ˈtu ˈdaɪ/","https://audio.tatoeba.org/sentences/eng/2547710.mp3","pending"
"I'm not wearing this.","/ˈaɪm ˈnɑt ˈwɛɹɪŋ ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2547696.mp3","pending"
"I'm ready to proceed.","/ˈaɪm ˈɹɛdi ˈtu pɝˈsid/","https://audio.tatoeba.org/sentences/eng/2547686.mp3","pending"
"I'm sick of fighting.","/ˈaɪm ˈsɪk ˈəv ˈfaɪtɪŋ/","https://audio.tatoeba.org/sentences/eng/1891117.mp3","pending"
"I'm sure I'll manage.","/ˈaɪm ˈʃʊɹ ˈaɪɫ ˈmænədʒ/","https://audio.tatoeba.org/sentences/eng/2547674.mp3","pending"
"I'm the one to blame.","/ˈaɪm ˈðə ˈwən ˈtu ˈbɫeɪm/","https://audio.tatoeba.org/sentences/eng/2057774.mp3","pending"
"I'm walking with her.","/ˈaɪm ˈwɔkɪŋ ˈwɪð ˈhɝ/","https://audio.tatoeba.org/sentences/eng/410763.mp3","pending"
"I've already met Tom.","/ˈaɪv ɔˈɹɛdi ˈmɛt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3734670.mp3","pending"
"I've been there once.","/ˈaɪv ˈbɪn ˈðɛɹ ˈwəns/","https://audio.tatoeba.org/sentences/eng/254086.mp3","pending"
"I've done what I can.","/ˈaɪv ˈdən ˈhwət ˈaɪ ˈkæn/","https://audio.tatoeba.org/sentences/eng/2359476.mp3","pending"
"I've got a pacemaker.","/ˈaɪv ˈɡɑt ˈeɪ ˈpeɪsˌmeɪkɝ/","https://audio.tatoeba.org/sentences/eng/2236.mp3","pending"
"I've heard the rumor.","/ˈaɪv ˈhɝd ˈðə ˈɹumɝ/","https://audio.tatoeba.org/sentences/eng/3374706.mp3","pending"
"I've never needed it.","/ˈaɪv ˈnɛvɝ ˈnidəd ˈɪt/","https://audio.tatoeba.org/sentences/eng/2647148.mp3","pending"
"I've read the report.","/ˈaɪv ˈɹɛd ˈðə ɹiˈpɔɹt/","https://audio.tatoeba.org/sentences/eng/2360221.mp3","pending"
"Is it open on Sunday?","/ˈɪz ˈɪt ˈoʊpən ˈɑn ˈsənˌdeɪ/","https://audio.tatoeba.org/sentences/eng/281834.mp3","pending"
"Is she a taxi driver?","/ˈɪz ˈʃi ˈeɪ ˈtæksi ˈdɹaɪvɝ/","https://audio.tatoeba.org/sentences/eng/311544.mp3","pending"
"Is that pencil yours?","/ˈɪz ˈðæt ˈpɛnsəɫ ˈjɔɹz/","https://audio.tatoeba.org/sentences/eng/2821649.mp3","pending"
"Is this your bicycle?","/ˈɪz ˈðɪs ˈjɔɹ ˈbaɪsɪkəɫ/","https://audio.tatoeba.org/sentences/eng/55749.mp3","pending"
"Is Tom about to sing?","/ˈɪz ˈtɑm əˈbaʊt ˈtu ˈsɪŋ/","https://audio.tatoeba.org/sentences/eng/2891473.mp3","pending"
"Isn't that good news?","/ˈɪzən ˈðæt ˈɡʊd ˈnjuz/","https://audio.tatoeba.org/sentences/eng/3413286.mp3","pending"
"It doesn't look good.","/ˈɪt ˈdəzən ˈɫʊk ˈɡʊd/","https://audio.tatoeba.org/sentences/eng/2272034.mp3","pending"
"It is of great value.","/ˈɪt ˈɪz ˈəv ˈɡɹeɪt ˈvæɫju/","https://audio.tatoeba.org/sentences/eng/42241.mp3","pending"
"It looks really good.","/ˈɪt ˈɫʊks ˈɹiɫi ˈɡʊd/","https://audio.tatoeba.org/sentences/eng/2396244.mp3","pending"
"It rained for a week.","/ˈɪt ˈɹeɪnd ˈfɔɹ ˈeɪ ˈwik/","https://audio.tatoeba.org/sentences/eng/1211536.mp3","pending"
"It was a long letter.","/ˈɪt ˈwɑz ˈeɪ ˈɫɔŋ ˈɫɛtɝ/","https://audio.tatoeba.org/sentences/eng/42224.mp3","pending"
"It was very exciting.","/ˈɪt ˈwɑz ˈvɛɹi ɪkˈsaɪtɪŋ/","https://audio.tatoeba.org/sentences/eng/3426395.mp3","pending"
"It won't be pleasant.","/ˈɪt ˈwoʊnt ˈbi ˈpɫɛzənt/","https://audio.tatoeba.org/sentences/eng/2272055.mp3","pending"
"It's a beautiful day.","/ˈɪts ˈeɪ ˈbjutəfəɫ ˈdeɪ/","https://audio.tatoeba.org/sentences/eng/318150.mp3","pending"
"It's a piece of cake.","/ˈɪts ˈeɪ ˈpis ˈəv ˈkeɪk/","https://audio.tatoeba.org/sentences/eng/21259.mp3","pending"
"It's all over for us.","/ˈɪts ˈɔɫ ˈoʊvɝ ˈfɔɹ ˈəs/","https://audio.tatoeba.org/sentences/eng/1286499.mp3","pending"
"It's bigger than Tom.","/ˈɪts ˈbɪɡɝ ˈðæn ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2262213.mp3","pending"
"It's good to see you.","/ˈɪts ˈɡʊd ˈtu ˈsi ˈju/","https://audio.tatoeba.org/sentences/eng/954081.mp3","pending"
"It's nice to be back.","/ˈɪts ˈnaɪs ˈtu ˈbi ˈbæk/","https://audio.tatoeba.org/sentences/eng/3635991.mp3","pending"
"It's probably a sign.","/ˈɪts ˈpɹɑbəˌbɫi ˈeɪ ˈsaɪn/","https://audio.tatoeba.org/sentences/eng/3178628.mp3","pending"
"It's solid as a rock.","/ˈɪts ˈsɑɫəd ˈæz ˈeɪ ˈɹɑk/","https://audio.tatoeba.org/sentences/eng/3635997.mp3","pending"
"It's still not ready.","/ˈɪts ˈstɪɫ ˈnɑt ˈɹɛdi/","https://audio.tatoeba.org/sentences/eng/3636264.mp3","pending"
"It's very warm today.","/ˈɪts ˈvɛɹi ˈwɔɹm təˈdeɪ/","https://audio.tatoeba.org/sentences/eng/2826350.mp3","pending"
"Just close your eyes.","/ˈdʒəst ˈkɫoʊs ˈjɔɹ ˈaɪz/","https://audio.tatoeba.org/sentences/eng/1860701.mp3","pending"
"Keep up your courage.","/ˈkip ˈəp ˈjɔɹ ˈkɝədʒ/","https://audio.tatoeba.org/sentences/eng/264974.mp3","pending"
"Let go of the handle.","/ˈɫɛt ˈɡoʊ ˈəv ˈðə ˈhændəɫ/","https://audio.tatoeba.org/sentences/eng/2877228.mp3","pending"
"Let's check it later.","/ˈɫɛts ˈtʃɛk ˈɪt ˈɫeɪtɝ/","https://audio.tatoeba.org/sentences/eng/71687.mp3","pending"
"Let's get some sleep.","/ˈɫɛts ˈɡɛt ˈsəm ˈsɫip/","https://audio.tatoeba.org/sentences/eng/1839553.mp3","pending"
