transcript,audio_url,difficulty
"So, why are you here?","https://audio.tatoeba.org/sentences/eng/3595273.mp3","pending"
"Stay out of the rain.","https://audio.tatoeba.org/sentences/eng/26765.mp3","pending"
"Take off your jacket.","https://audio.tatoeba.org/sentences/eng/3439612.mp3","pending"
"Talk to your friends.","https://audio.tatoeba.org/sentences/eng/4502537.mp3","pending"
"Thank you for coming.","https://audio.tatoeba.org/sentences/eng/64536.mp3","pending"
"Thanks for coming by.","https://audio.tatoeba.org/sentences/eng/3130446.mp3","pending"
"That belonged to Tom.","https://audio.tatoeba.org/sentences/eng/3734616.mp3","pending"
"That is the bus stop.","https://audio.tatoeba.org/sentences/eng/67106.mp3","pending"
"That meat is chicken.","https://audio.tatoeba.org/sentences/eng/418859.mp3","pending"
"That was pretty good.","https://audio.tatoeba.org/sentences/eng/3428637.mp3","pending"
"That wasn't my fault.","https://audio.tatoeba.org/sentences/eng/3736637.mp3","pending"
"That's a big fat lie.","https://audio.tatoeba.org/sentences/eng/3309015.mp3","pending"
"That's a wise choice.","https://audio.tatoeba.org/sentences/eng/2992317.mp3","pending"
"That's all we can do.","https://audio.tatoeba.org/sentences/eng/2870191.mp3","pending"
"That's kind of vague.","https://audio.tatoeba.org/sentences/eng/3593987.mp3","pending"
"That's our best hope.","https://audio.tatoeba.org/sentences/eng/3594072.mp3","pending"
"That's the way it is.","https://audio.tatoeba.org/sentences/eng/43129.mp3","pending"
"That's what Tom said.","https://audio.tatoeba.org/sentences/eng/1897829.mp3","pending"
"The bed was too hard.","https://audio.tatoeba.org/sentences/eng/4494725.mp3","pending"
"The car turned right.","https://audio.tatoeba.org/sentences/eng/4506293.mp3","pending"
"The heater is broken.","https://audio.tatoeba.org/sentences/eng/276797.mp3","pending"
"The ink is still wet.","https://audio.tatoeba.org/sentences/eng/3370325.mp3","pending"
"The light turned red.","https://audio.tatoeba.org/sentences/eng/268856.mp3","pending"
"The place was packed.","https://audio.tatoeba.org/sentences/eng/2213938.mp3","pending"
"The rumors were true.","https://audio.tatoeba.org/sentences/eng/3408264.mp3","pending"
"The sky is the limit.","https://audio.tatoeba.org/sentences/eng/3455721.mp3","pending"
"The tiger was killed.","https://audio.tatoeba.org/sentences/eng/777592.mp3","pending"
"Then what did you do?","https://audio.tatoeba.org/sentences/eng/3374778.mp3","pending"
"There was no warning.","https://audio.tatoeba.org/sentences/eng/3403315.mp3","pending"
"There's no milk left.","https://audio.tatoeba.org/sentences/eng/2713634.mp3","pending"
"These books are mine.","https://audio.tatoeba.org/sentences/eng/55084.mp3","pending"
"They broke the rules.","https://audio.tatoeba.org/sentences/eng/2210280.mp3","pending"
"They got off the bus.","https://audio.tatoeba.org/sentences/eng/305981.mp3","pending"
"They left Tom behind.","https://audio.tatoeba.org/sentences/eng/1532857.mp3","pending"
"They love each other.","https://audio.tatoeba.org/sentences/eng/307721.mp3","pending"
"They never came back.","https://audio.tatoeba.org/sentences/eng/4495903.mp3","pending"
"They told us to wait.","https://audio.tatoeba.org/sentences/eng/3199876.mp3","pending"
"They were all guilty.","https://audio.tatoeba.org/sentences/eng/2647064.mp3","pending"
"They were both drunk.","https://audio.tatoeba.org/sentences/eng/2186507.mp3","pending"
"They'll be safe here.","https://audio.tatoeba.org/sentences/eng/3238918.mp3","pending"
"They're afraid of us.","https://audio.tatoeba.org/sentences/eng/3449093.mp3","pending"
"They're firing at us.","https://audio.tatoeba.org/sentences/eng/3449103.mp3","pending"
"They're on their own.","https://audio.tatoeba.org/sentences/eng/2647059.mp3","pending"
"This bicycle is mine.","https://audio.tatoeba.org/sentences/eng/496111.mp3","pending"
"This camera is cheap.","https://audio.tatoeba.org/sentences/eng/463260.mp3","pending"
"This car is like new.","https://audio.tatoeba.org/sentences/eng/58711.mp3","pending"
"This is a lemon tree.","https://audio.tatoeba.org/sentences/eng/1419976.mp3","pending"
"This is all I can do.","https://audio.tatoeba.org/sentences/eng/250359.mp3","pending"
"This is my brother's.","https://audio.tatoeba.org/sentences/eng/2094583.mp3","pending"
"This is the free one.","https://audio.tatoeba.org/sentences/eng/2892257.mp3","pending"
"This is the last one.","https://audio.tatoeba.org/sentences/eng/2892258.mp3","pending"
"This is your country.","https://audio.tatoeba.org/sentences/eng/4494701.mp3","pending"
"This one is prettier.","https://audio.tatoeba.org/sentences/eng/61498.mp3","pending"
"This sweater is warm.","https://audio.tatoeba.org/sentences/eng/60940.mp3","pending"
"This was Tom's chair.","https://audio.tatoeba.org/sentences/eng/2647044.mp3","pending"
"Those are Tom's dogs.","https://audio.tatoeba.org/sentences/eng/1027258.mp3","pending"
"Tom adjusted his tie.","https://audio.tatoeba.org/sentences/eng/2262430.mp3","pending"
"Tom always says that.","https://audio.tatoeba.org/sentences/eng/2262439.mp3","pending"
"Tom begged for mercy.","https://audio.tatoeba.org/sentences/eng/3922274.mp3","pending"
"Tom burst into tears.","https://audio.tatoeba.org/sentences/eng/1026938.mp3","pending"
"Tom can take a break.","https://audio.tatoeba.org/sentences/eng/4667025.mp3","pending"
"Tom changed his mind.","https://audio.tatoeba.org/sentences/eng/1026706.mp3","pending"
"Tom cleaned the room.","https://audio.tatoeba.org/sentences/eng/3410721.mp3","pending"
"Tom couldn't help us.","https://audio.tatoeba.org/sentences/eng/2647019.mp3","pending"
"Tom did have reasons.","https://audio.tatoeba.org/sentences/eng/2647006.mp3","pending"
"Tom didn't kiss Mary.","https://audio.tatoeba.org/sentences/eng/2250254.mp3","pending"
"Tom didn't seem busy.","https://audio.tatoeba.org/sentences/eng/3825978.mp3","pending"
"Tom doesn't blame us.","https://audio.tatoeba.org/sentences/eng/3736049.mp3","pending"
"Tom doesn't look old.","https://audio.tatoeba.org/sentences/eng/2272459.mp3","pending"
"Tom ended up winning.","https://audio.tatoeba.org/sentences/eng/3403142.mp3","pending"
"Tom folded the paper.","https://audio.tatoeba.org/sentences/eng/2646987.mp3","pending"
"Tom got a little pie.","https://audio.tatoeba.org/sentences/eng/1046549.mp3","pending"
"Tom got home at 6:30.","https://audio.tatoeba.org/sentences/eng/1025655.mp3","pending"
"Tom had many friends.","https://audio.tatoeba.org/sentences/eng/3735754.mp3","pending"
"Tom has a kind heart.","https://audio.tatoeba.org/sentences/eng/3434277.mp3","pending"
"Tom has an ugly face.","https://audio.tatoeba.org/sentences/eng/1841470.mp3","pending"
"Tom has his own room.","https://audio.tatoeba.org/sentences/eng/4743971.mp3","pending"
"Tom has no authority.","https://audio.tatoeba.org/sentences/eng/1488693.mp3","pending"
"Tom helped us escape.","https://audio.tatoeba.org/sentences/eng/2547593.mp3","pending"
"Tom is a common name.","https://audio.tatoeba.org/sentences/eng/3413332.mp3","pending"
"Tom is a firefighter.","https://audio.tatoeba.org/sentences/eng/1604620.mp3","pending"
"Tom is a hard worker.","https://audio.tatoeba.org/sentences/eng/2547589.mp3","pending"
"Tom is a scrawny kid.","https://audio.tatoeba.org/sentences/eng/1537776.mp3","pending"
"Tom is an accountant.","https://audio.tatoeba.org/sentences/eng/1025092.mp3","pending"
"Tom is at the office.","https://audio.tatoeba.org/sentences/eng/3413103.mp3","pending"
"Tom is dealing drugs.","https://audio.tatoeba.org/sentences/eng/2273098.mp3","pending"
"Tom is going to lose.","https://audio.tatoeba.org/sentences/eng/3023651.mp3","pending"
"Tom is in a bad mood.","https://audio.tatoeba.org/sentences/eng/2547580.mp3","pending"
"Tom is looking at me.","https://audio.tatoeba.org/sentences/eng/1868192.mp3","pending"
"Tom is Mary's father.","https://audio.tatoeba.org/sentences/eng/2273283.mp3","pending"
"Tom is on sick leave.","https://audio.tatoeba.org/sentences/eng/2713626.mp3","pending"
"Tom is right outside.","https://audio.tatoeba.org/sentences/eng/2273407.mp3","pending"
"Tom is still talking.","https://audio.tatoeba.org/sentences/eng/2646952.mp3","pending"
"Tom is the defendant.","https://audio.tatoeba.org/sentences/eng/2273544.mp3","pending"
"Tom is very careless.","https://audio.tatoeba.org/sentences/eng/3422190.mp3","pending"
"Tom is very talented.","https://audio.tatoeba.org/sentences/eng/1663305.mp3","pending"
"Tom isn't lonely now.","https://audio.tatoeba.org/sentences/eng/1024690.mp3","pending"
"Tom isn't my patient.","https://audio.tatoeba.org/sentences/eng/2646941.mp3","pending"
"Tom just wants a job.","https://audio.tatoeba.org/sentences/eng/2986590.mp3","pending"
"Tom knows he's right.","https://audio.tatoeba.org/sentences/eng/1868094.mp3","pending"
"Tom left after lunch.","https://audio.tatoeba.org/sentences/eng/2547567.mp3","pending"
"Tom lives here alone.","https://audio.tatoeba.org/sentences/eng/2208398.mp3","pending"
"Tom looks pretty bad.","https://audio.tatoeba.org/sentences/eng/2646914.mp3","pending"
"Tom looks very young.","https://audio.tatoeba.org/sentences/eng/3402268.mp3","pending"
"Tom must be Canadian.","https://audio.tatoeba.org/sentences/eng/3422125.mp3","pending"
"Tom must be homesick.","https://audio.tatoeba.org/sentences/eng/3436583.mp3","pending"
"Tom never hurt a fly.","https://audio.tatoeba.org/sentences/eng/3737331.mp3","pending"
"Tom often comes late.","https://audio.tatoeba.org/sentences/eng/3442156.mp3","pending"
"Tom proposed to Mary.","https://audio.tatoeba.org/sentences/eng/1028169.mp3","pending"
"Tom relaxed his grip.","https://audio.tatoeba.org/sentences/eng/2646891.mp3","pending"
"Tom said he was poor.","https://audio.tatoeba.org/sentences/eng/3410921.mp3","pending"
"Tom says he's hungry.","https://audio.tatoeba.org/sentences/eng/2646875.mp3","pending"
"Tom seems very happy.","https://audio.tatoeba.org/sentences/eng/1056822.mp3","pending"
"Tom served us coffee.","https://audio.tatoeba.org/sentences/eng/3923027.mp3","pending"
"Tom sliced the onion.","https://audio.tatoeba.org/sentences/eng/2547548.mp3","pending"
"Tom started to choke.","https://audio.tatoeba.org/sentences/eng/3023356.mp3","pending"
"Tom still can't read.","https://audio.tatoeba.org/sentences/eng/3257583.mp3","pending"
"Tom thinks I'm crazy.","https://audio.tatoeba.org/sentences/eng/3374782.mp3","pending"
"Tom told me to do it.","https://audio.tatoeba.org/sentences/eng/3199872.mp3","pending"
"Tom turned on the TV.","https://audio.tatoeba.org/sentences/eng/1141074.mp3","pending"
