transcript,audio_url,difficulty
"Where's the ticket counter?","https://audio.tatoeba.org/sentences/eng/1495799.mp3","pending"
"Which floor do you live on?","https://audio.tatoeba.org/sentences/eng/2079351.mp3","pending"
"Who do you want to talk to?","https://audio.tatoeba.org/sentences/eng/69107.mp3","pending"
"Who invented the clipboard?","https://audio.tatoeba.org/sentences/eng/3832003.mp3","pending"
"Whose umbrella did you use?","https://audio.tatoeba.org/sentences/eng/2643815.mp3","pending"
"Why are you angry with Tom?","https://audio.tatoeba.org/sentences/eng/2543899.mp3","pending"
"Why are you telling us now?","https://audio.tatoeba.org/sentences/eng/3200385.mp3","pending"
"Why did you tell Tom first?","https://audio.tatoeba.org/sentences/eng/3200384.mp3","pending"
"Why do we need to find Tom?","https://audio.tatoeba.org/sentences/eng/3394429.mp3","pending"
"Why do you want to do this?","https://audio.tatoeba.org/sentences/eng/1773656.mp3","pending"
"Why don't you enlighten us?","https://audio.tatoeba.org/sentences/eng/2210615.mp3","pending"
"Why don't you study French?","https://audio.tatoeba.org/sentences/eng/34146.mp3","pending"
"Why don't you wait outside?","https://audio.tatoeba.org/sentences/eng/2212252.mp3","pending"
"Why not take your coat off?","https://audio.tatoeba.org/sentences/eng/62292.mp3","pending"
"Will you give me some time?","https://audio.tatoeba.org/sentences/eng/4211820.mp3","pending"
"Would you like some coffee?","https://audio.tatoeba.org/sentences/eng/62220.mp3","pending"
"Would you like to sit down?","https://audio.tatoeba.org/sentences/eng/3223013.mp3","pending"
"You are always complaining.","https://audio.tatoeba.org/sentences/eng/16765.mp3","pending"
"You can always count on us.","https://audio.tatoeba.org/sentences/eng/3519548.mp3","pending"
"You can take that with you.","https://audio.tatoeba.org/sentences/eng/3358884.mp3","pending"
"You can't tell me anything.","https://audio.tatoeba.org/sentences/eng/3200381.mp3","pending"
"You do trust me, don't you?","https://audio.tatoeba.org/sentences/eng/3620470.mp3","pending"
"You don't seem too worried.","https://audio.tatoeba.org/sentences/eng/2283677.mp3","pending"
"You have a very good voice.","https://audio.tatoeba.org/sentences/eng/1523715.mp3","pending"
"You haven't changed at all.","https://audio.tatoeba.org/sentences/eng/16420.mp3","pending"
"You like French, don't you?","https://audio.tatoeba.org/sentences/eng/2451564.mp3","pending"
"You may be late for school.","https://audio.tatoeba.org/sentences/eng/16233.mp3","pending"
"You might want to sit down.","https://audio.tatoeba.org/sentences/eng/2012768.mp3","pending"
"You must've had a nice day.","https://audio.tatoeba.org/sentences/eng/2643796.mp3","pending"
"You obviously want to help.","https://audio.tatoeba.org/sentences/eng/2033298.mp3","pending"
"You should be more patient.","https://audio.tatoeba.org/sentences/eng/2954731.mp3","pending"
"You should use a deodorant.","https://audio.tatoeba.org/sentences/eng/3893971.mp3","pending"
"You speak like your mother.","https://audio.tatoeba.org/sentences/eng/70145.mp3","pending"
"You were a kid once, right?","https://audio.tatoeba.org/sentences/eng/3731795.mp3","pending"
"You'd better not wait here.","https://audio.tatoeba.org/sentences/eng/16717.mp3","pending"
"You're an attractive woman.","https://audio.tatoeba.org/sentences/eng/2954919.mp3","pending"
"You're curious, aren't you?","https://audio.tatoeba.org/sentences/eng/3818023.mp3","pending"
"You're not listening to me.","https://audio.tatoeba.org/sentences/eng/1841499.mp3","pending"
"You're not sleepy, are you?","https://audio.tatoeba.org/sentences/eng/4054953.mp3","pending"
"You're wanted on the phone.","https://audio.tatoeba.org/sentences/eng/2713246.mp3","pending"
"You've told me that before.","https://audio.tatoeba.org/sentences/eng/2543859.mp3","pending"
"Your sweater is inside out.","https://audio.tatoeba.org/sentences/eng/2719618.mp3","pending"
"Actually, I'm not buying it.","https://audio.tatoeba.org/sentences/eng/3150411.mp3","pending"
"Are all passengers on board?","https://audio.tatoeba.org/sentences/eng/268412.mp3","pending"
"Are you going by bus or car?","https://audio.tatoeba.org/sentences/eng/35390.mp3","pending"
"Are you going to talk to me?","https://audio.tatoeba.org/sentences/eng/3181568.mp3","pending"
"Are you sure of your answer?","https://audio.tatoeba.org/sentences/eng/63251.mp3","pending"
"Be more careful from now on.","https://audio.tatoeba.org/sentences/eng/1556843.mp3","pending"
"Bring your brother with you.","https://audio.tatoeba.org/sentences/eng/16981.mp3","pending"
"Can we have a word with you?","https://audio.tatoeba.org/sentences/eng/3328446.mp3","pending"
"Can you give me any details?","https://audio.tatoeba.org/sentences/eng/3152315.mp3","pending"
"Can you repeat that, please?","https://audio.tatoeba.org/sentences/eng/3329632.mp3","pending"
"Children are not allowed in.","https://audio.tatoeba.org/sentences/eng/245633.mp3","pending"
"Come out with your hands up.","https://audio.tatoeba.org/sentences/eng/2995531.mp3","pending"
"Crashes happen all the time.","https://audio.tatoeba.org/sentences/eng/3129734.mp3","pending"
"Did you ever see that movie?","https://audio.tatoeba.org/sentences/eng/49515.mp3","pending"
"Did you lie to your parents?","https://audio.tatoeba.org/sentences/eng/1773419.mp3","pending"
"Did you stay here all night?","https://audio.tatoeba.org/sentences/eng/3185176.mp3","pending"
"Do I have to tell you again?","https://audio.tatoeba.org/sentences/eng/3200671.mp3","pending"
"Do you feel all right today?","https://audio.tatoeba.org/sentences/eng/4758314.mp3","pending"
"Do you have anything to eat?","https://audio.tatoeba.org/sentences/eng/25073.mp3","pending"
"Do you know Tom's real name?","https://audio.tatoeba.org/sentences/eng/2721473.mp3","pending"
"Do you know why you're here?","https://audio.tatoeba.org/sentences/eng/3168512.mp3","pending"
"Do you still love your wife?","https://audio.tatoeba.org/sentences/eng/2144674.mp3","pending"
"Do you think Tom wrote this?","https://audio.tatoeba.org/sentences/eng/3184011.mp3","pending"
"Do you want to keep playing?","https://audio.tatoeba.org/sentences/eng/2012910.mp3","pending"
"Does this cap belong to you?","https://audio.tatoeba.org/sentences/eng/57131.mp3","pending"
"Does Tom want to go with us?","https://audio.tatoeba.org/sentences/eng/3738559.mp3","pending"
"Does Tom want to see me now?","https://audio.tatoeba.org/sentences/eng/2012916.mp3","pending"
"Don't forget to bring a pen.","https://audio.tatoeba.org/sentences/eng/3821557.mp3","pending"
"Don't let the fire die down.","https://audio.tatoeba.org/sentences/eng/2512820.mp3","pending"
"Don't settle for imitations.","https://audio.tatoeba.org/sentences/eng/2270538.mp3","pending"
"Don't walk alone after dark.","https://audio.tatoeba.org/sentences/eng/28457.mp3","pending"
"Don't you have school today?","https://audio.tatoeba.org/sentences/eng/1495795.mp3","pending"
"Everybody's waiting for you.","https://audio.tatoeba.org/sentences/eng/3736950.mp3","pending"
"Excuse me, could I get past?","https://audio.tatoeba.org/sentences/eng/39997.mp3","pending"
"Excuse me, I have a request.","https://audio.tatoeba.org/sentences/eng/2463300.mp3","pending"
"Guess what I want to do now.","https://audio.tatoeba.org/sentences/eng/2033375.mp3","pending"
"Have you counted the towels?","https://audio.tatoeba.org/sentences/eng/2492864.mp3","pending"
"Have you had dinner already?","https://audio.tatoeba.org/sentences/eng/457544.mp3","pending"
"He did not know what to say.","https://audio.tatoeba.org/sentences/eng/292310.mp3","pending"
"He finished school in March.","https://audio.tatoeba.org/sentences/eng/288533.mp3","pending"
"He has more books than I do.","https://audio.tatoeba.org/sentences/eng/298042.mp3","pending"
"He is swimming in the river.","https://audio.tatoeba.org/sentences/eng/300671.mp3","pending"
"He lost everything he owned.","https://audio.tatoeba.org/sentences/eng/513522.mp3","pending"
"He seems like a good person.","https://audio.tatoeba.org/sentences/eng/288947.mp3","pending"
"He walked across the street.","https://audio.tatoeba.org/sentences/eng/301686.mp3","pending"
"He's always been kind to me.","https://audio.tatoeba.org/sentences/eng/300552.mp3","pending"
"How about going for a drive?","https://audio.tatoeba.org/sentences/eng/36959.mp3","pending"
"How do you account for that?","https://audio.tatoeba.org/sentences/eng/69928.mp3","pending"
"How long have you known Tom?","https://audio.tatoeba.org/sentences/eng/1096236.mp3","pending"
"How long will you stay here?","https://audio.tatoeba.org/sentences/eng/16466.mp3","pending"
"How much money did you lose?","https://audio.tatoeba.org/sentences/eng/2912032.mp3","pending"
"Hurry up, or you'll be late.","https://audio.tatoeba.org/sentences/eng/19687.mp3","pending"
"I admit that I was careless.","https://audio.tatoeba.org/sentences/eng/1287050.mp3","pending"
"I am blind in the right eye.","https://audio.tatoeba.org/sentences/eng/256128.mp3","pending"
"I am dying for a cold drink.","https://audio.tatoeba.org/sentences/eng/326048.mp3","pending"
"I asked Tom to come with me.","https://audio.tatoeba.org/sentences/eng/2291911.mp3","pending"
"I blame Tom for all of this.","https://audio.tatoeba.org/sentences/eng/2057793.mp3","pending"
"I came here for that reason.","https://audio.tatoeba.org/sentences/eng/2835783.mp3","pending"
"I can prove that I am right.","https://audio.tatoeba.org/sentences/eng/258229.mp3","pending"
"I can wait for another hour.","https://audio.tatoeba.org/sentences/eng/2301416.mp3","pending"
"I can't believe I said that.","https://audio.tatoeba.org/sentences/eng/1950808.mp3","pending"
"I can't go back there alone.","https://audio.tatoeba.org/sentences/eng/1951706.mp3","pending"
"I can't resist sweet things.","https://audio.tatoeba.org/sentences/eng/21006.mp3","pending"
"I can't visit you every day.","https://audio.tatoeba.org/sentences/eng/1489482.mp3","pending"
"I couldn't control my anger.","https://audio.tatoeba.org/sentences/eng/259649.mp3","pending"
"I couldn't sleep last night.","https://audio.tatoeba.org/sentences/eng/244751.mp3","pending"
"I didn't catch what he said.","https://audio.tatoeba.org/sentences/eng/260602.mp3","pending"
"I didn't know I was adopted.","https://audio.tatoeba.org/sentences/eng/2290325.mp3","pending"
"I didn't really do it alone.","https://audio.tatoeba.org/sentences/eng/2208503.mp3","pending"
"I didn't see anyone skating.","https://audio.tatoeba.org/sentences/eng/2275919.mp3","pending"
"I don't always get up early.","https://audio.tatoeba.org/sentences/eng/253149.mp3","pending"
"I don't feel like going out.","https://audio.tatoeba.org/sentences/eng/21854.mp3","pending"
"I don't know if he knows it.","https://audio.tatoeba.org/sentences/eng/259977.mp3","pending"
"I don't know what to do now.","https://audio.tatoeba.org/sentences/eng/71752.mp3","pending"
"I don't like the red jacket.","https://audio.tatoeba.org/sentences/eng/724550.mp3","pending"
"I don't remember doing that.","https://audio.tatoeba.org/sentences/eng/2213973.mp3","pending"
"I don't see Tom a whole lot.","https://audio.tatoeba.org/sentences/eng/1040721.mp3","pending"
"I don't want to be with you.","https://audio.tatoeba.org/sentences/eng/2323287.mp3","pending"
"I don't want to believe you.","https://audio.tatoeba.org/sentences/eng/2361547.mp3","pending"
"I don't want Tom to find me.","https://audio.tatoeba.org/sentences/eng/2012944.mp3","pending"
"I don't want your apologies.","https://audio.tatoeba.org/sentences/eng/2012952.mp3","pending"
"I figured everyone was busy.","https://audio.tatoeba.org/sentences/eng/2643753.mp3","pending"
"I forgot my wife's birthday.","https://audio.tatoeba.org/sentences/eng/1934769.mp3","pending"
"I got your address from Tom.","https://audio.tatoeba.org/sentences/eng/2329665.mp3","pending"
"I had to go home and change.","https://audio.tatoeba.org/sentences/eng/2331816.mp3","pending"
"I have a bad headache today.","https://audio.tatoeba.org/sentences/eng/257586.mp3","pending"
"I have no control over that.","https://audio.tatoeba.org/sentences/eng/2360117.mp3","pending"
"I have nothing better to do.","https://audio.tatoeba.org/sentences/eng/1451.mp3","pending"
"I have to talk to you alone.","https://audio.tatoeba.org/sentences/eng/2208504.mp3","pending"
"I haven't seen Tom in years.","https://audio.tatoeba.org/sentences/eng/2360278.mp3","pending"
"I haven't seen you in years.","https://audio.tatoeba.org/sentences/eng/2360298.mp3","pending"
"I hope that he will succeed.","https://audio.tatoeba.org/sentences/eng/283914.mp3","pending"
"I just received your letter.","https://audio.tatoeba.org/sentences/eng/1531545.mp3","pending"
"I knew you'd ask about that.","https://audio.tatoeba.org/sentences/eng/2375783.mp3","pending"
"I know what's wrong with me.","https://audio.tatoeba.org/sentences/eng/2376428.mp3","pending"
"I know you have a boyfriend.","https://audio.tatoeba.org/sentences/eng/3223349.mp3","pending"
"I left your book in the car.","https://audio.tatoeba.org/sentences/eng/371568.mp3","pending"
"I love her and she loves me.","https://audio.tatoeba.org/sentences/eng/321946.mp3","pending"
"I need someone to talk with.","https://audio.tatoeba.org/sentences/eng/326546.mp3","pending"
"I need to talk to Tom alone.","https://audio.tatoeba.org/sentences/eng/2208507.mp3","pending"
"I never said any such thing.","https://audio.tatoeba.org/sentences/eng/2388177.mp3","pending"
"I play tennis an hour a day.","https://audio.tatoeba.org/sentences/eng/39394.mp3","pending"
"I really need this paycheck.","https://audio.tatoeba.org/sentences/eng/2510756.mp3","pending"
"I remember when it happened.","https://audio.tatoeba.org/sentences/eng/2392591.mp3","pending"
"I should not have said that.","https://audio.tatoeba.org/sentences/eng/327534.mp3","pending"
"I spent last night at Tom's.","https://audio.tatoeba.org/sentences/eng/4034827.mp3","pending"
"I thanked Mary for her help.","https://audio.tatoeba.org/sentences/eng/255719.mp3","pending"
"I think that was very funny.","https://audio.tatoeba.org/sentences/eng/2408145.mp3","pending"
"I think Tom is here already.","https://audio.tatoeba.org/sentences/eng/2408269.mp3","pending"
"I think Tom went to Harvard.","https://audio.tatoeba.org/sentences/eng/2408385.mp3","pending"
"I think you should pick Tom.","https://audio.tatoeba.org/sentences/eng/2458503.mp3","pending"
"I think you'd like it there.","https://audio.tatoeba.org/sentences/eng/2458542.mp3","pending"
"I thought Tom sounded upset.","https://audio.tatoeba.org/sentences/eng/2543829.mp3","pending"
"I thought you would be here.","https://audio.tatoeba.org/sentences/eng/2952509.mp3","pending"
"I told Tom I wouldn't do it.","https://audio.tatoeba.org/sentences/eng/2361757.mp3","pending"
"I want to ask Tom something.","https://audio.tatoeba.org/sentences/eng/2012971.mp3","pending"
"I want to make a difference.","https://audio.tatoeba.org/sentences/eng/2426044.mp3","pending"
"I want Tom brought here now.","https://audio.tatoeba.org/sentences/eng/2033395.mp3","pending"
"I was going to vote for Tom.","https://audio.tatoeba.org/sentences/eng/2543773.mp3","pending"
"I went there to talk to Tom.","https://audio.tatoeba.org/sentences/eng/2543742.mp3","pending"
"I wish I could speak French.","https://audio.tatoeba.org/sentences/eng/2451558.mp3","pending"
"I wish you the best of luck.","https://audio.tatoeba.org/sentences/eng/240806.mp3","pending"
"I won't work overtime today.","https://audio.tatoeba.org/sentences/eng/242857.mp3","pending"
"I would like you to be here.","https://audio.tatoeba.org/sentences/eng/2213483.mp3","pending"
"I'd like to join your group.","https://audio.tatoeba.org/sentences/eng/71562.mp3","pending"
"I'd like to propose a toast.","https://audio.tatoeba.org/sentences/eng/1936393.mp3","pending"
"I'll be back by six o'clock.","https://audio.tatoeba.org/sentences/eng/262300.mp3","pending"
"I'll give you some examples.","https://audio.tatoeba.org/sentences/eng/2543670.mp3","pending"
"I'll see you next Wednesday.","https://audio.tatoeba.org/sentences/eng/953809.mp3","pending"
"I'll wait for you to finish.","https://audio.tatoeba.org/sentences/eng/2543621.mp3","pending"
"I'm certain that he'll come.","https://audio.tatoeba.org/sentences/eng/1456808.mp3","pending"
"I'm glad we're together now.","https://audio.tatoeba.org/sentences/eng/2543598.mp3","pending"
"I'm going to wait till 2:30.","https://audio.tatoeba.org/sentences/eng/2543570.mp3","pending"
"I'm looking over his report.","https://audio.tatoeba.org/sentences/eng/260536.mp3","pending"
"I'm not proud of what I did.","https://audio.tatoeba.org/sentences/eng/2543523.mp3","pending"
"I'm not that kind of person.","https://audio.tatoeba.org/sentences/eng/2543508.mp3","pending"
"I'm sorry for bothering you.","https://audio.tatoeba.org/sentences/eng/2793506.mp3","pending"
"I'm sorry, I can't hear you.","https://audio.tatoeba.org/sentences/eng/2543479.mp3","pending"
"I'm sure Tom will like Mary.","https://audio.tatoeba.org/sentences/eng/3822860.mp3","pending"
"I'm waiting for your answer.","https://audio.tatoeba.org/sentences/eng/2543449.mp3","pending"
"I've got a cake in the oven.","https://audio.tatoeba.org/sentences/eng/2359561.mp3","pending"
"I've never been here before.","https://audio.tatoeba.org/sentences/eng/2359995.mp3","pending"
"I've no idea where to start.","https://audio.tatoeba.org/sentences/eng/4132573.mp3","pending"
"Is anyone going to eat that?","https://audio.tatoeba.org/sentences/eng/2092556.mp3","pending"
"Is there an ATM around here?","https://audio.tatoeba.org/sentences/eng/1115799.mp3","pending"
"Is this made in Switzerland?","https://audio.tatoeba.org/sentences/eng/55919.mp3","pending"
"It all happened so suddenly.","https://audio.tatoeba.org/sentences/eng/3131066.mp3","pending"
"It rained heavily yesterday.","https://audio.tatoeba.org/sentences/eng/967873.mp3","pending"
"It went just as we expected.","https://audio.tatoeba.org/sentences/eng/42045.mp3","pending"
"It's nice of you to help me.","https://audio.tatoeba.org/sentences/eng/3162079.mp3","pending"
"It's six degrees below zero.","https://audio.tatoeba.org/sentences/eng/2280194.mp3","pending"
"It's useless talking to Tom.","https://audio.tatoeba.org/sentences/eng/3181552.mp3","pending"
"Let's be ready for anything.","https://audio.tatoeba.org/sentences/eng/2007448.mp3","pending"
"Let's not talk about school.","https://audio.tatoeba.org/sentences/eng/3181545.mp3","pending"
"Let's see what's in the box.","https://audio.tatoeba.org/sentences/eng/4008892.mp3","pending"
"Many people think I'm crazy.","https://audio.tatoeba.org/sentences/eng/404962.mp3","pending"
"May I have a napkin, please?","https://audio.tatoeba.org/sentences/eng/36286.mp3","pending"
"Maybe it wasn't an accident.","https://audio.tatoeba.org/sentences/eng/4017397.mp3","pending"
"Most people think I'm crazy.","https://audio.tatoeba.org/sentences/eng/1322.mp3","pending"
"My father runs a restaurant.","https://audio.tatoeba.org/sentences/eng/64068.mp3","pending"
"My favorite subject is math.","https://audio.tatoeba.org/sentences/eng/3822761.mp3","pending"
"My mother left me a message.","https://audio.tatoeba.org/sentences/eng/484054.mp3","pending"
"My parents made me go there.","https://audio.tatoeba.org/sentences/eng/325689.mp3","pending"
"My work is not complete yet.","https://audio.tatoeba.org/sentences/eng/250932.mp3","pending"
"Nobody cares what you think.","https://audio.tatoeba.org/sentences/eng/482683.mp3","pending"
"Nobody knew where Tom lived.","https://audio.tatoeba.org/sentences/eng/4500445.mp3","pending"
"Not all policemen are brave.","https://audio.tatoeba.org/sentences/eng/238382.mp3","pending"
"Our class has just finished.","https://audio.tatoeba.org/sentences/eng/2643717.mp3","pending"
"Please give that back to me.","https://audio.tatoeba.org/sentences/eng/3152281.mp3","pending"
"Please return to your seats.","https://audio.tatoeba.org/sentences/eng/2953261.mp3","pending"
"Please turn off your engine.","https://audio.tatoeba.org/sentences/eng/954247.mp3","pending"
"Rainy season begins in June.","https://audio.tatoeba.org/sentences/eng/4211981.mp3","pending"
"She asked him out on a date.","https://audio.tatoeba.org/sentences/eng/886964.mp3","pending"
"She brought me a cup of tea.","https://audio.tatoeba.org/sentences/eng/1186456.mp3","pending"
"She didn't like her husband.","https://audio.tatoeba.org/sentences/eng/388375.mp3","pending"
