transcript,audio_url,difficulty
"Tom has done it.","https://audio.tatoeba.org/sentences/eng/2272717.mp3","pending"
"Tom is a busboy.","https://audio.tatoeba.org/sentences/eng/2272767.mp3","pending"
"Tom is a golfer.","https://audio.tatoeba.org/sentences/eng/1522190.mp3","pending"
"Tom is a singer.","https://audio.tatoeba.org/sentences/eng/4731529.mp3","pending"
"Tom is an idiot.","https://audio.tatoeba.org/sentences/eng/2272951.mp3","pending"
"Tom is busy now.","https://audio.tatoeba.org/sentences/eng/2648938.mp3","pending"
"Tom is doing OK.","https://audio.tatoeba.org/sentences/eng/2273102.mp3","pending"
"Tom is here now.","https://audio.tatoeba.org/sentences/eng/2273203.mp3","pending"
"Tom is in shock.","https://audio.tatoeba.org/sentences/eng/2273239.mp3","pending"
"Tom is no angel.","https://audio.tatoeba.org/sentences/eng/3956454.mp3","pending"
"Tom is so funny.","https://audio.tatoeba.org/sentences/eng/4495293.mp3","pending"
"Tom is the boss.","https://audio.tatoeba.org/sentences/eng/1868155.mp3","pending"
"Tom is very sad.","https://audio.tatoeba.org/sentences/eng/2273607.mp3","pending"
"Tom isn't a cop.","https://audio.tatoeba.org/sentences/eng/2648934.mp3","pending"
"Tom just did it.","https://audio.tatoeba.org/sentences/eng/3736515.mp3","pending"
"Tom lit a match.","https://audio.tatoeba.org/sentences/eng/2549462.mp3","pending"
"Tom made a wish.","https://audio.tatoeba.org/sentences/eng/2549461.mp3","pending"
"Tom sang for us.","https://audio.tatoeba.org/sentences/eng/4502157.mp3","pending"
"Tom saw a ghost.","https://audio.tatoeba.org/sentences/eng/1488471.mp3","pending"
"Tom shot a deer.","https://audio.tatoeba.org/sentences/eng/3171197.mp3","pending"
"Tom took my car.","https://audio.tatoeba.org/sentences/eng/2648916.mp3","pending"
"Tom was a coach.","https://audio.tatoeba.org/sentences/eng/4496644.mp3","pending"
"Tom was a miner.","https://audio.tatoeba.org/sentences/eng/3822417.mp3","pending"
"Tom was my hero.","https://audio.tatoeba.org/sentences/eng/1867749.mp3","pending"
"Tom was with me.","https://audio.tatoeba.org/sentences/eng/3733005.mp3","pending"
"Tom was with us.","https://audio.tatoeba.org/sentences/eng/3736092.mp3","pending"
"Tom will go far.","https://audio.tatoeba.org/sentences/eng/2215683.mp3","pending"
"Tom wore a vest.","https://audio.tatoeba.org/sentences/eng/3171087.mp3","pending"
"Try and stop me.","https://audio.tatoeba.org/sentences/eng/1850246.mp3","pending"
"Turn off the TV.","https://audio.tatoeba.org/sentences/eng/39148.mp3","pending"
"Was this for me?","https://audio.tatoeba.org/sentences/eng/2648905.mp3","pending"
"We all hate Tom.","https://audio.tatoeba.org/sentences/eng/2648903.mp3","pending"
"We all love you.","https://audio.tatoeba.org/sentences/eng/2549439.mp3","pending"
"We are with you.","https://audio.tatoeba.org/sentences/eng/2549437.mp3","pending"
"We can fix that.","https://audio.tatoeba.org/sentences/eng/3312803.mp3","pending"
"We expect to go.","https://audio.tatoeba.org/sentences/eng/3735255.mp3","pending"
"We have to talk.","https://audio.tatoeba.org/sentences/eng/1893806.mp3","pending"
"We must be fair.","https://audio.tatoeba.org/sentences/eng/3735673.mp3","pending"
"We need to talk.","https://audio.tatoeba.org/sentences/eng/1525260.mp3","pending"
"We used to date.","https://audio.tatoeba.org/sentences/eng/3313107.mp3","pending"
"We want to talk.","https://audio.tatoeba.org/sentences/eng/2011327.mp3","pending"
"We work for Tom.","https://audio.tatoeba.org/sentences/eng/3921381.mp3","pending"
"We'll see to it.","https://audio.tatoeba.org/sentences/eng/3312184.mp3","pending"
"We're in a rush.","https://audio.tatoeba.org/sentences/eng/2549428.mp3","pending"
"We're on a date.","https://audio.tatoeba.org/sentences/eng/2549426.mp3","pending"
"We've got to go.","https://audio.tatoeba.org/sentences/eng/3310186.mp3","pending"
"What did he say?","https://audio.tatoeba.org/sentences/eng/28006.mp3","pending"
"What do you say?","https://audio.tatoeba.org/sentences/eng/1174872.mp3","pending"
"What is it like?","https://audio.tatoeba.org/sentences/eng/3737794.mp3","pending"
"What was it for?","https://audio.tatoeba.org/sentences/eng/2648887.mp3","pending"
"When can we eat?","https://audio.tatoeba.org/sentences/eng/322004.mp3","pending"
"Where do I turn?","https://audio.tatoeba.org/sentences/eng/687606.mp3","pending"
"Where is my dad?","https://audio.tatoeba.org/sentences/eng/595504.mp3","pending"
"Which key is it?","https://audio.tatoeba.org/sentences/eng/1886587.mp3","pending"
"Who did you see?","https://audio.tatoeba.org/sentences/eng/2142016.mp3","pending"
"Who is this boy?","https://audio.tatoeba.org/sentences/eng/1388966.mp3","pending"
"Who wants to go?","https://audio.tatoeba.org/sentences/eng/2011330.mp3","pending"
"Why did you ask?","https://audio.tatoeba.org/sentences/eng/3738114.mp3","pending"
"Why not ask Tom?","https://audio.tatoeba.org/sentences/eng/3113478.mp3","pending"
"You can call me.","https://audio.tatoeba.org/sentences/eng/3374169.mp3","pending"
"You can have it.","https://audio.tatoeba.org/sentences/eng/1895808.mp3","pending"
"You have to eat.","https://audio.tatoeba.org/sentences/eng/2549418.mp3","pending"
"You may have it.","https://audio.tatoeba.org/sentences/eng/3326708.mp3","pending"
"You sold me out.","https://audio.tatoeba.org/sentences/eng/3326705.mp3","pending"
"You were a fool.","https://audio.tatoeba.org/sentences/eng/2648872.mp3","pending"
"You're in a rut.","https://audio.tatoeba.org/sentences/eng/2549408.mp3","pending"
"Your time is up.","https://audio.tatoeba.org/sentences/eng/17347.mp3","pending"
"A fuse has blown.","https://audio.tatoeba.org/sentences/eng/34636.mp3","pending"
"Are those for me?","https://audio.tatoeba.org/sentences/eng/1886365.mp3","pending"
"Are we safe here?","https://audio.tatoeba.org/sentences/eng/3242383.mp3","pending"
"Are you a lawyer?","https://audio.tatoeba.org/sentences/eng/1167039.mp3","pending"
"Are you done yet?","https://audio.tatoeba.org/sentences/eng/2648866.mp3","pending"
"Are you free now?","https://audio.tatoeba.org/sentences/eng/241534.mp3","pending"
"Are you new here?","https://audio.tatoeba.org/sentences/eng/502232.mp3","pending"
"Are you still up?","https://audio.tatoeba.org/sentences/eng/2307047.mp3","pending"
"Are you too cold?","https://audio.tatoeba.org/sentences/eng/3930019.mp3","pending"
"Ask Tom about it.","https://audio.tatoeba.org/sentences/eng/4667248.mp3","pending"
"Bring it on, Tom.","https://audio.tatoeba.org/sentences/eng/2648858.mp3","pending"
"Can I be excused?","https://audio.tatoeba.org/sentences/eng/264977.mp3","pending"
"Can I sleep here?","https://audio.tatoeba.org/sentences/eng/1911934.mp3","pending"
"Can you blame me?","https://audio.tatoeba.org/sentences/eng/1886258.mp3","pending"
"Can you prove it?","https://audio.tatoeba.org/sentences/eng/41800.mp3","pending"
"Can you teach me?","https://audio.tatoeba.org/sentences/eng/443088.mp3","pending"
"Clean it up, Tom.","https://audio.tatoeba.org/sentences/eng/2648854.mp3","pending"
"Come on, wake up.","https://audio.tatoeba.org/sentences/eng/54227.mp3","pending"
"Come to my house.","https://audio.tatoeba.org/sentences/eng/250566.mp3","pending"
"Could I help you?","https://audio.tatoeba.org/sentences/eng/240229.mp3","pending"
"Did Tom call you?","https://audio.tatoeba.org/sentences/eng/3360551.mp3","pending"
"Did Tom hurt you?","https://audio.tatoeba.org/sentences/eng/2549397.mp3","pending"
"Did you kill Tom?","https://audio.tatoeba.org/sentences/eng/1886145.mp3","pending"
"Did you meet her?","https://audio.tatoeba.org/sentences/eng/13335.mp3","pending"
"Did you tell Tom?","https://audio.tatoeba.org/sentences/eng/1886134.mp3","pending"
"Do what Tom says.","https://audio.tatoeba.org/sentences/eng/1898413.mp3","pending"
"Do you ever rest?","https://audio.tatoeba.org/sentences/eng/4498109.mp3","pending"
"Do you know that?","https://audio.tatoeba.org/sentences/eng/3738668.mp3","pending"
"Do you like snow?","https://audio.tatoeba.org/sentences/eng/434606.mp3","pending"
"Do you play golf?","https://audio.tatoeba.org/sentences/eng/2991896.mp3","pending"
"Do you want kids?","https://audio.tatoeba.org/sentences/eng/1886040.mp3","pending"
"Do you work here?","https://audio.tatoeba.org/sentences/eng/1543661.mp3","pending"
"Does Tom need me?","https://audio.tatoeba.org/sentences/eng/3360596.mp3","pending"
"Don't do it, Tom.","https://audio.tatoeba.org/sentences/eng/2270352.mp3","pending"
"Don't let Tom in.","https://audio.tatoeba.org/sentences/eng/2270471.mp3","pending"
"Don't look at it.","https://audio.tatoeba.org/sentences/eng/2270478.mp3","pending"
"Don't talk to me.","https://audio.tatoeba.org/sentences/eng/1860410.mp3","pending"
"Don't you get it?","https://audio.tatoeba.org/sentences/eng/1841720.mp3","pending"
"Drinks are on me.","https://audio.tatoeba.org/sentences/eng/2648845.mp3","pending"
"Explain it to me.","https://audio.tatoeba.org/sentences/eng/1081547.mp3","pending"
"Get in here, Tom.","https://audio.tatoeba.org/sentences/eng/2549395.mp3","pending"
"Get on the horse.","https://audio.tatoeba.org/sentences/eng/1256569.mp3","pending"
"Get used to that.","https://audio.tatoeba.org/sentences/eng/3448816.mp3","pending"
"Give me one hour.","https://audio.tatoeba.org/sentences/eng/3151510.mp3","pending"
"Give us a chance.","https://audio.tatoeba.org/sentences/eng/2648833.mp3","pending"
"Go to sleep, Tom.","https://audio.tatoeba.org/sentences/eng/2648829.mp3","pending"
"Has Tom tried it?","https://audio.tatoeba.org/sentences/eng/3360574.mp3","pending"
"Have a nice trip!","https://audio.tatoeba.org/sentences/eng/339238.mp3","pending"
"Have you met Tom?","https://audio.tatoeba.org/sentences/eng/2261896.mp3","pending"
"He can read well.","https://audio.tatoeba.org/sentences/eng/388978.mp3","pending"
"He gave a speech.","https://audio.tatoeba.org/sentences/eng/2764262.mp3","pending"
"He heard a shout.","https://audio.tatoeba.org/sentences/eng/295294.mp3","pending"
"He is still here.","https://audio.tatoeba.org/sentences/eng/292828.mp3","pending"
"He is very brave.","https://audio.tatoeba.org/sentences/eng/291595.mp3","pending"
"He must love you.","https://audio.tatoeba.org/sentences/eng/63365.mp3","pending"
"He slept an hour.","https://audio.tatoeba.org/sentences/eng/288413.mp3","pending"
"He was very poor.","https://audio.tatoeba.org/sentences/eng/292549.mp3","pending"
"Here is your bag.","https://audio.tatoeba.org/sentences/eng/17400.mp3","pending"
"Hey, are you Tom?","https://audio.tatoeba.org/sentences/eng/2648826.mp3","pending"
"Hold on a second.","https://audio.tatoeba.org/sentences/eng/1120399.mp3","pending"
"How could I know?","https://audio.tatoeba.org/sentences/eng/620808.mp3","pending"
"How is the salad?","https://audio.tatoeba.org/sentences/eng/2549391.mp3","pending"
"How might I help?","https://audio.tatoeba.org/sentences/eng/4499361.mp3","pending"
"I agree with him.","https://audio.tatoeba.org/sentences/eng/260397.mp3","pending"
"I also like cake.","https://audio.tatoeba.org/sentences/eng/321982.mp3","pending"
"I am a bit drunk.","https://audio.tatoeba.org/sentences/eng/258666.mp3","pending"
"I am only joking.","https://audio.tatoeba.org/sentences/eng/33037.mp3","pending"
"I believe in God.","https://audio.tatoeba.org/sentences/eng/258848.mp3","pending"
"I can be trusted.","https://audio.tatoeba.org/sentences/eng/2300629.mp3","pending"
"I can't get away.","https://audio.tatoeba.org/sentences/eng/3737226.mp3","pending"
"I can't pay them.","https://audio.tatoeba.org/sentences/eng/2303604.mp3","pending"
"I can't stand it.","https://audio.tatoeba.org/sentences/eng/275285.mp3","pending"
"I can't talk now.","https://audio.tatoeba.org/sentences/eng/1954968.mp3","pending"
"I could see that.","https://audio.tatoeba.org/sentences/eng/1467591.mp3","pending"
"I did it for him.","https://audio.tatoeba.org/sentences/eng/1790780.mp3","pending"
"I didn't like it.","https://audio.tatoeba.org/sentences/eng/1386.mp3","pending"
"I do remember it.","https://audio.tatoeba.org/sentences/eng/3736579.mp3","pending"
"I don't hate you.","https://audio.tatoeba.org/sentences/eng/2271858.mp3","pending"
"I don't know her.","https://audio.tatoeba.org/sentences/eng/387602.mp3","pending"
"I don't like you.","https://audio.tatoeba.org/sentences/eng/836846.mp3","pending"
"I don't think so.","https://audio.tatoeba.org/sentences/eng/36557.mp3","pending"
"I drank the wine.","https://audio.tatoeba.org/sentences/eng/2667567.mp3","pending"
"I feel quite bad.","https://audio.tatoeba.org/sentences/eng/3732241.mp3","pending"
"I feel so lonely.","https://audio.tatoeba.org/sentences/eng/2549389.mp3","pending"
"I go to the park.","https://audio.tatoeba.org/sentences/eng/257353.mp3","pending"
"I had a flu shot.","https://audio.tatoeba.org/sentences/eng/65712.mp3","pending"
"I had to see you.","https://audio.tatoeba.org/sentences/eng/2331854.mp3","pending"
"I have a brother.","https://audio.tatoeba.org/sentences/eng/2358668.mp3","pending"
"I have a receipt.","https://audio.tatoeba.org/sentences/eng/531520.mp3","pending"
"I have good news.","https://audio.tatoeba.org/sentences/eng/2359552.mp3","pending"
"I have no future.","https://audio.tatoeba.org/sentences/eng/1112468.mp3","pending"
"I have to go out.","https://audio.tatoeba.org/sentences/eng/2360515.mp3","pending"
"I have two books.","https://audio.tatoeba.org/sentences/eng/259771.mp3","pending"
"I just need time.","https://audio.tatoeba.org/sentences/eng/2372825.mp3","pending"
"I know the owner.","https://audio.tatoeba.org/sentences/eng/2376144.mp3","pending"
"I know who he is.","https://audio.tatoeba.org/sentences/eng/260119.mp3","pending"
"I like dogs, too.","https://audio.tatoeba.org/sentences/eng/3735292.mp3","pending"
"I like green tea.","https://audio.tatoeba.org/sentences/eng/2377447.mp3","pending"
"I like them both.","https://audio.tatoeba.org/sentences/eng/2930608.mp3","pending"
"I like your plan.","https://audio.tatoeba.org/sentences/eng/1806927.mp3","pending"
"I liked doing it.","https://audio.tatoeba.org/sentences/eng/4498100.mp3","pending"
"I lost the watch.","https://audio.tatoeba.org/sentences/eng/264069.mp3","pending"
"I love this band.","https://audio.tatoeba.org/sentences/eng/4500138.mp3","pending"
"I love this show.","https://audio.tatoeba.org/sentences/eng/2380226.mp3","pending"
"I love your name.","https://audio.tatoeba.org/sentences/eng/1764706.mp3","pending"
"I might be wrong.","https://audio.tatoeba.org/sentences/eng/256737.mp3","pending"
"I must leave now.","https://audio.tatoeba.org/sentences/eng/31384.mp3","pending"
"I need a holiday.","https://audio.tatoeba.org/sentences/eng/2387439.mp3","pending"
"I need some milk.","https://audio.tatoeba.org/sentences/eng/1869339.mp3","pending"
"I need your help.","https://audio.tatoeba.org/sentences/eng/257113.mp3","pending"
"I own this place.","https://audio.tatoeba.org/sentences/eng/2389842.mp3","pending"
"I read your book.","https://audio.tatoeba.org/sentences/eng/2667594.mp3","pending"
"I really mean it.","https://audio.tatoeba.org/sentences/eng/2235429.mp3","pending"
"I shot the horse.","https://audio.tatoeba.org/sentences/eng/2406309.mp3","pending"
"I should go pack.","https://audio.tatoeba.org/sentences/eng/3734170.mp3","pending"
"I talk to myself.","https://audio.tatoeba.org/sentences/eng/280568.mp3","pending"
"I told the truth.","https://audio.tatoeba.org/sentences/eng/2549387.mp3","pending"
"I want a scooter.","https://audio.tatoeba.org/sentences/eng/2327607.mp3","pending"
"I want much more.","https://audio.tatoeba.org/sentences/eng/1183491.mp3","pending"
"I want to see it.","https://audio.tatoeba.org/sentences/eng/1883058.mp3","pending"
"I was having fun.","https://audio.tatoeba.org/sentences/eng/2549378.mp3","pending"
"I was so certain.","https://audio.tatoeba.org/sentences/eng/2549370.mp3","pending"
"I was so worried.","https://audio.tatoeba.org/sentences/eng/2549369.mp3","pending"
"I was very tired.","https://audio.tatoeba.org/sentences/eng/261418.mp3","pending"
"I went to school.","https://audio.tatoeba.org/sentences/eng/3797008.mp3","pending"
"I won't need you.","https://audio.tatoeba.org/sentences/eng/2271980.mp3","pending"
"I won't tell Tom.","https://audio.tatoeba.org/sentences/eng/2262001.mp3","pending"
"I'd like to help.","https://audio.tatoeba.org/sentences/eng/1936437.mp3","pending"
"I'll clean it up.","https://audio.tatoeba.org/sentences/eng/2549354.mp3","pending"
"I'll go this way.","https://audio.tatoeba.org/sentences/eng/2549346.mp3","pending"
"I'll need a loan.","https://audio.tatoeba.org/sentences/eng/2549345.mp3","pending"
"I'll take a look.","https://audio.tatoeba.org/sentences/eng/3005489.mp3","pending"
"I'm a bit hungry.","https://audio.tatoeba.org/sentences/eng/1048297.mp3","pending"
"I'm able to swim.","https://audio.tatoeba.org/sentences/eng/256177.mp3","pending"
"I'm angry at you.","https://audio.tatoeba.org/sentences/eng/3818241.mp3","pending"
"I'm done for now.","https://audio.tatoeba.org/sentences/eng/3737018.mp3","pending"
"I'm going to bed.","https://audio.tatoeba.org/sentences/eng/139763.mp3","pending"
"I'm here for you.","https://audio.tatoeba.org/sentences/eng/834857.mp3","pending"
"I'm not a coward.","https://audio.tatoeba.org/sentences/eng/2417725.mp3","pending"
"I'm not an idiot.","https://audio.tatoeba.org/sentences/eng/1108752.mp3","pending"
"I'm not busy now.","https://audio.tatoeba.org/sentences/eng/257627.mp3","pending"
"I'm not like you.","https://audio.tatoeba.org/sentences/eng/1647836.mp3","pending"
"I'm out of money.","https://audio.tatoeba.org/sentences/eng/2280347.mp3","pending"
"I'm proud of you.","https://audio.tatoeba.org/sentences/eng/15913.mp3","pending"
"I'm sort of busy.","https://audio.tatoeba.org/sentences/eng/2648807.mp3","pending"
"I'm such a loser.","https://audio.tatoeba.org/sentences/eng/2549301.mp3","pending"
"I'm used to that.","https://audio.tatoeba.org/sentences/eng/2549297.mp3","pending"
"I'm with Tom now.","https://audio.tatoeba.org/sentences/eng/2262048.mp3","pending"
"I've lost my bag.","https://audio.tatoeba.org/sentences/eng/455941.mp3","pending"
"If not now, when?","https://audio.tatoeba.org/sentences/eng/4844536.mp3","pending"
"Is she all right?","https://audio.tatoeba.org/sentences/eng/68071.mp3","pending"
"Is that for sale?","https://audio.tatoeba.org/sentences/eng/1425424.mp3","pending"
"Is this too high?","https://audio.tatoeba.org/sentences/eng/4495264.mp3","pending"
"Is this your pen?","https://audio.tatoeba.org/sentences/eng/55989.mp3","pending"
"Is Tom an artist?","https://audio.tatoeba.org/sentences/eng/2510747.mp3","pending"
"It began to rain.","https://audio.tatoeba.org/sentences/eng/827705.mp3","pending"
"It is what it is.","https://audio.tatoeba.org/sentences/eng/2528426.mp3","pending"
"It matters a lot.","https://audio.tatoeba.org/sentences/eng/4501000.mp3","pending"
"It was a miracle.","https://audio.tatoeba.org/sentences/eng/2549292.mp3","pending"
"It was so simple.","https://audio.tatoeba.org/sentences/eng/3820820.mp3","pending"
"It was years ago.","https://audio.tatoeba.org/sentences/eng/3735272.mp3","pending"
"It's a good book.","https://audio.tatoeba.org/sentences/eng/4703137.mp3","pending"
"It's a sunny day.","https://audio.tatoeba.org/sentences/eng/278889.mp3","pending"
"It's been a week.","https://audio.tatoeba.org/sentences/eng/2549286.mp3","pending"
"It's just a cold.","https://audio.tatoeba.org/sentences/eng/319735.mp3","pending"
"It's not so easy.","https://audio.tatoeba.org/sentences/eng/2891617.mp3","pending"
"It's now my turn.","https://audio.tatoeba.org/sentences/eng/54186.mp3","pending"
"It's so much fun.","https://audio.tatoeba.org/sentences/eng/3431376.mp3","pending"
"It's time to eat.","https://audio.tatoeba.org/sentences/eng/954096.mp3","pending"
"Japan is in Asia.","https://audio.tatoeba.org/sentences/eng/1412495.mp3","pending"
"Just look at him.","https://audio.tatoeba.org/sentences/eng/1804049.mp3","pending"
"Leave this to me.","https://audio.tatoeba.org/sentences/eng/1113733.mp3","pending"
"Let me drive you.","https://audio.tatoeba.org/sentences/eng/3392951.mp3","pending"
"Let Tom carry it.","https://audio.tatoeba.org/sentences/eng/2262223.mp3","pending"
"Let's have a try.","https://audio.tatoeba.org/sentences/eng/414905.mp3","pending"
"Let's just do it.","https://audio.tatoeba.org/sentences/eng/4401019.mp3","pending"
"Look at our kids.","https://audio.tatoeba.org/sentences/eng/4500810.mp3","pending"
"Look at the view.","https://audio.tatoeba.org/sentences/eng/3818795.mp3","pending"
"May I come again?","https://audio.tatoeba.org/sentences/eng/4533458.mp3","pending"
"My album is here.","https://audio.tatoeba.org/sentences/eng/449108.mp3","pending"
"My glass is full.","https://audio.tatoeba.org/sentences/eng/2589641.mp3","pending"
"My nose is itchy.","https://audio.tatoeba.org/sentences/eng/318193.mp3","pending"
"Nice to meet you.","https://audio.tatoeba.org/sentences/eng/499617.mp3","pending"
"No one says that.","https://audio.tatoeba.org/sentences/eng/2091101.mp3","pending"
"No one was fired.","https://audio.tatoeba.org/sentences/eng/4498707.mp3","pending"
"Now give it back.","https://audio.tatoeba.org/sentences/eng/3151323.mp3","pending"
"Now listen to me.","https://audio.tatoeba.org/sentences/eng/3392944.mp3","pending"
"Pass me the wine.","https://audio.tatoeba.org/sentences/eng/3392941.mp3","pending"
"Please let me go.","https://audio.tatoeba.org/sentences/eng/433631.mp3","pending"
"Put on your coat.","https://audio.tatoeba.org/sentences/eng/62287.mp3","pending"
"Rome is in Italy.","https://audio.tatoeba.org/sentences/eng/29415.mp3","pending"
"Shall I help you?","https://audio.tatoeba.org/sentences/eng/64391.mp3","pending"
"She came at once.","https://audio.tatoeba.org/sentences/eng/310979.mp3","pending"
"She has gone out.","https://audio.tatoeba.org/sentences/eng/313607.mp3","pending"
"She is a student.","https://audio.tatoeba.org/sentences/eng/313016.mp3","pending"
"She likes to run.","https://audio.tatoeba.org/sentences/eng/456733.mp3","pending"
"She may not come.","https://audio.tatoeba.org/sentences/eng/317353.mp3","pending"
"She stared at me.","https://audio.tatoeba.org/sentences/eng/314417.mp3","pending"
"Sit down with me.","https://audio.tatoeba.org/sentences/eng/249562.mp3","pending"
"Speak to us, Tom.","https://audio.tatoeba.org/sentences/eng/2648757.mp3","pending"
"Stay for a while.","https://audio.tatoeba.org/sentences/eng/379611.mp3","pending"
"Take a seat, Tom.","https://audio.tatoeba.org/sentences/eng/2549279.mp3","pending"
"Take it easy, OK?","https://audio.tatoeba.org/sentences/eng/2648754.mp3","pending"
"That baby is Tom.","https://audio.tatoeba.org/sentences/eng/465073.mp3","pending"
"That may be true.","https://audio.tatoeba.org/sentences/eng/2771537.mp3","pending"
"That was so good.","https://audio.tatoeba.org/sentences/eng/2891914.mp3","pending"
"That's all I saw.","https://audio.tatoeba.org/sentences/eng/2149441.mp3","pending"
"That's how it is.","https://audio.tatoeba.org/sentences/eng/502319.mp3","pending"
"That's up to you.","https://audio.tatoeba.org/sentences/eng/2892069.mp3","pending"
"The bank is open.","https://audio.tatoeba.org/sentences/eng/4501291.mp3","pending"
"The bus was full.","https://audio.tatoeba.org/sentences/eng/1233916.mp3","pending"
"The dog is white.","https://audio.tatoeba.org/sentences/eng/526365.mp3","pending"
"The game is over.","https://audio.tatoeba.org/sentences/eng/954346.mp3","pending"
"The man ran away.","https://audio.tatoeba.org/sentences/eng/45276.mp3","pending"
"The TV is broken.","https://audio.tatoeba.org/sentences/eng/4079239.mp3","pending"
"The water is hot.","https://audio.tatoeba.org/sentences/eng/1112743.mp3","pending"
"They all love me.","https://audio.tatoeba.org/sentences/eng/2549274.mp3","pending"
"They dug a grave.","https://audio.tatoeba.org/sentences/eng/307529.mp3","pending"
"They know I know.","https://audio.tatoeba.org/sentences/eng/4500105.mp3","pending"
"They took a walk.","https://audio.tatoeba.org/sentences/eng/4356677.mp3","pending"
"They won't do it.","https://audio.tatoeba.org/sentences/eng/2272146.mp3","pending"
"This bag is mine.","https://audio.tatoeba.org/sentences/eng/61230.mp3","pending"
"This is a hybrid.","https://audio.tatoeba.org/sentences/eng/3522083.mp3","pending"
"This is a secret.","https://audio.tatoeba.org/sentences/eng/2422616.mp3","pending"
"This is my phone.","https://audio.tatoeba.org/sentences/eng/1898103.mp3","pending"
