sentence,phonetic,audio_url,difficulty
"The dog is dead.","/ˈðə ˈdɔɡ ˈɪz ˈdɛd/","https://audio.tatoeba.org/sentences/eng/508844.mp3","pending"
"The light is on.","/ˈðə ˈɫaɪt ˈɪz ˈɑn/","https://audio.tatoeba.org/sentences/eng/322968.mp3","pending"
"The sun has set.","/ˈðə ˈsən ˈhæz ˈsɛt/","https://audio.tatoeba.org/sentences/eng/1841571.mp3","pending"
"The well is dry.","/ˈðə ˈwɛɫ ˈɪz ˈdɹaɪ/","https://audio.tatoeba.org/sentences/eng/49620.mp3","pending"
"They all did it.","/ˈðeɪ ˈɔɫ ˈdɪd ˈɪt/","https://audio.tatoeba.org/sentences/eng/1619865.mp3","pending"
"They had a boat.","/ˈðeɪ ˈhæd ˈeɪ ˈboʊt/","https://audio.tatoeba.org/sentences/eng/3128592.mp3","pending"
"They told me so.","/ˈðeɪ ˈtoʊɫd ˈmi ˈsoʊ/","https://audio.tatoeba.org/sentences/eng/3735298.mp3","pending"
"This dog is big.","/ˈðɪs ˈdɔɡ ˈɪz ˈbɪɡ/","https://audio.tatoeba.org/sentences/eng/59419.mp3","pending"
"This is my book.","/ˈðɪs ˈɪz ˈmaɪ ˈbʊk/","https://audio.tatoeba.org/sentences/eng/463306.mp3","pending"
"This is my fate.","/ˈðɪs ˈɪz ˈmaɪ ˈfeɪt/","https://audio.tatoeba.org/sentences/eng/1797653.mp3","pending"
"This is the end.","/ˈðɪs ˈɪz ˈðə ˈɛnd/","https://audio.tatoeba.org/sentences/eng/56074.mp3","pending"
"This is too big.","/ˈðɪs ˈɪz ˈtu ˈbɪɡ/","https://audio.tatoeba.org/sentences/eng/55535.mp3","pending"
"Tom also saw it.","/ˈtɑm ˈɔɫsoʊ ˈsɔ ˈɪt/","https://audio.tatoeba.org/sentences/eng/2955510.mp3","pending"
"Tom bit his lip.","/ˈtɑm ˈbɪt ˈhɪz ˈɫɪp/","https://audio.tatoeba.org/sentences/eng/1960907.mp3","pending"
"Tom can help me.","/ˈtɑm ˈkæn ˈhɛɫp ˈmi/","https://audio.tatoeba.org/sentences/eng/2648964.mp3","pending"
"Tom cried a lot.","/ˈtɑm ˈkɹaɪd ˈeɪ ˈɫɑt/","https://audio.tatoeba.org/sentences/eng/2648957.mp3","pending"
"Tom died in bed.","/ˈtɑm ˈdaɪd ˈɪn ˈbɛd/","https://audio.tatoeba.org/sentences/eng/2956614.mp3","pending"
"Tom fed the dog.","/ˈtɑm ˈfɛd ˈðə ˈdɔɡ/","https://audio.tatoeba.org/sentences/eng/2549471.mp3","pending"
"Tom got the job.","/ˈtɑm ˈɡɑt ˈðə ˈdʒɑb/","https://audio.tatoeba.org/sentences/eng/4667257.mp3","pending"
"Tom has done it.","/ˈtɑm ˈhæz ˈdən ˈɪt/","https://audio.tatoeba.org/sentences/eng/2272717.mp3","pending"
"Tom is a busboy.","/ˈtɑm ˈɪz ˈeɪ ˈbəsˌbɔɪ/","https://audio.tatoeba.org/sentences/eng/2272767.mp3","pending"
"Tom is a golfer.","/ˈtɑm ˈɪz ˈeɪ ˈɡɑɫfɝ/","https://audio.tatoeba.org/sentences/eng/1522190.mp3","pending"
"Tom is a singer.","/ˈtɑm ˈɪz ˈeɪ ˈsɪŋɝ/","https://audio.tatoeba.org/sentences/eng/4731529.mp3","pending"
"Tom is an idiot.","/ˈtɑm ˈɪz ˈæn ˈɪˌdiət/","https://audio.tatoeba.org/sentences/eng/2272951.mp3","pending"
"Tom is busy now.","/ˈtɑm ˈɪz ˈbɪzi ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/2648938.mp3","pending"
"Tom is doing OK.","/ˈtɑm ˈɪz ˈduɪŋ ˈoʊˈkeɪ/","https://audio.tatoeba.org/sentences/eng/2273102.mp3","pending"
"Tom is here now.","/ˈtɑm ˈɪz ˈhiɹ ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/2273203.mp3","pending"
"Tom is in shock.","/ˈtɑm ˈɪz ˈɪn ˈʃɑk/","https://audio.tatoeba.org/sentences/eng/2273239.mp3","pending"
"Tom is no angel.","/ˈtɑm ˈɪz ˈnoʊ ˈeɪndʒəɫ/","https://audio.tatoeba.org/sentences/eng/3956454.mp3","pending"
"Tom is so funny.","/ˈtɑm ˈɪz ˈsoʊ ˈfəni/","https://audio.tatoeba.org/sentences/eng/4495293.mp3","pending"
"Tom is the boss.","/ˈtɑm ˈɪz ˈðə ˈbɑs/","https://audio.tatoeba.org/sentences/eng/1868155.mp3","pending"
"Tom is very sad.","/ˈtɑm ˈɪz ˈvɛɹi ˈsæd/","https://audio.tatoeba.org/sentences/eng/2273607.mp3","pending"
"Tom isn't a cop.","/ˈtɑm ˈɪzən ˈeɪ ˈkɑp/","https://audio.tatoeba.org/sentences/eng/2648934.mp3","pending"
"Tom just did it.","/ˈtɑm ˈdʒəst ˈdɪd ˈɪt/","https://audio.tatoeba.org/sentences/eng/3736515.mp3","pending"
"Tom lit a match.","/ˈtɑm ˈɫɪt ˈeɪ ˈmætʃ/","https://audio.tatoeba.org/sentences/eng/2549462.mp3","pending"
"Tom made a wish.","/ˈtɑm ˈmeɪd ˈeɪ ˈwɪʃ/","https://audio.tatoeba.org/sentences/eng/2549461.mp3","pending"
"Tom sang for us.","/ˈtɑm ˈsæŋ ˈfɔɹ ˈəs/","https://audio.tatoeba.org/sentences/eng/4502157.mp3","pending"
"Tom saw a ghost.","/ˈtɑm ˈsɔ ˈeɪ ˈɡoʊst/","https://audio.tatoeba.org/sentences/eng/1488471.mp3","pending"
"Tom shot a deer.","/ˈtɑm ˈʃɑt ˈeɪ ˈdɪɹ/","https://audio.tatoeba.org/sentences/eng/3171197.mp3","pending"
"Tom took my car.","/ˈtɑm ˈtʊk ˈmaɪ ˈkɑɹ/","https://audio.tatoeba.org/sentences/eng/2648916.mp3","pending"
"Tom was a coach.","/ˈtɑm ˈwɑz ˈeɪ ˈkoʊtʃ/","https://audio.tatoeba.org/sentences/eng/4496644.mp3","pending"
"Tom was a miner.","/ˈtɑm ˈwɑz ˈeɪ ˈmaɪnɝ/","https://audio.tatoeba.org/sentences/eng/3822417.mp3","pending"
"Tom was my hero.","/ˈtɑm ˈwɑz ˈmaɪ ˈhiɹoʊ/","https://audio.tatoeba.org/sentences/eng/1867749.mp3","pending"
"Tom was with me.","/ˈtɑm ˈwɑz ˈwɪð ˈmi/","https://audio.tatoeba.org/sentences/eng/3733005.mp3","pending"
"Tom was with us.","/ˈtɑm ˈwɑz ˈwɪð ˈəs/","https://audio.tatoeba.org/sentences/eng/3736092.mp3","pending"
"Tom will go far.","/ˈtɑm ˈwɪɫ ˈɡoʊ ˈfɑɹ/","https://audio.tatoeba.org/sentences/eng/2215683.mp3","pending"
"Tom wore a vest.","/ˈtɑm ˈwɔɹ ˈeɪ ˈvɛst/","https://audio.tatoeba.org/sentences/eng/3171087.mp3","pending"
"Try and stop me.","/ˈtɹaɪ ˈænd ˈstɑp ˈmi/","https://audio.tatoeba.org/sentences/eng/1850246.mp3","pending"
"Turn off the TV.","/ˈtɝn ˈɔf ˈðə ˈtiˈvi/","https://audio.tatoeba.org/sentences/eng/39148.mp3","pending"
"Was this for me?","/ˈwɑz ˈðɪs ˈfɔɹ ˈmi/","https://audio.tatoeba.org/sentences/eng/2648905.mp3","pending"
"We all hate Tom.","/ˈwi ˈɔɫ ˈheɪt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2648903.mp3","pending"
"We all love you.","/ˈwi ˈɔɫ ˈɫəv ˈju/","https://audio.tatoeba.org/sentences/eng/2549439.mp3","pending"
"We are with you.","/ˈwi ˈɑɹ ˈwɪð ˈju/","https://audio.tatoeba.org/sentences/eng/2549437.mp3","pending"
"We can fix that.","/ˈwi ˈkæn ˈfɪks ˈðæt/","https://audio.tatoeba.org/sentences/eng/3312803.mp3","pending"
"We expect to go.","/ˈwi ɪkˈspɛkt ˈtu ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/3735255.mp3","pending"
"We have to talk.","/ˈwi ˈhæv ˈtu ˈtɔk/","https://audio.tatoeba.org/sentences/eng/1893806.mp3","pending"
"We must be fair.","/ˈwi ˈməst ˈbi ˈfɛɹ/","https://audio.tatoeba.org/sentences/eng/3735673.mp3","pending"
"We need to talk.","/ˈwi ˈnid ˈtu ˈtɔk/","https://audio.tatoeba.org/sentences/eng/1525260.mp3","pending"
"We used to date.","/ˈwi ˈjuzd ˈtu ˈdeɪt/","https://audio.tatoeba.org/sentences/eng/3313107.mp3","pending"
"We want to talk.","/ˈwi ˈwɑnt ˈtu ˈtɔk/","https://audio.tatoeba.org/sentences/eng/2011327.mp3","pending"
"We work for Tom.","/ˈwi ˈwɝk ˈfɔɹ ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3921381.mp3","pending"
"We'll see to it.","/ˈwiɫ ˈsi ˈtu ˈɪt/","https://audio.tatoeba.org/sentences/eng/3312184.mp3","pending"
"We're in a rush.","/ˈwɝ ˈɪn ˈeɪ ˈɹəʃ/","https://audio.tatoeba.org/sentences/eng/2549428.mp3","pending"
"We're on a date.","/ˈwɝ ˈɑn ˈeɪ ˈdeɪt/","https://audio.tatoeba.org/sentences/eng/2549426.mp3","pending"
"We've got to go.","/ˈwiv ˈɡɑt ˈtu ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/3310186.mp3","pending"
"What did he say?","/ˈhwət ˈdɪd ˈhi ˈseɪ/","https://audio.tatoeba.org/sentences/eng/28006.mp3","pending"
"What do you say?","/ˈhwət ˈdu ˈju ˈseɪ/","https://audio.tatoeba.org/sentences/eng/1174872.mp3","pending"
"What is it like?","/ˈhwət ˈɪz ˈɪt ˈɫaɪk/","https://audio.tatoeba.org/sentences/eng/3737794.mp3","pending"
"What was it for?","/ˈhwət ˈwɑz ˈɪt ˈfɔɹ/","https://audio.tatoeba.org/sentences/eng/2648887.mp3","pending"
"When can we eat?","/ˈhwɛn ˈkæn ˈwi ˈit/","https://audio.tatoeba.org/sentences/eng/322004.mp3","pending"
"Where do I turn?","/ˈhwɛɹ ˈdu ˈaɪ ˈtɝn/","https://audio.tatoeba.org/sentences/eng/687606.mp3","pending"
"Where is my dad?","/ˈhwɛɹ ˈɪz ˈmaɪ ˈdæd/","https://audio.tatoeba.org/sentences/eng/595504.mp3","pending"
"Which key is it?","/ˈhwɪtʃ ˈki ˈɪz ˈɪt/","https://audio.tatoeba.org/sentences/eng/1886587.mp3","pending"
"Who did you see?","/ˈhu ˈdɪd ˈju ˈsi/","https://audio.tatoeba.org/sentences/eng/2142016.mp3","pending"
"Who is this boy?","/ˈhu ˈɪz ˈðɪs ˈbɔɪ/","https://audio.tatoeba.org/sentences/eng/1388966.mp3","pending"
"Who wants to go?","/ˈhu ˈwɑnts ˈtu ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/2011330.mp3","pending"
"Why did you ask?","/ˈhwaɪ ˈdɪd ˈju ˈæsk/","https://audio.tatoeba.org/sentences/eng/3738114.mp3","pending"
"Why not ask Tom?","/ˈhwaɪ ˈnɑt ˈæsk ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3113478.mp3","pending"
"You can call me.","/ˈju ˈkæn ˈkɔɫ ˈmi/","https://audio.tatoeba.org/sentences/eng/3374169.mp3","pending"
"You can have it.","/ˈju ˈkæn ˈhæv ˈɪt/","https://audio.tatoeba.org/sentences/eng/1895808.mp3","pending"
"You have to eat.","/ˈju ˈhæv ˈtu ˈit/","https://audio.tatoeba.org/sentences/eng/2549418.mp3","pending"
"You may have it.","/ˈju ˈmeɪ ˈhæv ˈɪt/","https://audio.tatoeba.org/sentences/eng/3326708.mp3","pending"
"You sold me out.","/ˈju ˈsoʊɫd ˈmi ˈaʊt/","https://audio.tatoeba.org/sentences/eng/3326705.mp3","pending"
"You were a fool.","/ˈju ˈwɝ ˈeɪ ˈfuɫ/","https://audio.tatoeba.org/sentences/eng/2648872.mp3","pending"
"You're in a rut.","/ˈjuɹ ˈɪn ˈeɪ ˈɹət/","https://audio.tatoeba.org/sentences/eng/2549408.mp3","pending"
"Your time is up.","/ˈjɔɹ ˈtaɪm ˈɪz ˈəp/","https://audio.tatoeba.org/sentences/eng/17347.mp3","pending"
"A fuse has blown.","/ˈeɪ ˈfjuz ˈhæz ˈbɫoʊn/","https://audio.tatoeba.org/sentences/eng/34636.mp3","pending"
"Are those for me?","/ˈɑɹ ˈðoʊz ˈfɔɹ ˈmi/","https://audio.tatoeba.org/sentences/eng/1886365.mp3","pending"
"Are we safe here?","/ˈɑɹ ˈwi ˈseɪf ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/3242383.mp3","pending"
"Are you a lawyer?","/ˈɑɹ ˈju ˈeɪ ˈɫɔɪɝ/","https://audio.tatoeba.org/sentences/eng/1167039.mp3","pending"
"Are you done yet?","/ˈɑɹ ˈju ˈdən ˈjɛt/","https://audio.tatoeba.org/sentences/eng/2648866.mp3","pending"
"Are you free now?","/ˈɑɹ ˈju ˈfɹi ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/241534.mp3","pending"
"Are you new here?","/ˈɑɹ ˈju ˈnju ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/502232.mp3","pending"
"Are you still up?","/ˈɑɹ ˈju ˈstɪɫ ˈəp/","https://audio.tatoeba.org/sentences/eng/2307047.mp3","pending"
"Are you too cold?","/ˈɑɹ ˈju ˈtu ˈkoʊɫd/","https://audio.tatoeba.org/sentences/eng/3930019.mp3","pending"
"Ask Tom about it.","/ˈæsk ˈtɑm əˈbaʊt ˈɪt/","https://audio.tatoeba.org/sentences/eng/4667248.mp3","pending"
"Bring it on, Tom.","/ˈbɹɪŋ ˈɪt ˈɑn ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2648858.mp3","pending"
"Can I be excused?","/ˈkæn ˈaɪ ˈbi ɪkˈskjuzd/","https://audio.tatoeba.org/sentences/eng/264977.mp3","pending"
"Can I sleep here?","/ˈkæn ˈaɪ ˈsɫip ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/1911934.mp3","pending"
"Can you blame me?","/ˈkæn ˈju ˈbɫeɪm ˈmi/","https://audio.tatoeba.org/sentences/eng/1886258.mp3","pending"
"Can you prove it?","/ˈkæn ˈju ˈpɹuv ˈɪt/","https://audio.tatoeba.org/sentences/eng/41800.mp3","pending"
"Can you teach me?","/ˈkæn ˈju ˈtitʃ ˈmi/","https://audio.tatoeba.org/sentences/eng/443088.mp3","pending"
"Clean it up, Tom.","/ˈkɫin ˈɪt ˈəp ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2648854.mp3","pending"
"Come on, wake up.","/ˈkəm ˈɑn ˈweɪk ˈəp/","https://audio.tatoeba.org/sentences/eng/54227.mp3","pending"
"Come to my house.","/ˈkəm ˈtu ˈmaɪ ˈhaʊs/","https://audio.tatoeba.org/sentences/eng/250566.mp3","pending"
"Could I help you?","/ˈkʊd ˈaɪ ˈhɛɫp ˈju/","https://audio.tatoeba.org/sentences/eng/240229.mp3","pending"
"Did Tom call you?","/ˈdɪd ˈtɑm ˈkɔɫ ˈju/","https://audio.tatoeba.org/sentences/eng/3360551.mp3","pending"
"Did Tom hurt you?","/ˈdɪd ˈtɑm ˈhɝt ˈju/","https://audio.tatoeba.org/sentences/eng/2549397.mp3","pending"
"Did you kill Tom?","/ˈdɪd ˈju ˈkɪɫ ˈtɑm/","https://audio.tatoeba.org/sentences/eng/1886145.mp3","pending"
"Did you meet her?","/ˈdɪd ˈju ˈmit ˈhɝ/","https://audio.tatoeba.org/sentences/eng/13335.mp3","pending"
"Did you tell Tom?","/ˈdɪd ˈju ˈtɛɫ ˈtɑm/","https://audio.tatoeba.org/sentences/eng/1886134.mp3","pending"
"Do what Tom says.","/ˈdu ˈhwət ˈtɑm ˈsɛz/","https://audio.tatoeba.org/sentences/eng/1898413.mp3","pending"
"Do you ever rest?","/ˈdu ˈju ˈɛvɝ ˈɹɛst/","https://audio.tatoeba.org/sentences/eng/4498109.mp3","pending"
"Do you know that?","/ˈdu ˈju ˈnoʊ ˈðæt/","https://audio.tatoeba.org/sentences/eng/3738668.mp3","pending"
"Do you like snow?","/ˈdu ˈju ˈɫaɪk ˈsnoʊ/","https://audio.tatoeba.org/sentences/eng/434606.mp3","pending"
"Do you play golf?","/ˈdu ˈju ˈpɫeɪ ˈɡɑɫf/","https://audio.tatoeba.org/sentences/eng/2991896.mp3","pending"
"Do you want kids?","/ˈdu ˈju ˈwɑnt ˈkɪdz/","https://audio.tatoeba.org/sentences/eng/1886040.mp3","pending"
"Do you work here?","/ˈdu ˈju ˈwɝk ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/1543661.mp3","pending"
"Does Tom need me?","/ˈdəz ˈtɑm ˈnid ˈmi/","https://audio.tatoeba.org/sentences/eng/3360596.mp3","pending"
"Don't do it, Tom.","/ˈdoʊn ˈdu ˈɪt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2270352.mp3","pending"
"Don't let Tom in.","/ˈdoʊn ˈɫɛt ˈtɑm ˈɪn/","https://audio.tatoeba.org/sentences/eng/2270471.mp3","pending"
"Don't look at it.","/ˈdoʊn ˈɫʊk ˈæt ˈɪt/","https://audio.tatoeba.org/sentences/eng/2270478.mp3","pending"
"Don't talk to me.","/ˈdoʊn ˈtɔk ˈtu ˈmi/","https://audio.tatoeba.org/sentences/eng/1860410.mp3","pending"
"Don't you get it?","/ˈdoʊn ˈju ˈɡɛt ˈɪt/","https://audio.tatoeba.org/sentences/eng/1841720.mp3","pending"
"Drinks are on me.","/ˈdɹɪŋks ˈɑɹ ˈɑn ˈmi/","https://audio.tatoeba.org/sentences/eng/2648845.mp3","pending"
"Explain it to me.","/ɪksˈpɫeɪn ˈɪt ˈtu ˈmi/","https://audio.tatoeba.org/sentences/eng/1081547.mp3","pending"
"Get in here, Tom.","/ˈɡɛt ˈɪn ˈhiɹ ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2549395.mp3","pending"
"Get on the horse.","/ˈɡɛt ˈɑn ˈðə ˈhɔɹs/","https://audio.tatoeba.org/sentences/eng/1256569.mp3","pending"
"Get used to that.","/ˈɡɛt ˈjuzd ˈtu ˈðæt/","https://audio.tatoeba.org/sentences/eng/3448816.mp3","pending"
"Give me one hour.","/ˈɡɪv ˈmi ˈwən ˈaʊɝ/","https://audio.tatoeba.org/sentences/eng/3151510.mp3","pending"
"Give us a chance.","/ˈɡɪv ˈəs ˈeɪ ˈtʃæns/","https://audio.tatoeba.org/sentences/eng/2648833.mp3","pending"
"Go to sleep, Tom.","/ˈɡoʊ ˈtu ˈsɫip ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2648829.mp3","pending"
"Has Tom tried it?","/ˈhæz ˈtɑm ˈtɹaɪd ˈɪt/","https://audio.tatoeba.org/sentences/eng/3360574.mp3","pending"
"Have a nice trip!","/ˈhæv ˈeɪ ˈnaɪs ˈtɹɪp/","https://audio.tatoeba.org/sentences/eng/339238.mp3","pending"
"Have you met Tom?","/ˈhæv ˈju ˈmɛt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2261896.mp3","pending"
"He can read well.","/ˈhi ˈkæn ˈɹɛd ˈwɛɫ/","https://audio.tatoeba.org/sentences/eng/388978.mp3","pending"
"He gave a speech.","/ˈhi ˈɡeɪv ˈeɪ ˈspitʃ/","https://audio.tatoeba.org/sentences/eng/2764262.mp3","pending"
"He heard a shout.","/ˈhi ˈhɝd ˈeɪ ˈʃaʊt/","https://audio.tatoeba.org/sentences/eng/295294.mp3","pending"
"He is still here.","/ˈhi ˈɪz ˈstɪɫ ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/292828.mp3","pending"
"He is very brave.","/ˈhi ˈɪz ˈvɛɹi ˈbɹeɪv/","https://audio.tatoeba.org/sentences/eng/291595.mp3","pending"
"He must love you.","/ˈhi ˈməst ˈɫəv ˈju/","https://audio.tatoeba.org/sentences/eng/63365.mp3","pending"
"He slept an hour.","/ˈhi ˈsɫɛpt ˈæn ˈaʊɝ/","https://audio.tatoeba.org/sentences/eng/288413.mp3","pending"
"He was very poor.","/ˈhi ˈwɑz ˈvɛɹi ˈpuɹ/","https://audio.tatoeba.org/sentences/eng/292549.mp3","pending"
"Here is your bag.","/ˈhiɹ ˈɪz ˈjɔɹ ˈbæɡ/","https://audio.tatoeba.org/sentences/eng/17400.mp3","pending"
"Hey, are you Tom?","/ˈheɪ ˈɑɹ ˈju ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2648826.mp3","pending"
"Hold on a second.","/ˈhoʊɫd ˈɑn ˈeɪ ˈsɛkənd/","https://audio.tatoeba.org/sentences/eng/1120399.mp3","pending"
"How could I know?","/ˈhaʊ ˈkʊd ˈaɪ ˈnoʊ/","https://audio.tatoeba.org/sentences/eng/620808.mp3","pending"
"How is the salad?","/ˈhaʊ ˈɪz ˈðə ˈsæɫəd/","https://audio.tatoeba.org/sentences/eng/2549391.mp3","pending"
"How might I help?","/ˈhaʊ ˈmaɪt ˈaɪ ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/4499361.mp3","pending"
"I agree with him.","/ˈaɪ əˈɡɹi ˈwɪð ˈhɪm/","https://audio.tatoeba.org/sentences/eng/260397.mp3","pending"
"I also like cake.","/ˈaɪ ˈɔɫsoʊ ˈɫaɪk ˈkeɪk/","https://audio.tatoeba.org/sentences/eng/321982.mp3","pending"
"I am a bit drunk.","/ˈaɪ ˈæm ˈeɪ ˈbɪt ˈdɹəŋk/","https://audio.tatoeba.org/sentences/eng/258666.mp3","pending"
"I am only joking.","/ˈaɪ ˈæm ˈoʊnɫi ˈdʒoʊkɪŋ/","https://audio.tatoeba.org/sentences/eng/33037.mp3","pending"
"I believe in God.","/ˈaɪ bɪˈɫiv ˈɪn ˈɡɑd/","https://audio.tatoeba.org/sentences/eng/258848.mp3","pending"
"I can be trusted.","/ˈaɪ ˈkæn ˈbi ˈtɹəstɪd/","https://audio.tatoeba.org/sentences/eng/2300629.mp3","pending"
"I can't get away.","/ˈaɪ ˈkænt ˈɡɛt əˈweɪ/","https://audio.tatoeba.org/sentences/eng/3737226.mp3","pending"
"I can't pay them.","/ˈaɪ ˈkænt ˈpeɪ ˈðɛm/","https://audio.tatoeba.org/sentences/eng/2303604.mp3","pending"
"I can't stand it.","/ˈaɪ ˈkænt ˈstænd ˈɪt/","https://audio.tatoeba.org/sentences/eng/275285.mp3","pending"
"I can't talk now.","/ˈaɪ ˈkænt ˈtɔk ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/1954968.mp3","pending"
"I could see that.","/ˈaɪ ˈkʊd ˈsi ˈðæt/","https://audio.tatoeba.org/sentences/eng/1467591.mp3","pending"
"I did it for him.","/ˈaɪ ˈdɪd ˈɪt ˈfɔɹ ˈhɪm/","https://audio.tatoeba.org/sentences/eng/1790780.mp3","pending"
"I didn't like it.","/ˈaɪ ˈdɪdən ˈɫaɪk ˈɪt/","https://audio.tatoeba.org/sentences/eng/1386.mp3","pending"
