sentence,phonetic,audio_url,difficulty
Sitting for too long is a bad idea .,/ˈsɪtɪŋ ˈfɔr ˈtu ˈlɔŋ ˈɪz ˈeɪ ˈbæd aɪˈdiə/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843894/audio_file/level01/01_92ee0eea-a.mp3,easy
Did you get what you wanted ?,/ˈdɪd ˈju ˈɡɛt ˈhwət ˈju ˈwɔntɪd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843895/audio_file/level01/01_749d14d6-1.mp3,easy
You must feel very sick .,/ˈju ˈməst ˈfil ˈvɛri ˈsɪk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843896/audio_file/level01/01_1f2cfe7b-a.mp3,easy
Pass me that football .,/ˈpæs ˈmi ˈðæt ˈfʊtˌbɔl/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843897/audio_file/level01/01_d1ecee30-7.mp3,easy
They 've just asked her to stay another year .,/ˈðeɪ ˈvi ˈdʒəst ˈæskt ˈhər ˈtu ˈsteɪ əˈnəðər ˈjɪr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843899/audio_file/level01/01_f14b65c1-5.mp3,easy
I was excited because Stella and I had 500 dollars to share between the two of us .,/ˈaɪ ˈwɑz ɪkˈsaɪtəd bɪˈkɑz ˈstɛlə ˈænd ˈaɪ ˈhæd 500 ˈdɑlərz ˈtu ˈʃɛr bitˈwin ˈðə ˈtu ˈəv ˈəs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843905/audio_file/level01/01_d0e3fe92-6.mp3,easy
Have you seen my sneakers ?,/ˈhæv ˈju ˈsin ˈmaɪ ˈsnikərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843907/audio_file/level01/01_00c7b5a0-e.mp3,easy
Mother was happy to finally get a new dog after Daisy died .,/ˈməðər ˈwɑz ˈhæpi ˈtu ˈfaɪnəli ˈɡɛt ˈeɪ ˈnju ˈdɔɡ ˈæftər ˈdeɪzi ˈdaɪd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843908/audio_file/level01/01_5884d6ee-a.mp3,easy
I told you he could do it .,/ˈaɪ ˈtoʊld ˈju ˈhi ˈkʊd ˈdu ˈɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843909/audio_file/level01/01_ff5d4eaf-8.mp3,easy
My car was damaged in that parking lot .,/ˈmaɪ ˈkɑr ˈwɑz ˈdæmədʒd ˈɪn ˈðæt ˈpɑrkɪŋ ˈlɑt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843910/audio_file/level01/01_fea26569-8.mp3,easy
The food was brought on beautiful plates .,/ˈðə ˈfud ˈwɑz ˈbrɔt ˈɑn ˈbjutəfəl ˈpleɪts/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843911/audio_file/level01/01_e8fc2958-d.mp3,easy
Is it already 5 p. m.?,/ˈɪz ˈɪt ɔˈrɛdi 5 ˈpi ˈɛm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843912/audio_file/level01/01_3b9b4cb6-8.mp3,easy
Gloria always wore very big earrings .,/ˈɡlɔriə ˈɔlˌweɪz ˈwɔr ˈvɛri ˈbɪɡ ˈirɪŋz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843914/audio_file/level01/01_71e973a7-9.mp3,easy
Every day he tells his wife not to worry but I know she does .,/ˈɛvəri ˈdeɪ ˈhi ˈtɛlz ˈhɪz ˈwaɪf ˈnɑt ˈtu ˈwəri ˈbət ˈaɪ ˈnoʊ ˈʃi ˈdəz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843915/audio_file/level01/01_b450784a-5.mp3,easy
I got bored at the beach .,/ˈaɪ ˈɡɑt ˈbɔrd ˈæt ˈðə ˈbitʃ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843916/audio_file/level01/01_28482b96-4.mp3,easy
Let 's wait in front of the store .,/ˈlɛt ˈɛs ˈweɪt ˈɪn ˈfrənt ˈəv ˈðə ˈstɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843917/audio_file/level01/01_cf82d7fd-a.mp3,easy
The soccer stadium was full of fans .,/ˈðə ˈsɑkər ˈsteɪdiəm ˈwɑz ˈfʊl ˈəv ˈfænz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843918/audio_file/level01/01_f68073b0-a.mp3,easy
I 'd like to be a godmother .,/ˈaɪ ˈdi ˈlaɪk ˈtu ˈbi ˈeɪ ˈɡɑdˌməðər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843919/audio_file/level01/01_2653d98a-4.mp3,easy
There were many rabbits at the petting zoo .,/ˈðɛr ˈwər ˈmɛni ˈræbəts ˈæt ˈðə ˈpɛtɪŋ ˈzu/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843920/audio_file/level01/01_46182bf5-3.mp3,easy
I 'm looking for a carpenter .,/ˈaɪ əm ˈlʊkɪŋ ˈfɔr ˈeɪ ˈkɑrpəntər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843921/audio_file/level01/01_affca22a-d.mp3,easy
There were not many swimmers in the water .,/ˈðɛr ˈwər ˈnɑt ˈmɛni ˈswɪmərz ˈɪn ˈðə ˈwɔtər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843923/audio_file/level01/01_dc498874-a.mp3,easy
She was as beautiful as they said .,/ˈʃi ˈwɑz ˈæz ˈbjutəfəl ˈæz ˈðeɪ ˈsɛd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843924/audio_file/level01/01_af8c1e49-4.mp3,easy
Her hair was as soft as silk .,/ˈhər ˈhɛr ˈwɑz ˈæz ˈsɑft ˈæz ˈsɪlk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843925/audio_file/level01/01_28737733-a.mp3,easy
I have n't seen her since we were in high school together .,/ˈaɪ ˈhæv n't ˈsin ˈhər ˈsɪns ˈwi ˈwər ˈɪn ˈhaɪ ˈskul təˈɡɛðər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843927/audio_file/level01/01_9fb4367b-0.mp3,easy
They often liked doing things together .,/ˈðeɪ ˈɔfən ˈlaɪkt ˈduɪŋ ˈθɪŋz təˈɡɛðər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843928/audio_file/level01/01_d7bb0a75-e.mp3,easy
Do you think you were changed by what you saw ?,/ˈdu ˈju ˈθɪŋk ˈju ˈwər ˈtʃeɪndʒd ˈbaɪ ˈhwət ˈju ˈsɔ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843929/audio_file/level01/01_727be445-b.mp3,easy
"If we were all alike , life would be boring .",/ˈɪf ˈwi ˈwər ˈɔl əˈlaɪk ˈlaɪf ˈwʊd ˈbi ˈbɔrɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843930/audio_file/level01/01_fbf7fbcf-c.mp3,easy
I think that one is his .,/ˈaɪ ˈθɪŋk ˈðæt ˈwən ˈɪz ˈhɪz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843932/audio_file/level01/01_00f9587e-8.mp3,easy
She gave him a new cup .,/ˈʃi ˈɡeɪv ˈhɪm ˈeɪ ˈnju ˈkəp/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843933/audio_file/level01/01_c2516e28-a.mp3,easy
I do n't know where I put my house keys last night .,/ˈaɪ ˈdu n't ˈnoʊ ˈhwɛr ˈaɪ ˈpʊt ˈmaɪ ˈhaʊs ˈkiz ˈlæs ˈnaɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843934/audio_file/level01/01_738cc83e-1.mp3,easy
We did n't want to wake the sleeping girls .,/ˈwi ˈdɪd n't ˈwɑnt ˈtu ˈweɪk ˈðə ˈslipɪŋ ˈɡərlz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843936/audio_file/level01/01_babca2df-4.mp3,easy
Her smile told me everything I needed to know .,/ˈhər ˈsmaɪl ˈtoʊld ˈmi ˈɛvriˌθɪŋ ˈaɪ ˈnidəd ˈtu ˈnoʊ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843937/audio_file/level01/01_b9d62856-8.mp3,easy
It 's hard to tell if these are my socks or his .,/ˈɪt ˈɛs ˈhɑrd ˈtu ˈtɛl ˈɪf ˈðiz ˈɑr ˈmaɪ ˈsɑks ˈɔr ˈhɪz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843938/audio_file/level01/01_7d3529ed-1.mp3,easy
Have you seen it already ?,/ˈhæv ˈju ˈsin ˈɪt ɔˈrɛdi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843940/audio_file/level01/01_7d809722-9.mp3,easy
"If she had known , she 'd have stayed .",/ˈɪf ˈʃi ˈhæd ˈnoʊn ˈʃi ˈdi ˈhæv ˈsteɪd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843941/audio_file/level01/01_7f20ac43-8.mp3,easy
There will be war .,/ˈðɛr ˈwɪl ˈbi ˈwɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843942/audio_file/level01/01_b7ee9c88-5.mp3,easy
My mother calls every weekend .,/ˈmaɪ ˈməðər ˈkɔlz ˈɛvəri ˈwiˌkɛnd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843943/audio_file/level01/01_b8e34750-4.mp3,easy
It is as hot as the desert .,/ˈɪt ˈɪz ˈæz ˈhɑt ˈæz ˈðə ˈdɛzərt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843944/audio_file/level01/01_8c643430-2.mp3,easy
"If he were my father , I 'd write him .",/ˈɪf ˈhi ˈwər ˈmaɪ ˈfɑðər ˈaɪ ˈdi ˈraɪt ˈhɪm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843945/audio_file/level01/01_41cbfdc0-6.mp3,easy
"In order to lose weight , he ate vegetables .",/ˈɪn ˈɔrdər ˈtu ˈluz ˈweɪt ˈhi ˈeɪt ˈvɛdʒtəbəlz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843946/audio_file/level01/01_95b5a3b1-3.mp3,easy
I felt sad after watching that movie .,/ˈaɪ ˈfɛlt ˈsæd ˈæftər ˈwɑtʃɪŋ ˈðæt ˈmuvi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843947/audio_file/level01/01_b0b73cac-a.mp3,easy
I told him I would do it .,/ˈaɪ ˈtoʊld ˈhɪm ˈaɪ ˈwʊd ˈdu ˈɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843949/audio_file/level01/01_ed3826f0-c.mp3,easy
Movies produced in Hollywood are popular .,/ˈmuviz prəˈdust ˈɪn ˈhɑliˌwʊd ˈɑr ˈpɑpjələr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843950/audio_file/level01/01_4f068d84-2.mp3,easy
"It will be April soon , so I will finally get to see beautiful cherry blossom trees .",/ˈɪt ˈwɪl ˈbi ˈeɪprəl ˈsun ˈsoʊ ˈaɪ ˈwɪl ˈfaɪnəli ˈɡɛt ˈtu ˈsi ˈbjutəfəl ˈtʃɛri ˈblɑsəm ˈtriz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843951/audio_file/level01/01_9e1ea064-f.mp3,easy
He learned when to start dancing .,/ˈhi ˈlərnd ˈhwɛn ˈtu ˈstɑrt ˈdænsɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843952/audio_file/level01/01_27ef883a-6.mp3,easy
This is the room where it all began .,/ˈðɪs ˈɪz ˈðə ˈrum ˈhwɛr ˈɪt ˈɔl biˈɡæn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843953/audio_file/level01/01_029e2396-e.mp3,easy
We heard frogs near the lake .,/ˈwi ˈhərd ˈfrɑɡz ˈnɪr ˈðə ˈleɪk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843954/audio_file/level01/01_14648c58-0.mp3,easy
Have you ever been on a plane ?,/ˈhæv ˈju ˈɛvər ˈbɪn ˈɑn ˈeɪ ˈpleɪn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843956/audio_file/level01/01_fcedcc64-c.mp3,easy
There are a lot of sheep in Ireland .,/ˈðɛr ˈɑr ˈeɪ ˈlɑt ˈəv ˈʃip ˈɪn ˈaɪərlənd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843957/audio_file/level01/01_557e3c2d-3.mp3,easy
"If he was a few years older , he could join .",/ˈɪf ˈhi ˈwɑz ˈeɪ ˈfju ˈjɪrz ˈoʊldər ˈhi ˈkʊd ˈdʒɔɪn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843957/audio_file/level01/01_5914a8f7-6.mp3,easy
She went home late .,/ˈʃi ˈwɛnt ˈhoʊm ˈleɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843959/audio_file/level01/01_211b2296-a.mp3,easy
Carley went shopping for a dress today .,/ˈkɑrli ˈwɛnt ˈʃɑpɪŋ ˈfɔr ˈeɪ ˈdrɛs təˈdeɪ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843960/audio_file/level01/01_40b1ef02-7.mp3,easy
They were cycling in the mountains .,/ˈðeɪ ˈwər ˈsaɪkəlɪŋ ˈɪn ˈðə ˈmaʊntənz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843961/audio_file/level01/01_243f9a6b-5.mp3,easy
I think I need to lose a few more kilograms .,/ˈaɪ ˈθɪŋk ˈaɪ ˈnid ˈtu ˈluz ˈeɪ ˈfju ˈmɔr ˈkɪləˌɡræmz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843962/audio_file/level01/01_2bc681c3-0.mp3,easy
I love this illustrator !,/ˈaɪ ˈləv ˈðɪs ˈɪləˌstreɪtər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843963/audio_file/level01/01_797bf7fd-8.mp3,easy
We waited a long time for her arrival .,/ˈwi ˈweɪtɪd ˈeɪ ˈlɔŋ ˈtaɪm ˈfɔr ˈhər ərˈaɪvəl/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843964/audio_file/level01/01_86ff85ff-e.mp3,easy
It 's football season in America .,/ˈɪt ˈɛs ˈfʊtˌbɔl ˈsizən ˈɪn əˈmɛrəkə/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843965/audio_file/level01/01_5a0e5c11-4.mp3,easy
"Fortunately , salad was Gina 's favorite food .",/ˈfɔrtʃənətli ˈsæləd ˈwɑz ˈdʒinə ˈɛs ˈfeɪvərɪt ˈfud/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843966/audio_file/level01/01_e67f15df-1.mp3,easy
She hoped to find a good job at the job fair .,/ˈʃi ˈhoʊpt ˈtu ˈfaɪnd ˈeɪ ˈɡʊd ˈdʒɑb ˈæt ˈðə ˈdʒɑb ˈfɛr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843968/audio_file/level01/01_8432ca6b-9.mp3,easy
The women coming over today are my friends .,/ˈðə ˈwɪmən ˈkəmɪŋ ˈoʊvər təˈdeɪ ˈɑr ˈmaɪ ˈfrɛndz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843969/audio_file/level01/01_2349e408-0.mp3,easy
He spoke to both of us .,/ˈhi ˈspoʊk ˈtu ˈboʊθ ˈəv ˈəs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843970/audio_file/level01/01_33f19703-4.mp3,easy
I tried to clean up .,/ˈaɪ ˈtraɪd ˈtu ˈklin ˈəp/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843971/audio_file/level01/01_26a8d407-a.mp3,easy
That parking lot is full .,/ˈðæt ˈpɑrkɪŋ ˈlɑt ˈɪz ˈfʊl/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843972/audio_file/level01/01_fb9b658a-e.mp3,easy
I wish I could be more like you .,/ˈaɪ ˈwɪʃ ˈaɪ ˈkʊd ˈbi ˈmɔr ˈlaɪk ˈju/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843974/audio_file/level01/01_1cab5a96-b.mp3,easy
He walked around the garden .,/ˈhi ˈwɔkt ərˈaʊn ˈðə ˈɡɑrdən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843975/audio_file/level01/01_31dd5f2b-d.mp3,easy
We hired a new gardener .,/ˈwi ˈhaɪərd ˈeɪ ˈnju ˈɡɑrdənər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843976/audio_file/level01/01_7b6ebb7e-c.mp3,easy
I hope to go to France one day .,/ˈaɪ ˈhoʊp ˈtu ˈɡoʊ ˈtu ˈfræns ˈwən ˈdeɪ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843978/audio_file/level01/01_8ec269b7-e.mp3,easy
He loves his sneakers more than his regular shoes .,/ˈhi ˈləvz ˈhɪz ˈsnikərz ˈmɔr ˈðæn ˈhɪz ˈreɪɡjələr ˈʃuz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843979/audio_file/level01/01_d4fa3460-8.mp3,easy
Many children picked the fruit .,/ˈmɛni ˈtʃɪldrən ˈpɪkt ˈðə ˈfrut/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843980/audio_file/level01/01_dbcbbfc8-b.mp3,easy
Shall I help you with your homework ?,/ˈʃæl ˈaɪ ˈhɛlp ˈju ˈwɪð ˈjɔr ˈhoʊmˌwərk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843981/audio_file/level01/01_9edbc887-e.mp3,easy
Did you forget yours ?,/ˈdɪd ˈju fərˈɡɛt ˈjɔrz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843983/audio_file/level01/01_bfcc1557-e.mp3,easy
She started counting sheep so she could sleep .,/ˈʃi ˈstɑrtɪd ˈkaʊnɪŋ ˈʃip ˈsoʊ ˈʃi ˈkʊd ˈslip/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843984/audio_file/level01/01_2132e275-1.mp3,easy
My parents died many years ago .,/ˈmaɪ ˈpɛrənts ˈdaɪd ˈmɛni ˈjɪrz əˈɡoʊ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843985/audio_file/level01/01_0e28499f-2.mp3,easy
I wish we were all together again for one last dinner .,/ˈaɪ ˈwɪʃ ˈwi ˈwər ˈɔl təˈɡɛðər əˈɡeɪn ˈfɔr ˈwən ˈlæs ˈdɪnər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843986/audio_file/level01/01_2ee3f13f-1.mp3,easy
They wish they could be happy .,/ˈðeɪ ˈwɪʃ ˈðeɪ ˈkʊd ˈbi ˈhæpi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843987/audio_file/level01/01_6638da95-b.mp3,easy
She ate spaghetti every week .,/ˈʃi ˈeɪt spəˈɡɛti ˈɛvəri ˈwik/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843988/audio_file/level01/01_c8161a41-e.mp3,easy
Where did you buy that beautiful pair of pajamas ?,/ˈhwɛr ˈdɪd ˈju ˈbaɪ ˈðæt ˈbjutəfəl ˈpɛr ˈəv pəˈdʒæməz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843990/audio_file/level01/01_9cec07b1-9.mp3,easy
She was happy but now she is sad .,/ˈʃi ˈwɑz ˈhæpi ˈbət ˈnaʊ ˈʃi ˈɪz ˈsæd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843993/audio_file/level01/01_6e0d4915-e.mp3,easy
