transcript,audio_url,difficulty
"If he were my father , I 'd write him .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773843945/audio_file/level01/01_41cbfdc0-6.mp3,easy
"In order to lose weight , he ate vegetables .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773843946/audio_file/level01/01_95b5a3b1-3.mp3,easy
I felt sad after watching that movie .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843947/audio_file/level01/01_b0b73cac-a.mp3,easy
I told him I would do it .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843949/audio_file/level01/01_ed3826f0-c.mp3,easy
Movies produced in Hollywood are popular .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843950/audio_file/level01/01_4f068d84-2.mp3,easy
"It will be April soon , so I will finally get to see beautiful cherry blossom trees .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773843951/audio_file/level01/01_9e1ea064-f.mp3,easy
He learned when to start dancing .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843952/audio_file/level01/01_27ef883a-6.mp3,easy
This is the room where it all began .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843953/audio_file/level01/01_029e2396-e.mp3,easy
We heard frogs near the lake .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843954/audio_file/level01/01_14648c58-0.mp3,easy
Have you ever been on a plane ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843956/audio_file/level01/01_fcedcc64-c.mp3,easy
There are a lot of sheep in Ireland .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843957/audio_file/level01/01_557e3c2d-3.mp3,easy
"If he was a few years older , he could join .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773843957/audio_file/level01/01_5914a8f7-6.mp3,easy
She went home late .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843959/audio_file/level01/01_211b2296-a.mp3,easy
Carley went shopping for a dress today .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843960/audio_file/level01/01_40b1ef02-7.mp3,easy
They were cycling in the mountains .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843961/audio_file/level01/01_243f9a6b-5.mp3,easy
I think I need to lose a few more kilograms .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843962/audio_file/level01/01_2bc681c3-0.mp3,easy
I love this illustrator !,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843963/audio_file/level01/01_797bf7fd-8.mp3,easy
We waited a long time for her arrival .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843964/audio_file/level01/01_86ff85ff-e.mp3,easy
It 's football season in America .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843965/audio_file/level01/01_5a0e5c11-4.mp3,easy
"Fortunately , salad was Gina 's favorite food .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773843966/audio_file/level01/01_e67f15df-1.mp3,easy
She hoped to find a good job at the job fair .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843968/audio_file/level01/01_8432ca6b-9.mp3,easy
The women coming over today are my friends .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843969/audio_file/level01/01_2349e408-0.mp3,easy
He spoke to both of us .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843970/audio_file/level01/01_33f19703-4.mp3,easy
I tried to clean up .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843971/audio_file/level01/01_26a8d407-a.mp3,easy
That parking lot is full .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843972/audio_file/level01/01_fb9b658a-e.mp3,easy
I wish I could be more like you .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843974/audio_file/level01/01_1cab5a96-b.mp3,easy
He walked around the garden .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843975/audio_file/level01/01_31dd5f2b-d.mp3,easy
We hired a new gardener .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843976/audio_file/level01/01_7b6ebb7e-c.mp3,easy
I hope to go to France one day .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843978/audio_file/level01/01_8ec269b7-e.mp3,easy
He loves his sneakers more than his regular shoes .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843979/audio_file/level01/01_d4fa3460-8.mp3,easy
Many children picked the fruit .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843980/audio_file/level01/01_dbcbbfc8-b.mp3,easy
Shall I help you with your homework ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843981/audio_file/level01/01_9edbc887-e.mp3,easy
Did you forget yours ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843983/audio_file/level01/01_bfcc1557-e.mp3,easy
She started counting sheep so she could sleep .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843984/audio_file/level01/01_2132e275-1.mp3,easy
My parents died many years ago .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843985/audio_file/level01/01_0e28499f-2.mp3,easy
I wish we were all together again for one last dinner .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843986/audio_file/level01/01_2ee3f13f-1.mp3,easy
They wish they could be happy .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843987/audio_file/level01/01_6638da95-b.mp3,easy
She ate spaghetti every week .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843988/audio_file/level01/01_c8161a41-e.mp3,easy
Where did you buy that beautiful pair of pajamas ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843990/audio_file/level01/01_9cec07b1-9.mp3,easy
She was happy but now she is sad .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843993/audio_file/level01/01_6e0d4915-e.mp3,easy
I have been teaching here for many years .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843995/audio_file/level01/01_29cec4e0-0.mp3,easy
Have you started your new job yet ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843996/audio_file/level01/01_1a66c118-5.mp3,easy
This iPad is as fast as a desktop computer .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843997/audio_file/level01/01_03e8efd2-2.mp3,easy
He had very powerful legs .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843998/audio_file/level01/01_597e0f53-d.mp3,easy
He 's got a bad temper .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843999/audio_file/level01/01_fb622181-4.mp3,easy
He ran to the bus stop .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844001/audio_file/level01/01_a4a51d31-3.mp3,easy
My tooth is loose .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844002/audio_file/level01/01_18ad7aab-9.mp3,easy
I wish she could have seen it .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844003/audio_file/level01/01_fbb6e73c-8.mp3,easy
"Since she was n't feeling well today , she was working badly .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773844004/audio_file/level01/01_6b38f1a1-f.mp3,easy
Driving is something I enjoy doing .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844005/audio_file/level01/01_91e9a822-6.mp3,easy
Are you on the field hockey team ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844006/audio_file/level01/01_dae47975-b.mp3,easy
They usually go to sleep early .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844007/audio_file/level01/01_f1d1384f-c.mp3,easy
I miss my mom .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844008/audio_file/level01/01_5fe2ff89-0.mp3,easy
I grew up with three brothers .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844009/audio_file/level01/01_e88d1fd4-e.mp3,easy
Have you met the groom yet ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844010/audio_file/level01/01_5c58c0db-1.mp3,easy
Would you like me to carry that for you ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844011/audio_file/level01/01_bbfa54f3-7.mp3,easy
I wish we could go again .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844012/audio_file/level01/01_f2242f58-c.mp3,easy
I do n't know why he dislikes me .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844013/audio_file/level01/01_c522401d-0.mp3,easy
He was as old as my father .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844015/audio_file/level01/01_f0503805-1.mp3,easy
Was there a man or a woman in the car ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844016/audio_file/level01/01_5d648670-9.mp3,easy
"I wish I could be there when she arrives , but I have another appointment .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773844017/audio_file/level01/01_c24e1a76-2.mp3,easy
Both of them finished their homework .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844018/audio_file/level01/01_878ef12e-d.mp3,easy
It was a wonderful place to view the sunset .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844019/audio_file/level01/01_378c4fb8-a.mp3,easy
Jane had a nice jacket collection .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844020/audio_file/level01/01_9cf4041e-f.mp3,easy
This is made of paper .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844021/audio_file/level01/01_49c285f7-a.mp3,easy
I have been ill since morning .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844022/audio_file/level01/01_b3e4b9e0-9.mp3,easy
Have you seen hers ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844023/audio_file/level01/01_d23f4e06-e.mp3,easy
He 's already gone to bed .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844025/audio_file/level01/01_343f0a67-d.mp3,easy
She was as helpless as a baby .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844026/audio_file/level01/01_4ce16ef1-7.mp3,easy
I asked him to leave .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844027/audio_file/level01/01_e91a3273-2.mp3,easy
Nothing is as good as my mother 's homemade seafood pasta .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844028/audio_file/level01/01_c3b70c4e-4.mp3,easy
We learned about clouds today .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844028/audio_file/level01/01_ccef9798-3.mp3,easy
Her eyes were closed .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844030/audio_file/level01/01_42b3e944-b.mp3,easy
I wish I had known .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844031/audio_file/level01/01_1113b9d1-2.mp3,easy
Everyone clapped their hands after the performance .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844032/audio_file/level01/01_666205d6-0.mp3,easy
I wonder why people still die of curable diseases .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844033/audio_file/level01/01_76de05ca-a.mp3,easy
The school allowed him to perform .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844034/audio_file/level01/01_77c78148-0.mp3,easy
I wish I had some cool water to drink .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844035/audio_file/level01/01_b31a5917-f.mp3,easy
Her little brother liked collecting pocket knives .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844036/audio_file/level01/01_98aaa715-9.mp3,easy
I thought I had to talk to him .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844038/audio_file/level01/01_d2c6a5a7-e.mp3,easy
Is it Tuesday already ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844039/audio_file/level01/01_ac1bcc7e-e.mp3,easy
Has it already been finished ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844040/audio_file/level01/01_042aa1f1-0.mp3,easy
It was painted blue .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844041/audio_file/level01/01_93b1f6a8-1.mp3,easy
A baby sheep is called a lamb .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844042/audio_file/level01/01_fb46f224-4.mp3,easy
That was the spot where the tree was .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844043/audio_file/level01/01_5113414d-3.mp3,easy
I wish she could have forgiven him .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844045/audio_file/level01/01_781c0fbd-6.mp3,easy
Who is the Israeli prime minister now ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844046/audio_file/level01/01_7e3a6d5c-7.mp3,easy
Limestone is often used in cement .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844048/audio_file/level01/01_68eff61a-5.mp3,easy
"If they had gone north , we could have followed them .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773844049/audio_file/level01/01_a226cf82-2.mp3,easy
The dog learned to sit .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844051/audio_file/level01/01_d370c497-4.mp3,easy
I was born here .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844052/audio_file/level01/01_959c80d9-1.mp3,easy
No one had money .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844053/audio_file/level01/01_eb4aed5a-e.mp3,easy
Everyone looked for the missing boys .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844054/audio_file/level01/01_e0d9430c-3.mp3,easy
I have just started my new job .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844055/audio_file/level01/01_9dd2147d-7.mp3,easy
Chicken is healthier than beef .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844056/audio_file/level01/01_1360ee09-c.mp3,easy
We can watch the planes from here .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844057/audio_file/level01/01_a8e0ff79-3.mp3,easy
Her son became a dentist .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844058/audio_file/level01/01_998e290a-1.mp3,easy
A man dressed as a policeman was asking questions .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844059/audio_file/level01/01_ed0444fb-e.mp3,easy
He decided to buy flowers for his wife while he was out .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844060/audio_file/level01/01_913594ea-0.mp3,easy
Have you changed your socks ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844062/audio_file/level01/01_82cb2efb-3.mp3,easy
Many things were broken .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844063/audio_file/level01/01_1e7866e8-0.mp3,easy
They were married in Rome .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844064/audio_file/level01/01_468f966c-2.mp3,easy
The food is usually good there .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844065/audio_file/level01/01_b5148436-d.mp3,easy
The temperature is really mild this morning .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844066/audio_file/level01/01_4b04a3c1-d.mp3,easy
This area is known for its peaches .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844067/audio_file/level01/01_d8671eda-2.mp3,easy
You have nothing left .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844068/audio_file/level01/01_48214568-4.mp3,easy
They 'd be angry if she had gone too .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844069/audio_file/level01/01_38a2618f-3.mp3,easy
Her heart was broken .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844070/audio_file/level01/01_af8d0c50-9.mp3,easy
I said I was going home .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844071/audio_file/level01/01_10cdfb77-b.mp3,easy
The new US school year starts in September .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844072/audio_file/level01/01_a7c9146e-6.mp3,easy
Her arm was broken .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844073/audio_file/level01/01_922973bd-9.mp3,easy
He could n't stop looking at her .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844074/audio_file/level01/01_ec77c918-8.mp3,easy
He does n't know how to do it .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844075/audio_file/level01/01_dc2d9ec7-6.mp3,easy
Did you tell her where to meet us ?,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844076/audio_file/level01/01_97b60e1f-d.mp3,easy
He suddenly got angry .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844077/audio_file/level01/01_c7aed8bd-2.mp3,easy
"If you wanted to talk to someone , who would you call ?",https://res.cloudinary.com/dcz6avkds/video/upload/v1773844078/audio_file/level01/01_5698c869-e.mp3,easy
I found his keys by the door .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844079/audio_file/level01/01_e26afd8d-e.mp3,easy
Obama is a person whose power is respected .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844080/audio_file/level01/01_05c6479e-f.mp3,easy
She always put apples in her yogurt .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844081/audio_file/level01/01_2319bdaa-3.mp3,easy
The plane was as small as a car .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844082/audio_file/level01/01_2435e921-0.mp3,easy
I wish I could have done it .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844084/audio_file/level01/01_355a9bd2-a.mp3,easy
You can use ours .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844085/audio_file/level01/01_35997387-c.mp3,easy
I wish I could find that book .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844086/audio_file/level01/01_0c9a355e-b.mp3,easy
"Pass me that ball , would you ?",https://res.cloudinary.com/dcz6avkds/video/upload/v1773844087/audio_file/level01/01_ae742e31-2.mp3,easy
We learned to dance .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844089/audio_file/level01/01_ccf00e95-f.mp3,easy
That 's the house where they went to play video games last week .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844090/audio_file/level01/01_ada57936-9.mp3,easy
The animals began to run .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844091/audio_file/level01/01_20d282cc-3.mp3,easy
He told us what he had seen .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844092/audio_file/level01/01_ddb41b5e-3.mp3,easy
The woman listening to the music looked so happy .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844094/audio_file/level01/01_cde1547d-8.mp3,easy
