sentence,phonetic,audio_url,difficulty
"I can drive a car.","/ˈaɪ ˈkæn ˈdɹaɪv ˈeɪ ˈkɑɹ/","https://audio.tatoeba.org/sentences/eng/505158.mp3","pending"
"I can play tennis.","/ˈaɪ ˈkæn ˈpɫeɪ ˈtɛnəs/","https://audio.tatoeba.org/sentences/eng/255078.mp3","pending"
"I can't do it now.","/ˈaɪ ˈkænt ˈdu ˈɪt ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/2648523.mp3","pending"
"I can't risk that.","/ˈaɪ ˈkænt ˈɹɪsk ˈðæt/","https://audio.tatoeba.org/sentences/eng/1954803.mp3","pending"
"I can't trust you.","/ˈaɪ ˈkænt ˈtɹəst ˈju/","https://audio.tatoeba.org/sentences/eng/1955085.mp3","pending"
"I covered my ears.","/ˈaɪ ˈkəvɝd ˈmaɪ ˈiɹz/","https://audio.tatoeba.org/sentences/eng/3335975.mp3","pending"
"I did a bad thing.","/ˈaɪ ˈdɪd ˈeɪ ˈbæd ˈθɪŋ/","https://audio.tatoeba.org/sentences/eng/2314821.mp3","pending"
"I didn't get shot.","/ˈaɪ ˈdɪdən ˈɡɛt ˈʃɑt/","https://audio.tatoeba.org/sentences/eng/2271727.mp3","pending"
"I didn't see that.","/ˈaɪ ˈdɪdən ˈsi ˈðæt/","https://audio.tatoeba.org/sentences/eng/2271759.mp3","pending"
"I don't blame him.","/ˈaɪ ˈdoʊn ˈbɫeɪm ˈhɪm/","https://audio.tatoeba.org/sentences/eng/1875985.mp3","pending"
"I don't feel well.","/ˈaɪ ˈdoʊn ˈfiɫ ˈwɛɫ/","https://audio.tatoeba.org/sentences/eng/1717.mp3","pending"
"I don't like snow.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈsnoʊ/","https://audio.tatoeba.org/sentences/eng/2931784.mp3","pending"
"I don't play golf.","/ˈaɪ ˈdoʊn ˈpɫeɪ ˈɡɑɫf/","https://audio.tatoeba.org/sentences/eng/2050552.mp3","pending"
"I don't want meat.","/ˈaɪ ˈdoʊn ˈwɑnt ˈmit/","https://audio.tatoeba.org/sentences/eng/453790.mp3","pending"
"I dropped my keys.","/ˈaɪ ˈdɹɑpt ˈmaɪ ˈkiz/","https://audio.tatoeba.org/sentences/eng/1515342.mp3","pending"
"I feel very angry.","/ˈaɪ ˈfiɫ ˈvɛɹi ˈæŋɡɹi/","https://audio.tatoeba.org/sentences/eng/4498600.mp3","pending"
"I forgot her name.","/ˈaɪ fɝˈɡɑt ˈhɝ ˈneɪm/","https://audio.tatoeba.org/sentences/eng/853171.mp3","pending"
"I gave him a book.","/ˈaɪ ˈɡeɪv ˈhɪm ˈeɪ ˈbʊk/","https://audio.tatoeba.org/sentences/eng/260488.mp3","pending"
"I got my hair cut.","/ˈaɪ ˈɡɑt ˈmaɪ ˈhɛɹ ˈkət/","https://audio.tatoeba.org/sentences/eng/257883.mp3","pending"
"I had a hard time.","/ˈaɪ ˈhæd ˈeɪ ˈhɑɹd ˈtaɪm/","https://audio.tatoeba.org/sentences/eng/34704.mp3","pending"
"I hate doing this.","/ˈaɪ ˈheɪt ˈduɪŋ ˈðɪs/","https://audio.tatoeba.org/sentences/eng/4667218.mp3","pending"
"I have a bad cold.","/ˈaɪ ˈhæv ˈeɪ ˈbæd ˈkoʊɫd/","https://audio.tatoeba.org/sentences/eng/255478.mp3","pending"
"I have a cut here.","/ˈaɪ ˈhæv ˈeɪ ˈkət ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/61737.mp3","pending"
"I have a schedule.","/ˈaɪ ˈhæv ˈeɪ ˈskɛdʒuɫ/","https://audio.tatoeba.org/sentences/eng/2358808.mp3","pending"
"I have an opinion.","/ˈaɪ ˈhæv ˈæn əˈpɪnjən/","https://audio.tatoeba.org/sentences/eng/435194.mp3","pending"
"I have no privacy.","/ˈaɪ ˈhæv ˈnoʊ ˈpɹaɪvəsi/","https://audio.tatoeba.org/sentences/eng/2360153.mp3","pending"
"I have three dogs.","/ˈaɪ ˈhæv ˈθɹi ˈdɑɡz/","https://audio.tatoeba.org/sentences/eng/289638.mp3","pending"
"I have to find it.","/ˈaɪ ˈhæv ˈtu ˈfaɪnd ˈɪt/","https://audio.tatoeba.org/sentences/eng/252187.mp3","pending"
"I haven't met him.","/ˈaɪ ˈhævən ˈmɛt ˈhɪm/","https://audio.tatoeba.org/sentences/eng/284429.mp3","pending"
"I just can't wait.","/ˈaɪ ˈdʒəst ˈkænt ˈweɪt/","https://audio.tatoeba.org/sentences/eng/2362120.mp3","pending"
"I just moved here.","/ˈaɪ ˈdʒəst ˈmuvd ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/2372797.mp3","pending"
"I know how to ski.","/ˈaɪ ˈnoʊ ˈhaʊ ˈtu ˈski/","https://audio.tatoeba.org/sentences/eng/1159704.mp3","pending"
"I know Tom's wife.","/ˈaɪ ˈnoʊ ˈtɑmz ˈwaɪf/","https://audio.tatoeba.org/sentences/eng/2376249.mp3","pending"
"I know what to do.","/ˈaɪ ˈnoʊ ˈhwət ˈtu ˈdu/","https://audio.tatoeba.org/sentences/eng/256407.mp3","pending"
"I like jazz music.","/ˈaɪ ˈɫaɪk ˈdʒæz ˈmjuzɪk/","https://audio.tatoeba.org/sentences/eng/253907.mp3","pending"
"I like to be here.","/ˈaɪ ˈɫaɪk ˈtu ˈbi ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/2377497.mp3","pending"
"I like your beard.","/ˈaɪ ˈɫaɪk ˈjɔɹ ˈbɪɹd/","https://audio.tatoeba.org/sentences/eng/3162952.mp3","pending"
"I liked this book.","/ˈaɪ ˈɫaɪkt ˈðɪs ˈbʊk/","https://audio.tatoeba.org/sentences/eng/4401061.mp3","pending"
"I love my country.","/ˈaɪ ˈɫəv ˈmaɪ ˈkəntɹi/","https://audio.tatoeba.org/sentences/eng/2262664.mp3","pending"
"I love this photo.","/ˈaɪ ˈɫəv ˈðɪs ˈfoʊˌtoʊ/","https://audio.tatoeba.org/sentences/eng/578016.mp3","pending"
"I love you people.","/ˈaɪ ˈɫəv ˈju ˈpipəɫ/","https://audio.tatoeba.org/sentences/eng/2380234.mp3","pending"
"I miss my friends.","/ˈaɪ ˈmɪs ˈmaɪ ˈfɹɛndz/","https://audio.tatoeba.org/sentences/eng/1969239.mp3","pending"
"I need a long nap.","/ˈaɪ ˈnid ˈeɪ ˈɫɔŋ ˈnæp/","https://audio.tatoeba.org/sentences/eng/3330287.mp3","pending"
"I need an ashtray.","/ˈaɪ ˈnid ˈæn ˈæʃˌtɹeɪ/","https://audio.tatoeba.org/sentences/eng/22144.mp3","pending"
"I need some sugar.","/ˈaɪ ˈnid ˈsəm ˈʃʊɡɝ/","https://audio.tatoeba.org/sentences/eng/755016.mp3","pending"
"I need to do this.","/ˈaɪ ˈnid ˈtu ˈdu ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2182486.mp3","pending"
"I opened that box.","/ˈaɪ ˈoʊpənd ˈðæt ˈbɑks/","https://audio.tatoeba.org/sentences/eng/3826053.mp3","pending"
"I owe Tom my life.","/ˈaɪ ˈoʊ ˈtɑm ˈmaɪ ˈɫaɪf/","https://audio.tatoeba.org/sentences/eng/3330364.mp3","pending"
"I pulled a muscle.","/ˈaɪ ˈpʊɫd ˈeɪ ˈməsəɫ/","https://audio.tatoeba.org/sentences/eng/281031.mp3","pending"
"I really am sorry.","/ˈaɪ ˈɹiɫi ˈæm ˈsɑɹi/","https://audio.tatoeba.org/sentences/eng/1874340.mp3","pending"
"I ripped my pants.","/ˈaɪ ˈɹɪpt ˈmaɪ ˈpænts/","https://audio.tatoeba.org/sentences/eng/2404163.mp3","pending"
"I said I'll do it.","/ˈaɪ ˈsɛd ˈaɪɫ ˈdu ˈɪt/","https://audio.tatoeba.org/sentences/eng/2405865.mp3","pending"
"I saw you outside.","/ˈaɪ ˈsɔ ˈju ˈaʊtˈsaɪd/","https://audio.tatoeba.org/sentences/eng/2406194.mp3","pending"
"I should head out.","/ˈaɪ ˈʃʊd ˈhɛd ˈaʊt/","https://audio.tatoeba.org/sentences/eng/953591.mp3","pending"
"I slept very well.","/ˈaɪ ˈsɫɛpt ˈvɛɹi ˈwɛɫ/","https://audio.tatoeba.org/sentences/eng/1987389.mp3","pending"
"I think I'm dying.","/ˈaɪ ˈθɪŋk ˈaɪm ˈdaɪɪŋ/","https://audio.tatoeba.org/sentences/eng/2407895.mp3","pending"
"I think Tom knows.","/ˈaɪ ˈθɪŋk ˈtɑm ˈnoʊz/","https://audio.tatoeba.org/sentences/eng/2261990.mp3","pending"
"I want a computer.","/ˈaɪ ˈwɑnt ˈeɪ kəmˈpjutɝ/","https://audio.tatoeba.org/sentences/eng/1192601.mp3","pending"
"I want more money.","/ˈaɪ ˈwɑnt ˈmɔɹ ˈməni/","https://audio.tatoeba.org/sentences/eng/2175897.mp3","pending"
"I want to believe.","/ˈaɪ ˈwɑnt ˈtu bɪˈɫiv/","https://audio.tatoeba.org/sentences/eng/666475.mp3","pending"
"I want you to die.","/ˈaɪ ˈwɑnt ˈju ˈtu ˈdaɪ/","https://audio.tatoeba.org/sentences/eng/2011372.mp3","pending"
"I was in the area.","/ˈaɪ ˈwɑz ˈɪn ˈðə ˈɛɹiə/","https://audio.tatoeba.org/sentences/eng/1887926.mp3","pending"
"I was on vacation.","/ˈaɪ ˈwɑz ˈɑn veɪˈkeɪʃən/","https://audio.tatoeba.org/sentences/eng/2549137.mp3","pending"
"I was really late.","/ˈaɪ ˈwɑz ˈɹiɫi ˈɫeɪt/","https://audio.tatoeba.org/sentences/eng/3823157.mp3","pending"
"I washed my shirt.","/ˈaɪ ˈwɑʃt ˈmaɪ ˈʃɝt/","https://audio.tatoeba.org/sentences/eng/582687.mp3","pending"
"I went on reading.","/ˈaɪ ˈwɛnt ˈɑn ˈɹɛdɪŋ/","https://audio.tatoeba.org/sentences/eng/280636.mp3","pending"
"I will inform Tom.","/ˈaɪ ˈwɪɫ ˌɪnˈfɔɹm ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2261999.mp3","pending"
"I won the lottery.","/ˈaɪ ˈwɑn ˈðə ˈɫɑtɝi/","https://audio.tatoeba.org/sentences/eng/320982.mp3","pending"
"I won't sign this.","/ˈaɪ ˈwoʊnt ˈsaɪn ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2271987.mp3","pending"
"I yelled for help.","/ˈaɪ ˈjɛɫd ˈfɔɹ ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/3378682.mp3","pending"
"I'll be in my car.","/ˈaɪɫ ˈbi ˈɪn ˈmaɪ ˈkɑɹ/","https://audio.tatoeba.org/sentences/eng/2549120.mp3","pending"
"I'll feed the dog.","/ˈaɪɫ ˈfid ˈðə ˈdɔɡ/","https://audio.tatoeba.org/sentences/eng/2648517.mp3","pending"
"I'll give it back.","/ˈaɪɫ ˈɡɪv ˈɪt ˈbæk/","https://audio.tatoeba.org/sentences/eng/2549105.mp3","pending"
"I'll make it work.","/ˈaɪɫ ˈmeɪk ˈɪt ˈwɝk/","https://audio.tatoeba.org/sentences/eng/1890920.mp3","pending"
"I'll pay the bill.","/ˈaɪɫ ˈpeɪ ˈðə ˈbɪɫ/","https://audio.tatoeba.org/sentences/eng/321308.mp3","pending"
"I'll sit with Tom.","/ˈaɪɫ ˈsɪt ˈwɪð ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2549093.mp3","pending"
"I'll wait for you.","/ˈaɪɫ ˈweɪt ˈfɔɹ ˈju/","https://audio.tatoeba.org/sentences/eng/275296.mp3","pending"
"I'm a new student.","/ˈaɪm ˈeɪ ˈnju ˈstudənt/","https://audio.tatoeba.org/sentences/eng/424866.mp3","pending"
"I'm all by myself.","/ˈaɪm ˈɔɫ ˈbaɪ ˌmaɪˈsɛɫf/","https://audio.tatoeba.org/sentences/eng/2549085.mp3","pending"
"I'm aware of that.","/ˈaɪm əˈwɛɹ ˈəv ˈðæt/","https://audio.tatoeba.org/sentences/eng/2549078.mp3","pending"
"I'm coming to you.","/ˈaɪm ˈkəmɪŋ ˈtu ˈju/","https://audio.tatoeba.org/sentences/eng/1890970.mp3","pending"
"I'm doing my best.","/ˈaɪm ˈduɪŋ ˈmaɪ ˈbɛst/","https://audio.tatoeba.org/sentences/eng/1855213.mp3","pending"
"I'm from the city.","/ˈaɪm ˈfɹəm ˈðə ˈsɪti/","https://audio.tatoeba.org/sentences/eng/1743480.mp3","pending"
"I'm going to stay.","/ˈaɪm ˈɡoʊɪn ˈtu ˈsteɪ/","https://audio.tatoeba.org/sentences/eng/2549072.mp3","pending"
"I'm happy to talk.","/ˈaɪm ˈhæpi ˈtu ˈtɔk/","https://audio.tatoeba.org/sentences/eng/2044419.mp3","pending"
"I'm in a bad mood.","/ˈaɪm ˈɪn ˈeɪ ˈbæd ˈmud/","https://audio.tatoeba.org/sentences/eng/2549068.mp3","pending"
"I'm not a monster.","/ˈaɪm ˈnɑt ˈeɪ ˈmɑnstɝ/","https://audio.tatoeba.org/sentences/eng/1839534.mp3","pending"
"I'm not a teacher.","/ˈaɪm ˈnɑt ˈeɪ ˈtitʃɝ/","https://audio.tatoeba.org/sentences/eng/2332108.mp3","pending"
"I'm not in a rush.","/ˈaɪm ˈnɑt ˈɪn ˈeɪ ˈɹəʃ/","https://audio.tatoeba.org/sentences/eng/2549056.mp3","pending"
"I'm not ready yet.","/ˈaɪm ˈnɑt ˈɹɛdi ˈjɛt/","https://audio.tatoeba.org/sentences/eng/32716.mp3","pending"
"I'm not very busy.","/ˈaɪm ˈnɑt ˈvɛɹi ˈbɪzi/","https://audio.tatoeba.org/sentences/eng/2648514.mp3","pending"
"I'm sick of lying.","/ˈaɪm ˈsɪk ˈəv ˈɫaɪɪŋ/","https://audio.tatoeba.org/sentences/eng/3555622.mp3","pending"
"I'm taking a bath.","/ˈaɪm ˈteɪkɪŋ ˈeɪ ˈbæθ/","https://audio.tatoeba.org/sentences/eng/924163.mp3","pending"
"I'm tired of this.","/ˈaɪm ˈtaɪɝd ˈəv ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2549041.mp3","pending"
"I've been at home.","/ˈaɪv ˈbɪn ˈæt ˈhoʊm/","https://audio.tatoeba.org/sentences/eng/2359049.mp3","pending"
"I've got a family.","/ˈaɪv ˈɡɑt ˈeɪ ˈfæməɫi/","https://audio.tatoeba.org/sentences/eng/2359573.mp3","pending"
"I've lost my keys.","/ˈaɪv ˈɫɔst ˈmaɪ ˈkiz/","https://audio.tatoeba.org/sentences/eng/1121723.mp3","pending"
"Is one of you Tom?","/ˈɪz ˈwən ˈəv ˈju ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2623654.mp3","pending"
"Is that a stapler?","/ˈɪz ˈðæt ˈeɪ ˈsteɪpəɫɝ/","https://audio.tatoeba.org/sentences/eng/4495188.mp3","pending"
"Is the party over?","/ˈɪz ˈðə ˈpɑɹti ˈoʊvɝ/","https://audio.tatoeba.org/sentences/eng/3393002.mp3","pending"
"Is this all yours?","/ˈɪz ˈðɪs ˈɔɫ ˈjɔɹz/","https://audio.tatoeba.org/sentences/eng/3817992.mp3","pending"
"Is this your bike?","/ˈɪz ˈðɪs ˈjɔɹ ˈbaɪk/","https://audio.tatoeba.org/sentences/eng/55938.mp3","pending"
"Is Tom in trouble?","/ˈɪz ˈtɑm ˈɪn ˈtɹəbəɫ/","https://audio.tatoeba.org/sentences/eng/1886876.mp3","pending"
"Is Tom there, too?","/ˈɪz ˈtɑm ˈðɛɹ ˈtu/","https://audio.tatoeba.org/sentences/eng/3636409.mp3","pending"
"It could be worse.","/ˈɪt ˈkʊd ˈbi ˈwɝs/","https://audio.tatoeba.org/sentences/eng/1897691.mp3","pending"
"It made Tom happy.","/ˈɪt ˈmeɪd ˈtɑm ˈhæpi/","https://audio.tatoeba.org/sentences/eng/2891496.mp3","pending"
"It was a disgrace.","/ˈɪt ˈwɑz ˈeɪ dɪsˈɡɹeɪs/","https://audio.tatoeba.org/sentences/eng/3732705.mp3","pending"
"It was a warm day.","/ˈɪt ˈwɑz ˈeɪ ˈwɔɹm ˈdeɪ/","https://audio.tatoeba.org/sentences/eng/276784.mp3","pending"
"It was no problem.","/ˈɪt ˈwɑz ˈnoʊ ˈpɹɑbɫəm/","https://audio.tatoeba.org/sentences/eng/2663587.mp3","pending"
"It was very windy.","/ˈɪt ˈwɑz ˈvɛɹi ˈwaɪndi/","https://audio.tatoeba.org/sentences/eng/456169.mp3","pending"
"It won't clear up.","/ˈɪt ˈwoʊnt ˈkɫɪɹ ˈəp/","https://audio.tatoeba.org/sentences/eng/594749.mp3","pending"
"It's a long story.","/ˈɪts ˈeɪ ˈɫɔŋ ˈstɔɹi/","https://audio.tatoeba.org/sentences/eng/1345586.mp3","pending"
"It's all my fault.","/ˈɪts ˈɔɫ ˈmaɪ ˈfɔɫt/","https://audio.tatoeba.org/sentences/eng/707265.mp3","pending"
"It's an old piano.","/ˈɪts ˈæn ˈoʊɫd piˈænə/","https://audio.tatoeba.org/sentences/eng/239839.mp3","pending"
"It's in my pocket.","/ˈɪts ˈɪn ˈmaɪ ˈpɑkət/","https://audio.tatoeba.org/sentences/eng/2648484.mp3","pending"
"It's just an idea.","/ˈɪts ˈdʒəst ˈæn aɪˈdiə/","https://audio.tatoeba.org/sentences/eng/2953114.mp3","pending"
"It's not my fault.","/ˈɪts ˈnɑt ˈmaɪ ˈfɔɫt/","https://audio.tatoeba.org/sentences/eng/321324.mp3","pending"
"It's not worth it.","/ˈɪts ˈnɑt ˈwɝθ ˈɪt/","https://audio.tatoeba.org/sentences/eng/1118343.mp3","pending"
