transcript,audio_url,difficulty
"I'll pay the bill.","https://audio.tatoeba.org/sentences/eng/321308.mp3","pending"
"I'll sit with Tom.","https://audio.tatoeba.org/sentences/eng/2549093.mp3","pending"
"I'll wait for you.","https://audio.tatoeba.org/sentences/eng/275296.mp3","pending"
"I'm a new student.","https://audio.tatoeba.org/sentences/eng/424866.mp3","pending"
"I'm all by myself.","https://audio.tatoeba.org/sentences/eng/2549085.mp3","pending"
"I'm aware of that.","https://audio.tatoeba.org/sentences/eng/2549078.mp3","pending"
"I'm coming to you.","https://audio.tatoeba.org/sentences/eng/1890970.mp3","pending"
"I'm doing my best.","https://audio.tatoeba.org/sentences/eng/1855213.mp3","pending"
"I'm from the city.","https://audio.tatoeba.org/sentences/eng/1743480.mp3","pending"
"I'm going to stay.","https://audio.tatoeba.org/sentences/eng/2549072.mp3","pending"
"I'm happy to talk.","https://audio.tatoeba.org/sentences/eng/2044419.mp3","pending"
"I'm in a bad mood.","https://audio.tatoeba.org/sentences/eng/2549068.mp3","pending"
"I'm not a monster.","https://audio.tatoeba.org/sentences/eng/1839534.mp3","pending"
"I'm not a teacher.","https://audio.tatoeba.org/sentences/eng/2332108.mp3","pending"
"I'm not in a rush.","https://audio.tatoeba.org/sentences/eng/2549056.mp3","pending"
"I'm not ready yet.","https://audio.tatoeba.org/sentences/eng/32716.mp3","pending"
"I'm not very busy.","https://audio.tatoeba.org/sentences/eng/2648514.mp3","pending"
"I'm sick of lying.","https://audio.tatoeba.org/sentences/eng/3555622.mp3","pending"
"I'm taking a bath.","https://audio.tatoeba.org/sentences/eng/924163.mp3","pending"
"I'm tired of this.","https://audio.tatoeba.org/sentences/eng/2549041.mp3","pending"
"I've been at home.","https://audio.tatoeba.org/sentences/eng/2359049.mp3","pending"
"I've got a family.","https://audio.tatoeba.org/sentences/eng/2359573.mp3","pending"
"I've lost my keys.","https://audio.tatoeba.org/sentences/eng/1121723.mp3","pending"
"Is one of you Tom?","https://audio.tatoeba.org/sentences/eng/2623654.mp3","pending"
"Is that a stapler?","https://audio.tatoeba.org/sentences/eng/4495188.mp3","pending"
"Is the party over?","https://audio.tatoeba.org/sentences/eng/3393002.mp3","pending"
"Is this all yours?","https://audio.tatoeba.org/sentences/eng/3817992.mp3","pending"
"Is this your bike?","https://audio.tatoeba.org/sentences/eng/55938.mp3","pending"
"Is Tom in trouble?","https://audio.tatoeba.org/sentences/eng/1886876.mp3","pending"
"Is Tom there, too?","https://audio.tatoeba.org/sentences/eng/3636409.mp3","pending"
"It could be worse.","https://audio.tatoeba.org/sentences/eng/1897691.mp3","pending"
"It made Tom happy.","https://audio.tatoeba.org/sentences/eng/2891496.mp3","pending"
"It was a disgrace.","https://audio.tatoeba.org/sentences/eng/3732705.mp3","pending"
"It was a warm day.","https://audio.tatoeba.org/sentences/eng/276784.mp3","pending"
"It was no problem.","https://audio.tatoeba.org/sentences/eng/2663587.mp3","pending"
"It was very windy.","https://audio.tatoeba.org/sentences/eng/456169.mp3","pending"
"It won't clear up.","https://audio.tatoeba.org/sentences/eng/594749.mp3","pending"
"It's a long story.","https://audio.tatoeba.org/sentences/eng/1345586.mp3","pending"
"It's all my fault.","https://audio.tatoeba.org/sentences/eng/707265.mp3","pending"
"It's an old piano.","https://audio.tatoeba.org/sentences/eng/239839.mp3","pending"
"It's in my pocket.","https://audio.tatoeba.org/sentences/eng/2648484.mp3","pending"
"It's just an idea.","https://audio.tatoeba.org/sentences/eng/2953114.mp3","pending"
"It's not my fault.","https://audio.tatoeba.org/sentences/eng/321324.mp3","pending"
"It's not worth it.","https://audio.tatoeba.org/sentences/eng/1118343.mp3","pending"
"It's on your desk.","https://audio.tatoeba.org/sentences/eng/2648480.mp3","pending"
"It's the same one.","https://audio.tatoeba.org/sentences/eng/2891638.mp3","pending"
"It's wrong to lie.","https://audio.tatoeba.org/sentences/eng/2533402.mp3","pending"
"Just go back home.","https://audio.tatoeba.org/sentences/eng/1889720.mp3","pending"
"Keep away from me.","https://audio.tatoeba.org/sentences/eng/25539.mp3","pending"
"Keep your coat on.","https://audio.tatoeba.org/sentences/eng/3392991.mp3","pending"
"Let's flip a coin.","https://audio.tatoeba.org/sentences/eng/1910575.mp3","pending"
"Let's go that way.","https://audio.tatoeba.org/sentences/eng/2259036.mp3","pending"
"Let's just say no.","https://audio.tatoeba.org/sentences/eng/2007850.mp3","pending"
"Let's not do that.","https://audio.tatoeba.org/sentences/eng/2007813.mp3","pending"
"Let's take a look.","https://audio.tatoeba.org/sentences/eng/373278.mp3","pending"
"Look at the clock.","https://audio.tatoeba.org/sentences/eng/3734177.mp3","pending"
"Look at this mess.","https://audio.tatoeba.org/sentences/eng/2648471.mp3","pending"
"Mary is very cute.","https://audio.tatoeba.org/sentences/eng/4083732.mp3","pending"
"May I try this on?","https://audio.tatoeba.org/sentences/eng/54953.mp3","pending"
"My eyes are tired.","https://audio.tatoeba.org/sentences/eng/507513.mp3","pending"
"My glass is empty.","https://audio.tatoeba.org/sentences/eng/2392250.mp3","pending"
"My house is dirty.","https://audio.tatoeba.org/sentences/eng/2632518.mp3","pending"
"No one can escape.","https://audio.tatoeba.org/sentences/eng/3411247.mp3","pending"
"No one's in sight.","https://audio.tatoeba.org/sentences/eng/2091110.mp3","pending"
"None of us saw it.","https://audio.tatoeba.org/sentences/eng/3130330.mp3","pending"
"Now I feel guilty.","https://audio.tatoeba.org/sentences/eng/3824307.mp3","pending"
"Now it's our turn.","https://audio.tatoeba.org/sentences/eng/3735123.mp3","pending"
"Our team is ready.","https://audio.tatoeba.org/sentences/eng/3821248.mp3","pending"
"Please come on in.","https://audio.tatoeba.org/sentences/eng/3130451.mp3","pending"
"Please let me pay.","https://audio.tatoeba.org/sentences/eng/1892802.mp3","pending"
"Please wrap it up.","https://audio.tatoeba.org/sentences/eng/442977.mp3","pending"
"Put on your shoes.","https://audio.tatoeba.org/sentences/eng/18093.mp3","pending"
"Put your gun down.","https://audio.tatoeba.org/sentences/eng/1682634.mp3","pending"
"Shame on you both.","https://audio.tatoeba.org/sentences/eng/2648460.mp3","pending"
"She began to sing.","https://audio.tatoeba.org/sentences/eng/312881.mp3","pending"
"She drives me mad.","https://audio.tatoeba.org/sentences/eng/308506.mp3","pending"
"She has long hair.","https://audio.tatoeba.org/sentences/eng/315861.mp3","pending"
"She is mad at you.","https://audio.tatoeba.org/sentences/eng/310270.mp3","pending"
"She must be angry.","https://audio.tatoeba.org/sentences/eng/315959.mp3","pending"
"She threw him out.","https://audio.tatoeba.org/sentences/eng/887440.mp3","pending"
"She's got a point.","https://audio.tatoeba.org/sentences/eng/308956.mp3","pending"
"So where were you?","https://audio.tatoeba.org/sentences/eng/1664988.mp3","pending"
"Stay here with us.","https://audio.tatoeba.org/sentences/eng/23491.mp3","pending"
"Stay in your lane.","https://audio.tatoeba.org/sentences/eng/2648456.mp3","pending"
"Stay with us, Tom.","https://audio.tatoeba.org/sentences/eng/2648453.mp3","pending"
"Take off your cap.","https://audio.tatoeba.org/sentences/eng/321124.mp3","pending"
"Talk to your boss.","https://audio.tatoeba.org/sentences/eng/4502541.mp3","pending"
"Tell me the truth.","https://audio.tatoeba.org/sentences/eng/321441.mp3","pending"
"Thank you so much.","https://audio.tatoeba.org/sentences/eng/2648441.mp3","pending"
"That boy is smart.","https://audio.tatoeba.org/sentences/eng/397882.mp3","pending"
"That is his house.","https://audio.tatoeba.org/sentences/eng/67034.mp3","pending"
"That should do it.","https://audio.tatoeba.org/sentences/eng/1463060.mp3","pending"
"That was the plan.","https://audio.tatoeba.org/sentences/eng/2549020.mp3","pending"
"That's a bad idea.","https://audio.tatoeba.org/sentences/eng/3171850.mp3","pending"
"That's how it was.","https://audio.tatoeba.org/sentences/eng/1768891.mp3","pending"
"That's news to me.","https://audio.tatoeba.org/sentences/eng/42323.mp3","pending"
"That's only a toy.","https://audio.tatoeba.org/sentences/eng/3567369.mp3","pending"
"That's what I saw.","https://audio.tatoeba.org/sentences/eng/3565819.mp3","pending"
"The break is over.","https://audio.tatoeba.org/sentences/eng/1884155.mp3","pending"
"The cup was empty.","https://audio.tatoeba.org/sentences/eng/2146880.mp3","pending"
"The floor is cold.","https://audio.tatoeba.org/sentences/eng/2561956.mp3","pending"
"The horse is mine.","https://audio.tatoeba.org/sentences/eng/672887.mp3","pending"
"The pain has gone.","https://audio.tatoeba.org/sentences/eng/278308.mp3","pending"
"The snow is great.","https://audio.tatoeba.org/sentences/eng/4502199.mp3","pending"
"The truck is gone.","https://audio.tatoeba.org/sentences/eng/3723037.mp3","pending"
"There was a fight.","https://audio.tatoeba.org/sentences/eng/3524791.mp3","pending"
"They agreed to it.","https://audio.tatoeba.org/sentences/eng/2648432.mp3","pending"
"They are all dead.","https://audio.tatoeba.org/sentences/eng/306300.mp3","pending"
"They can't get in.","https://audio.tatoeba.org/sentences/eng/3436762.mp3","pending"
"They didn't do it.","https://audio.tatoeba.org/sentences/eng/2272106.mp3","pending"
"They like to sing.","https://audio.tatoeba.org/sentences/eng/1476746.mp3","pending"
"They ran past Tom.","https://audio.tatoeba.org/sentences/eng/3519622.mp3","pending"
"They want to help.","https://audio.tatoeba.org/sentences/eng/2011375.mp3","pending"
"They were in love.","https://audio.tatoeba.org/sentences/eng/2648426.mp3","pending"
"This book will do.","https://audio.tatoeba.org/sentences/eng/57104.mp3","pending"
"This gold is mine.","https://audio.tatoeba.org/sentences/eng/3415224.mp3","pending"
"This is a mistake.","https://audio.tatoeba.org/sentences/eng/1780067.mp3","pending"
"This is her house.","https://audio.tatoeba.org/sentences/eng/457547.mp3","pending"
"This is my cousin.","https://audio.tatoeba.org/sentences/eng/61487.mp3","pending"
"This is my mother.","https://audio.tatoeba.org/sentences/eng/413771.mp3","pending"
"This is so stupid.","https://audio.tatoeba.org/sentences/eng/1806300.mp3","pending"
"This is very easy.","https://audio.tatoeba.org/sentences/eng/1988417.mp3","pending"
"This is your book.","https://audio.tatoeba.org/sentences/eng/55976.mp3","pending"
"This one is clean.","https://audio.tatoeba.org/sentences/eng/2892274.mp3","pending"
"This room is cold.","https://audio.tatoeba.org/sentences/eng/2648411.mp3","pending"
"Tom ate the bread.","https://audio.tatoeba.org/sentences/eng/3826039.mp3","pending"
"Tom began to read.","https://audio.tatoeba.org/sentences/eng/3721418.mp3","pending"
"Tom blew his nose.","https://audio.tatoeba.org/sentences/eng/1095768.mp3","pending"
"Tom can't beat me.","https://audio.tatoeba.org/sentences/eng/2648399.mp3","pending"
"Tom can't see you.","https://audio.tatoeba.org/sentences/eng/1868429.mp3","pending"
"Tom creeps me out.","https://audio.tatoeba.org/sentences/eng/2648387.mp3","pending"
"Tom didn't go far.","https://audio.tatoeba.org/sentences/eng/2272399.mp3","pending"
"Tom does love you.","https://audio.tatoeba.org/sentences/eng/2648384.mp3","pending"
"Tom dyed his hair.","https://audio.tatoeba.org/sentences/eng/1557063.mp3","pending"
"Tom fed his horse.","https://audio.tatoeba.org/sentences/eng/4699979.mp3","pending"
"Tom gave me a pen.","https://audio.tatoeba.org/sentences/eng/37121.mp3","pending"
"Tom got mad at me.","https://audio.tatoeba.org/sentences/eng/3091247.mp3","pending"
"Tom has been here.","https://audio.tatoeba.org/sentences/eng/2272681.mp3","pending"
"Tom has done time.","https://audio.tatoeba.org/sentences/eng/4667199.mp3","pending"
"Tom has oily skin.","https://audio.tatoeba.org/sentences/eng/2549004.mp3","pending"
"Tom hates his job.","https://audio.tatoeba.org/sentences/eng/1025237.mp3","pending"
"Tom helped us win.","https://audio.tatoeba.org/sentences/eng/4499348.mp3","pending"
"Tom is a freshman.","https://audio.tatoeba.org/sentences/eng/3428473.mp3","pending"
"Tom is a mechanic.","https://audio.tatoeba.org/sentences/eng/2272831.mp3","pending"
"Tom is a teenager.","https://audio.tatoeba.org/sentences/eng/2272882.mp3","pending"
"Tom is dead drunk.","https://audio.tatoeba.org/sentences/eng/3426243.mp3","pending"
"Tom is doing well.","https://audio.tatoeba.org/sentences/eng/2648353.mp3","pending"
"Tom is holding it.","https://audio.tatoeba.org/sentences/eng/2857034.mp3","pending"
"Tom is in command.","https://audio.tatoeba.org/sentences/eng/2648350.mp3","pending"
"Tom is mad at you.","https://audio.tatoeba.org/sentences/eng/3360609.mp3","pending"
"Tom is old school.","https://audio.tatoeba.org/sentences/eng/2648346.mp3","pending"
"Tom is passed out.","https://audio.tatoeba.org/sentences/eng/2273350.mp3","pending"
"Tom is quite tall.","https://audio.tatoeba.org/sentences/eng/2548985.mp3","pending"
"Tom is still busy.","https://audio.tatoeba.org/sentences/eng/2957254.mp3","pending"
"Tom is the leader.","https://audio.tatoeba.org/sentences/eng/1415518.mp3","pending"
"Tom is very timid.","https://audio.tatoeba.org/sentences/eng/3405453.mp3","pending"
"Tom isn't all bad.","https://audio.tatoeba.org/sentences/eng/2648342.mp3","pending"
"Tom isn't like us.","https://audio.tatoeba.org/sentences/eng/3403406.mp3","pending"
"Tom keeps a diary.","https://audio.tatoeba.org/sentences/eng/1024647.mp3","pending"
"Tom knows his job.","https://audio.tatoeba.org/sentences/eng/3360630.mp3","pending"
"Tom left the room.","https://audio.tatoeba.org/sentences/eng/2698771.mp3","pending"
"Tom likes to hunt.","https://audio.tatoeba.org/sentences/eng/3921615.mp3","pending"
"Tom loved us both.","https://audio.tatoeba.org/sentences/eng/2648328.mp3","pending"
"Tom loves to fish.","https://audio.tatoeba.org/sentences/eng/3360639.mp3","pending"
"Tom might be busy.","https://audio.tatoeba.org/sentences/eng/2046686.mp3","pending"
"Tom needs a favor.","https://audio.tatoeba.org/sentences/eng/1868021.mp3","pending"
"Tom never said no.","https://audio.tatoeba.org/sentences/eng/2548972.mp3","pending"
"Tom read the news.","https://audio.tatoeba.org/sentences/eng/2548969.mp3","pending"
"Tom retired at 65.","https://audio.tatoeba.org/sentences/eng/2665359.mp3","pending"
"Tom seems so nice.","https://audio.tatoeba.org/sentences/eng/1867921.mp3","pending"
"Tom smelled a rat.","https://audio.tatoeba.org/sentences/eng/1654437.mp3","pending"
"Tom stays with us.","https://audio.tatoeba.org/sentences/eng/2648306.mp3","pending"
"Tom tried to swim.","https://audio.tatoeba.org/sentences/eng/3921253.mp3","pending"
"Tom waited for us.","https://audio.tatoeba.org/sentences/eng/4502797.mp3","pending"
"Tom wants to help.","https://audio.tatoeba.org/sentences/eng/1867792.mp3","pending"
"Tom was an orphan.","https://audio.tatoeba.org/sentences/eng/1928667.mp3","pending"
"Tom was in a coma.","https://audio.tatoeba.org/sentences/eng/1023975.mp3","pending"
"Tom was my friend.","https://audio.tatoeba.org/sentences/eng/3165799.mp3","pending"
"Tom was very late.","https://audio.tatoeba.org/sentences/eng/2273693.mp3","pending"
"Tom wasn't so bad.","https://audio.tatoeba.org/sentences/eng/3732245.mp3","pending"
"Tom will die soon.","https://audio.tatoeba.org/sentences/eng/2548949.mp3","pending"
"Tom won't come in.","https://audio.tatoeba.org/sentences/eng/2648279.mp3","pending"
"Tom works at home.","https://audio.tatoeba.org/sentences/eng/1765311.mp3","pending"
"Tom, this is Mary.","https://audio.tatoeba.org/sentences/eng/2548946.mp3","pending"
"Tom's got the key.","https://audio.tatoeba.org/sentences/eng/3737268.mp3","pending"
"Try it once again.","https://audio.tatoeba.org/sentences/eng/31497.mp3","pending"
"Turn on the radio.","https://audio.tatoeba.org/sentences/eng/29763.mp3","pending"
"Was he home alone?","https://audio.tatoeba.org/sentences/eng/2208360.mp3","pending"
"We all felt awful.","https://audio.tatoeba.org/sentences/eng/4498589.mp3","pending"
"We all missed Tom.","https://audio.tatoeba.org/sentences/eng/2548945.mp3","pending"
"We can look it up.","https://audio.tatoeba.org/sentences/eng/3312636.mp3","pending"
"We can't tell Tom.","https://audio.tatoeba.org/sentences/eng/1954998.mp3","pending"
"We don't know Tom.","https://audio.tatoeba.org/sentences/eng/2273792.mp3","pending"
"We gave up trying.","https://audio.tatoeba.org/sentences/eng/3151212.mp3","pending"
"We have a meeting.","https://audio.tatoeba.org/sentences/eng/2548941.mp3","pending"
"We kept it secret.","https://audio.tatoeba.org/sentences/eng/3164404.mp3","pending"
